date,ISRG stock
2017-01-19,4
2017-01-20,5
2017-01-21,0
2017-01-22,5
2017-01-23,0
2017-01-24,18
2017-01-25,22
2017-01-26,9
2017-01-27,14
2017-01-28,0
2017-01-29,0
2017-01-30,4
2017-01-31,4
2017-02-01,4
2017-02-02,4
2017-02-03,0
2017-02-04,0
2017-02-05,0
2017-02-06,0
2017-02-07,4
2017-02-08,9
2017-02-09,4
2017-02-10,0
2017-02-11,0
2017-02-12,0
2017-02-13,0
2017-02-14,4
2017-02-15,9
2017-02-16,9
2017-02-17,4
2017-02-18,5
2017-02-19,0
2017-02-20,0
2017-02-21,4
2017-02-22,0
2017-02-23,4
2017-02-24,5
2017-02-25,0
2017-02-26,5
2017-02-27,0
2017-02-28,0
2017-03-01,12
2017-03-02,8
2017-03-03,9
2017-03-04,5
2017-03-05,0
2017-03-06,4
2017-03-07,4
2017-03-08,0
2017-03-09,4
2017-03-10,0
2017-03-11,0
2017-03-12,5
2017-03-13,0
2017-03-14,0
2017-03-15,9
2017-03-16,4
2017-03-17,5
2017-03-18,0
2017-03-19,5
2017-03-20,4
2017-03-21,0
2017-03-22,0
2017-03-23,9
2017-03-24,0
2017-03-25,5
2017-03-26,0
2017-03-27,4
2017-03-28,9
2017-03-29,4
2017-03-30,9
2017-03-31,0
2017-04-01,10
2017-04-02,0
2017-04-03,9
2017-04-04,4
2017-04-05,9
2017-04-06,9
2017-04-07,4
2017-04-08,0
2017-04-09,0
2017-04-10,13
2017-04-11,0
2017-04-12,5
2017-04-13,5
2017-04-14,0
2017-04-15,0
2017-04-16,0
2017-04-17,0
2017-04-18,17
2017-04-19,56
2017-04-20,17
2017-04-21,5
2017-04-22,0
2017-04-23,0
2017-04-24,4
2017-04-25,26
2017-04-26,4
2017-04-27,13
2017-04-28,14
2017-04-29,0
2017-04-30,5
2017-05-01,5
2017-05-02,0
2017-05-03,9
2017-05-04,4
2017-05-05,5
2017-05-06,0
2017-05-07,0
2017-05-08,13
2017-05-09,4
2017-05-10,4
2017-05-11,4
2017-05-12,9
2017-05-13,0
2017-05-14,0
2017-05-15,5
2017-05-16,9
2017-05-17,18
2017-05-18,14
2017-05-19,10
2017-05-20,0
2017-05-21,0
2017-05-22,14
2017-05-23,18
2017-05-24,33
2017-05-25,19
2017-05-26,15
2017-05-27,6
2017-05-28,0
2017-05-29,0
2017-05-30,9
2017-05-31,14
2017-06-01,19
2017-06-02,25
2017-06-03,0
2017-06-04,0
2017-06-05,9
2017-06-06,4
2017-06-07,27
2017-06-08,14
2017-06-09,19
2017-06-10,17
2017-06-11,0
2017-06-12,5
2017-06-13,13
2017-06-14,14
2017-06-15,14
2017-06-16,15
2017-06-17,6
2017-06-18,0
2017-06-19,9
2017-06-20,13
2017-06-21,9
2017-06-22,9
2017-06-23,9
2017-06-24,0
2017-06-25,0
2017-06-26,5
2017-06-27,14
2017-06-28,5
2017-06-29,5
2017-06-30,25
2017-07-01,16
2017-07-02,0
2017-07-03,10
2017-07-04,10
2017-07-05,19
2017-07-06,19
2017-07-07,20
2017-07-08,0
2017-07-09,0
2017-07-10,5
2017-07-11,5
2017-07-12,19
2017-07-13,0
2017-07-14,10
2017-07-15,6
2017-07-16,0
2017-07-17,0
2017-07-18,19
2017-07-19,33
2017-07-20,47
2017-07-21,44
2017-07-22,27
2017-07-23,5
2017-07-24,18
2017-07-25,5
2017-07-26,9
2017-07-27,9
2017-07-28,15
2017-07-29,11
2017-07-30,5
2017-07-31,9
2017-08-01,9
2017-08-02,17
2017-08-03,18
2017-08-04,0
2017-08-05,5
2017-08-06,0
2017-08-07,0
2017-08-08,13
2017-08-09,9
2017-08-10,9
2017-08-11,5
2017-08-12,0
2017-08-13,5
2017-08-14,5
2017-08-15,14
2017-08-16,5
2017-08-17,14
2017-08-18,19
2017-08-19,5
2017-08-20,0
2017-08-21,9
2017-08-22,18
2017-08-23,23
2017-08-24,5
2017-08-25,14
2017-08-26,0
2017-08-27,0
2017-08-28,14
2017-08-29,13
2017-08-30,14
2017-08-31,18
2017-09-01,14
2017-09-02,5
2017-09-03,0
2017-09-04,0
2017-09-05,9
2017-09-06,22
2017-09-07,18
2017-09-08,19
2017-09-09,5
2017-09-10,5
2017-09-11,18
2017-09-12,18
2017-09-13,9
2017-09-14,9
2017-09-15,5
2017-09-16,0
2017-09-17,0
2017-09-18,9
2017-09-19,13
2017-09-20,4
2017-09-21,18
2017-09-22,14
2017-09-23,5
2017-09-24,0
2017-09-25,13
2017-09-26,13
2017-09-27,31
2017-09-28,13
2017-09-29,9
2017-09-30,5
2017-10-01,10
2017-10-02,22
2017-10-03,18
2017-10-04,35
2017-10-05,27
2017-10-06,100
