date,ISRG stock
2016-09-11,0
2016-09-12,0
2016-09-13,0
2016-09-14,10
2016-09-15,0
2016-09-16,10
2016-09-17,0
2016-09-18,0
2016-09-19,19
2016-09-20,0
2016-09-21,9
2016-09-22,10
2016-09-23,0
2016-09-24,0
2016-09-25,0
2016-09-26,0
2016-09-27,0
2016-09-28,9
2016-09-29,0
2016-09-30,10
2016-10-01,0
2016-10-02,0
2016-10-03,9
2016-10-04,0
2016-10-05,9
2016-10-06,9
2016-10-07,10
2016-10-08,0
2016-10-09,0
2016-10-10,0
2016-10-11,9
2016-10-12,28
2016-10-13,9
2016-10-14,20
2016-10-15,11
2016-10-16,0
2016-10-17,9
2016-10-18,18
2016-10-19,83
2016-10-20,19
2016-10-21,19
2016-10-22,0
2016-10-23,0
2016-10-24,28
2016-10-25,18
2016-10-26,9
2016-10-27,9
2016-10-28,10
2016-10-29,0
2016-10-30,0
2016-10-31,0
2016-11-01,0
2016-11-02,0
2016-11-03,9
2016-11-04,0
2016-11-05,0
2016-11-06,0
2016-11-07,0
2016-11-08,9
2016-11-09,17
2016-11-10,19
2016-11-11,10
2016-11-12,0
2016-11-13,0
2016-11-14,18
2016-11-15,27
2016-11-16,9
2016-11-17,27
2016-11-18,10
2016-11-19,0
2016-11-20,0
2016-11-21,9
2016-11-22,18
2016-11-23,18
2016-11-24,0
2016-11-25,0
2016-11-26,10
2016-11-27,0
2016-11-28,9
2016-11-29,17
2016-11-30,9
2016-12-01,0
2016-12-02,0
2016-12-03,0
2016-12-04,0
2016-12-05,0
2016-12-06,0
2016-12-07,9
2016-12-08,18
2016-12-09,9
2016-12-10,0
2016-12-11,0
2016-12-12,9
2016-12-13,26
2016-12-14,9
2016-12-15,27
2016-12-16,19
2016-12-17,11
2016-12-18,0
2016-12-19,9
2016-12-20,0
2016-12-21,10
2016-12-22,10
2016-12-23,0
2016-12-24,0
2016-12-25,0
2016-12-26,0
2016-12-27,0
2016-12-28,10
2016-12-29,0
2016-12-30,10
2016-12-31,0
2017-01-01,0
2017-01-02,0
2017-01-03,0
2017-01-04,9
2017-01-05,9
2017-01-06,28
2017-01-07,0
2017-01-08,0
2017-01-09,17
2017-01-10,17
2017-01-11,25
2017-01-12,26
2017-01-13,0
2017-01-14,0
2017-01-15,0
2017-01-16,0
2017-01-17,34
2017-01-18,8
2017-01-19,0
2017-01-20,0
2017-01-21,0
2017-01-22,10
2017-01-23,0
2017-01-24,26
2017-01-25,34
2017-01-26,9
2017-01-27,9
2017-01-28,0
2017-01-29,0
2017-01-30,8
2017-01-31,17
2017-02-01,8
2017-02-02,0
2017-02-03,9
2017-02-04,0
2017-02-05,0
2017-02-06,0
2017-02-07,0
2017-02-08,0
2017-02-09,0
2017-02-10,9
2017-02-11,0
2017-02-12,0
2017-02-13,0
2017-02-14,17
2017-02-15,17
2017-02-16,25
2017-02-17,8
2017-02-18,10
2017-02-19,0
2017-02-20,8
2017-02-21,17
2017-02-22,8
2017-02-23,9
2017-02-24,9
2017-02-25,0
2017-02-26,0
2017-02-27,8
2017-02-28,0
2017-03-01,24
2017-03-02,8
2017-03-03,9
2017-03-04,10
2017-03-05,0
2017-03-06,16
2017-03-07,8
2017-03-08,8
2017-03-09,8
2017-03-10,0
2017-03-11,9
2017-03-12,18
2017-03-13,0
2017-03-14,0
2017-03-15,25
2017-03-16,8
2017-03-17,0
2017-03-18,10
2017-03-19,0
2017-03-20,25
2017-03-21,0
2017-03-22,0
2017-03-23,25
2017-03-24,0
2017-03-25,10
2017-03-26,0
2017-03-27,9
2017-03-28,8
2017-03-29,17
2017-03-30,26
2017-03-31,0
2017-04-01,0
2017-04-02,0
2017-04-03,17
2017-04-04,17
2017-04-05,0
2017-04-06,26
2017-04-07,17
2017-04-08,0
2017-04-09,0
2017-04-10,25
2017-04-11,0
2017-04-12,9
2017-04-13,9
2017-04-14,0
2017-04-15,0
2017-04-16,0
2017-04-17,9
2017-04-18,33
2017-04-19,100
2017-04-20,59
2017-04-21,0
2017-04-22,0
2017-04-23,0
2017-04-24,8
2017-04-25,33
2017-04-26,33
2017-04-27,17
2017-04-28,9
2017-04-29,0
2017-04-30,0
2017-05-01,9
2017-05-02,8
2017-05-03,17
2017-05-04,17
2017-05-05,18
2017-05-06,0
2017-05-07,0
2017-05-08,34
2017-05-09,0
2017-05-10,8
2017-05-11,0
2017-05-12,0
2017-05-13,0
2017-05-14,0
2017-05-15,0
2017-05-16,27
2017-05-17,27
2017-05-18,36
2017-05-19,38
2017-05-20,0
2017-05-21,0
2017-05-22,9
2017-05-23,27
2017-05-24,55
2017-05-25,28
2017-05-26,29
2017-05-27,0
2017-05-28,0
2017-05-29,0
