date,ISRG stock
2014-12-01,0
2014-12-02,52
2014-12-03,27
2014-12-04,54
2014-12-05,28
2014-12-06,32
2014-12-07,0
2014-12-08,0
2014-12-09,0
2014-12-10,0
2014-12-11,27
2014-12-12,57
2014-12-13,0
2014-12-14,0
2014-12-15,27
2014-12-16,27
2014-12-17,27
2014-12-18,56
2014-12-19,30
2014-12-20,0
2014-12-21,33
2014-12-22,0
2014-12-23,30
2014-12-24,0
2014-12-25,0
2014-12-26,0
2014-12-27,0
2014-12-28,0
2014-12-29,29
2014-12-30,29
2014-12-31,0
2015-01-01,0
2015-01-02,0
2015-01-03,0
2015-01-04,0
2015-01-05,0
2015-01-06,0
2015-01-07,53
2015-01-08,26
2015-01-09,27
2015-01-10,0
2015-01-11,0
2015-01-12,26
2015-01-13,25
2015-01-14,26
2015-01-15,26
2015-01-16,27
2015-01-17,0
2015-01-18,0
2015-01-19,0
2015-01-20,0
2015-01-21,0
2015-01-22,51
2015-01-23,40
2015-01-24,60
2015-01-25,0
2015-01-26,0
2015-01-27,0
2015-01-28,26
2015-01-29,38
2015-01-30,27
2015-01-31,30
2015-02-01,0
2015-02-02,38
2015-02-03,0
2015-02-04,38
2015-02-05,26
2015-02-06,27
2015-02-07,0
2015-02-08,0
2015-02-09,0
2015-02-10,0
2015-02-11,25
2015-02-12,52
2015-02-13,27
2015-02-14,0
2015-02-15,31
2015-02-16,80
2015-02-17,0
2015-02-18,0
2015-02-19,39
2015-02-20,0
2015-02-21,30
2015-02-22,0
2015-02-23,0
2015-02-24,25
2015-02-25,0
2015-02-26,51
2015-02-27,26
2015-02-28,0
2015-03-01,29
2015-03-02,25
2015-03-03,25
2015-03-04,51
2015-03-05,0
2015-03-06,27
2015-03-07,0
2015-03-08,0
2015-03-09,50
2015-03-10,0
2015-03-11,0
2015-03-12,26
2015-03-13,26
2015-03-14,30
2015-03-15,0
2015-03-16,0
2015-03-17,26
2015-03-18,25
2015-03-19,50
2015-03-20,26
2015-03-21,30
2015-03-22,29
2015-03-23,0
2015-03-24,0
2015-03-25,37
2015-03-26,29
2015-03-27,27
2015-03-28,0
2015-03-29,0
2015-03-30,25
2015-03-31,0
2015-04-01,26
2015-04-02,0
2015-04-03,29
2015-04-04,31
2015-04-05,0
2015-04-06,0
2015-04-07,25
2015-04-08,0
2015-04-09,0
2015-04-10,54
2015-04-11,0
2015-04-12,0
2015-04-13,0
2015-04-14,0
2015-04-15,25
2015-04-16,64
2015-04-17,53
2015-04-18,0
2015-04-19,30
2015-04-20,63
2015-04-21,38
2015-04-22,76
2015-04-23,77
2015-04-24,27
2015-04-25,0
2015-04-26,0
2015-04-27,0
2015-04-28,0
2015-04-29,38
2015-04-30,0
2015-05-01,29
2015-05-02,0
2015-05-03,0
2015-05-04,26
2015-05-05,25
2015-05-06,50
2015-05-07,26
2015-05-08,0
2015-05-09,31
2015-05-10,31
2015-05-11,25
2015-05-12,25
2015-05-13,0
2015-05-14,52
2015-05-15,53
2015-05-16,0
2015-05-17,30
2015-05-18,100
2015-05-19,37
2015-05-20,0
2015-05-21,0
2015-05-22,0
2015-05-23,30
2015-05-24,0
2015-05-25,0
2015-05-26,0
2015-05-27,25
2015-05-28,0
2015-05-29,26
2015-05-30,0
2015-05-31,0
2015-06-01,25
2015-06-02,0
2015-06-03,25
2015-06-04,0
2015-06-05,0
2015-06-06,0
2015-06-07,0
2015-06-08,0
2015-06-09,25
2015-06-10,0
2015-06-11,26
2015-06-12,0
2015-06-13,0
2015-06-14,0
2015-06-15,0
2015-06-16,0
2015-06-17,25
2015-06-18,25
2015-06-19,27
2015-06-20,0
2015-06-21,0
2015-06-22,25
2015-06-23,25
2015-06-24,0
2015-06-25,0
2015-06-26,0
2015-06-27,0
2015-06-28,0
2015-06-29,25
2015-06-30,0
2015-07-01,0
2015-07-02,0
2015-07-03,0
2015-07-04,31
2015-07-05,31
2015-07-06,0
2015-07-07,0
2015-07-08,25
2015-07-09,26
2015-07-10,26
2015-07-11,31
2015-07-12,0
2015-07-13,25
2015-07-14,0
2015-07-15,52
2015-07-16,26
2015-07-17,54
2015-07-18,0
2015-07-19,33
2015-07-20,0
2015-07-21,64
2015-07-22,64
2015-07-23,51
2015-07-24,53
2015-07-25,31
2015-07-26,30
2015-07-27,25
2015-07-28,50
2015-07-29,63
2015-07-30,76
2015-07-31,26
2015-08-01,0
2015-08-02,0
2015-08-03,51
2015-08-04,25
2015-08-05,26
2015-08-06,52
2015-08-07,27
2015-08-08,0
2015-08-09,30
2015-08-10,38
2015-08-11,51
2015-08-12,0
2015-08-13,26
2015-08-14,53
2015-08-15,0
2015-08-16,0
2015-08-17,25
2015-08-18,25
