date,ISRG stock
2017-10-06,100
2017-10-07,15
2017-10-08,12
2017-10-09,10
2017-10-10,10
2017-10-11,17
2017-10-12,20
2017-10-13,31
2017-10-14,12
2017-10-15,8
2017-10-16,20
2017-10-17,13
2017-10-18,20
2017-10-19,44
2017-10-20,49
2017-10-21,8
2017-10-22,0
2017-10-23,10
2017-10-24,16
2017-10-25,17
2017-10-26,10
2017-10-27,7
2017-10-28,8
2017-10-29,4
2017-10-30,13
2017-10-31,17
2017-11-01,20
2017-11-02,13
2017-11-03,7
2017-11-04,7
2017-11-05,4
2017-11-06,6
2017-11-07,10
2017-11-08,16
2017-11-09,23
2017-11-10,7
2017-11-11,4
2017-11-12,4
2017-11-13,6
2017-11-14,0
2017-11-15,13
2017-11-16,22
2017-11-17,10
2017-11-18,4
2017-11-19,7
2017-11-20,3
2017-11-21,16
2017-11-22,23
2017-11-23,13
2017-11-24,3
2017-11-25,0
2017-11-26,0
2017-11-27,16
2017-11-28,16
2017-11-29,26
2017-11-30,6
2017-12-01,17
2017-12-02,7
2017-12-03,7
2017-12-04,19
2017-12-05,16
2017-12-06,19
2017-12-07,13
2017-12-08,7
2017-12-09,4
2017-12-10,4
2017-12-11,9
2017-12-12,13
2017-12-13,13
2017-12-14,13
2017-12-15,27
2017-12-16,15
2017-12-17,0
2017-12-18,26
2017-12-19,7
2017-12-20,10
2017-12-21,24
2017-12-22,19
2017-12-23,0
2017-12-24,0
2017-12-25,8
2017-12-26,4
2017-12-27,17
2017-12-28,10
2017-12-29,18
2017-12-30,8
2017-12-31,0
2018-01-01,4
2018-01-02,10
2018-01-03,16
2018-01-04,10
2018-01-05,17
2018-01-06,0
2018-01-07,4
2018-01-08,13
2018-01-09,22
2018-01-10,35
2018-01-11,54
2018-01-12,30
2018-01-13,11
2018-01-14,7
2018-01-15,6
2018-01-16,6
2018-01-17,12
2018-01-18,31
2018-01-19,7
2018-01-20,11
2018-01-21,0
2018-01-22,9
2018-01-23,31
2018-01-24,25
2018-01-25,66
2018-01-26,49
2018-01-27,4
2018-01-28,4
2018-01-29,9
2018-01-30,12
2018-01-31,15
2018-02-01,15
2018-02-02,23
2018-02-03,4
2018-02-04,0
2018-02-05,16
2018-02-06,12
2018-02-07,31
2018-02-08,6
2018-02-09,20
2018-02-10,4
2018-02-11,4
2018-02-12,16
2018-02-13,9
2018-02-14,19
2018-02-15,16
2018-02-16,26
2018-02-17,0
2018-02-18,7
2018-02-19,9
2018-02-20,28
2018-02-21,6
2018-02-22,9
2018-02-23,19
2018-02-24,0
2018-02-25,0
2018-02-26,9
2018-02-27,6
2018-02-28,9
2018-03-01,12
2018-03-02,10
2018-03-03,0
2018-03-04,3
2018-03-05,9
2018-03-06,15
2018-03-07,0
2018-03-08,9
2018-03-09,6
2018-03-10,4
2018-03-11,4
2018-03-12,24
2018-03-13,18
2018-03-14,25
2018-03-15,19
2018-03-16,3
2018-03-17,4
2018-03-18,0
2018-03-19,6
2018-03-20,12
2018-03-21,9
2018-03-22,6
2018-03-23,10
2018-03-24,4
2018-03-25,0
2018-03-26,9
2018-03-27,16
2018-03-28,16
2018-03-29,7
2018-03-30,11
2018-03-31,4
2018-04-01,0
2018-04-02,0
2018-04-03,12
2018-04-04,12
2018-04-05,16
2018-04-06,10
2018-04-07,0
2018-04-08,4
2018-04-09,15
