date,AAPL stock
2016-05-04,50
2016-05-05,49
2016-05-06,43
2016-05-07,8
2016-05-08,7
2016-05-09,45
2016-05-10,51
2016-05-11,40
2016-05-12,55
2016-05-13,54
2016-05-14,12
2016-05-15,4
2016-05-16,71
2016-05-17,61
2016-05-18,57
2016-05-19,47
2016-05-20,39
2016-05-21,8
2016-05-22,5
2016-05-23,40
2016-05-24,39
2016-05-25,52
2016-05-26,46
2016-05-27,47
2016-05-28,13
2016-05-29,3
2016-05-30,10
2016-05-31,39
2016-06-01,37
2016-06-02,32
2016-06-03,37
2016-06-04,9
2016-06-05,3
2016-06-06,30
2016-06-07,39
2016-06-08,32
2016-06-09,29
2016-06-10,29
2016-06-11,6
2016-06-12,5
2016-06-13,42
2016-06-14,33
2016-06-15,25
2016-06-16,32
2016-06-17,31
2016-06-18,6
2016-06-19,3
2016-06-20,37
2016-06-21,26
2016-06-22,22
2016-06-23,31
2016-06-24,83
2016-06-25,16
2016-06-26,8
2016-06-27,44
2016-06-28,46
2016-06-29,41
2016-06-30,49
2016-07-01,31
2016-07-02,5
2016-07-03,4
2016-07-04,4
2016-07-05,33
2016-07-06,31
2016-07-07,27
2016-07-08,31
2016-07-09,2
2016-07-10,6
2016-07-11,33
2016-07-12,31
2016-07-13,31
2016-07-14,35
2016-07-15,31
2016-07-16,8
2016-07-17,4
2016-07-18,33
2016-07-19,32
2016-07-20,33
2016-07-21,41
2016-07-22,36
2016-07-23,5
2016-07-24,7
2016-07-25,33
2016-07-26,75
2016-07-27,100
2016-07-28,59
2016-07-29,53
2016-07-30,10
2016-07-31,10
2016-08-01,41
2016-08-02,42
2016-08-03,38
2016-08-04,44
2016-08-05,37
2016-08-06,9
2016-08-07,5
2016-08-08,39
2016-08-09,36
2016-08-10,40
2016-08-11,36
2016-08-12,32
2016-08-13,8
2016-08-14,2
2016-08-15,42
2016-08-16,46
2016-08-17,38
2016-08-18,36
2016-08-19,32
2016-08-20,7
2016-08-21,4
2016-08-22,27
2016-08-23,18
2016-08-24,30
2016-08-25,24
2016-08-26,24
2016-08-27,8
2016-08-28,2
2016-08-29,30
2016-08-30,53
2016-08-31,34
2016-09-01,30
2016-09-02,34
2016-09-03,4
2016-09-04,6
2016-09-05,5
2016-09-06,37
2016-09-07,67
2016-09-08,58
2016-09-09,43
2016-09-10,12
2016-09-11,3
2016-09-12,38
2016-09-13,39
2016-09-14,59
2016-09-15,71
2016-09-16,63
2016-09-17,10
2016-09-18,3
2016-09-19,47
2016-09-20,42
2016-09-21,36
2016-09-22,42
2016-09-23,48
2016-09-24,9
2016-09-25,9
2016-09-26,35
2016-09-27,32
2016-09-28,30
2016-09-29,32
2016-09-30,31
2016-10-01,11
2016-10-02,8
2016-10-03,31
2016-10-04,32
2016-10-05,32
2016-10-06,33
2016-10-07,23
2016-10-08,7
2016-10-09,5
2016-10-10,35
2016-10-11,48
2016-10-12,47
2016-10-13,41
2016-10-14,36
2016-10-15,11
2016-10-16,5
2016-10-17,32
2016-10-18,30
2016-10-19,30
2016-10-20,36
2016-10-21,32
2016-10-22,9
2016-10-23,8
2016-10-24,40
2016-10-25,85
2016-10-26,73
2016-10-27,50
2016-10-28,36
2016-10-29,5
2016-10-30,5
2016-10-31,33
2016-11-01,34
2016-11-02,32
2016-11-03,37
2016-11-04,28
2016-11-05,6
2016-11-06,5
2016-11-07,31
2016-11-08,37
2016-11-09,69
2016-11-10,40
2016-11-11,36
2016-11-12,6
2016-11-13,5
2016-11-14,34
2016-11-15,34
2016-11-16,38
2016-11-17,35
2016-11-18,29
2016-11-19,5
2016-11-20,4
2016-11-21,31
2016-11-22,32
2016-11-23,27
2016-11-24,9
2016-11-25,18
2016-11-26,5
2016-11-27,2
2016-11-28,21
2016-11-29,27
2016-11-30,23
2016-12-01,30
2016-12-02,25
2016-12-03,9
2016-12-04,5
2016-12-05,23
2016-12-06,30
2016-12-07,33
2016-12-08,30
2016-12-09,33
2016-12-10,12
2016-12-11,4
2016-12-12,25
2016-12-13,32
2016-12-14,31
2016-12-15,31
2016-12-16,27
2016-12-17,7
2016-12-18,3
2016-12-19,26
2016-12-20,27
2016-12-21,22
2016-12-22,33
2016-12-23,27
2016-12-24,9
2016-12-25,4
2016-12-26,11
2016-12-27,27
2016-12-28,23
2016-12-29,24
2016-12-30,27
2016-12-31,8
2017-01-01,5
2017-01-02,5
2017-01-03,27
2017-01-04,28
2017-01-05,26
2017-01-06,33
2017-01-07,5
2017-01-08,3
2017-01-09,31
2017-01-10,30
2017-01-11,30
2017-01-12,32
2017-01-13,28
2017-01-14,6
2017-01-15,6
2017-01-16,10
2017-01-17,32
2017-01-18,37
2017-01-19,27
