date,AAPL stock
2015-12-26,4
2015-12-27,2
2015-12-28,25
2015-12-29,26
2015-12-30,24
2015-12-31,31
2016-01-01,11
2016-01-02,5
2016-01-03,3
2016-01-04,48
2016-01-05,50
2016-01-06,44
2016-01-07,73
2016-01-08,67
2016-01-09,15
2016-01-10,6
2016-01-11,46
2016-01-12,39
2016-01-13,50
2016-01-14,46
2016-01-15,49
2016-01-16,12
2016-01-17,7
2016-01-18,12
2016-01-19,37
2016-01-20,57
2016-01-21,45
2016-01-22,42
2016-01-23,12
2016-01-24,5
2016-01-25,32
2016-01-26,76
2016-01-27,79
2016-01-28,66
2016-01-29,53
2016-01-30,11
2016-01-31,8
2016-02-01,37
2016-02-02,46
2016-02-03,39
2016-02-04,35
2016-02-05,40
2016-02-06,12
2016-02-07,8
2016-02-08,34
2016-02-09,43
2016-02-10,35
2016-02-11,38
2016-02-12,32
2016-02-13,4
2016-02-14,3
2016-02-15,9
2016-02-16,35
2016-02-17,38
2016-02-18,40
2016-02-19,26
2016-02-20,3
2016-02-21,4
2016-02-22,30
2016-02-23,28
2016-02-24,32
2016-02-25,30
2016-02-26,34
2016-02-27,6
2016-02-28,3
2016-02-29,34
2016-03-01,33
2016-03-02,38
2016-03-03,34
2016-03-04,37
2016-03-05,9
2016-03-06,3
2016-03-07,31
2016-03-08,25
2016-03-09,23
2016-03-10,28
2016-03-11,28
2016-03-12,8
2016-03-13,4
2016-03-14,29
2016-03-15,37
2016-03-16,31
2016-03-17,38
2016-03-18,31
2016-03-19,6
2016-03-20,5
2016-03-21,48
2016-03-22,38
2016-03-23,36
2016-03-24,23
2016-03-25,15
2016-03-26,5
2016-03-27,3
2016-03-28,22
2016-03-29,31
2016-03-30,32
2016-03-31,32
2016-04-01,26
2016-04-02,10
2016-04-03,4
2016-04-04,38
2016-04-05,29
2016-04-06,29
2016-04-07,27
2016-04-08,30
2016-04-09,5
2016-04-10,5
2016-04-11,31
2016-04-12,26
2016-04-13,28
2016-04-14,28
2016-04-15,24
2016-04-16,4
2016-04-17,4
2016-04-18,36
2016-04-19,28
2016-04-20,24
2016-04-21,35
2016-04-22,27
2016-04-23,8
2016-04-24,5
2016-04-25,31
2016-04-26,71
2016-04-27,96
2016-04-28,74
2016-04-29,61
2016-04-30,15
2016-05-01,9
2016-05-02,49
2016-05-03,47
2016-05-04,42
2016-05-05,41
2016-05-06,36
2016-05-07,6
2016-05-08,5
2016-05-09,41
2016-05-10,40
2016-05-11,33
2016-05-12,44
2016-05-13,51
2016-05-14,6
2016-05-15,2
2016-05-16,52
2016-05-17,51
2016-05-18,48
2016-05-19,44
2016-05-20,32
2016-05-21,6
2016-05-22,8
2016-05-23,28
2016-05-24,43
2016-05-25,47
2016-05-26,39
2016-05-27,39
2016-05-28,7
2016-05-29,2
2016-05-30,9
2016-05-31,35
2016-06-01,33
2016-06-02,30
2016-06-03,28
2016-06-04,4
2016-06-05,4
2016-06-06,24
2016-06-07,40
2016-06-08,31
2016-06-09,27
2016-06-10,24
2016-06-11,5
2016-06-12,3
2016-06-13,29
2016-06-14,25
2016-06-15,25
2016-06-16,24
2016-06-17,31
2016-06-18,8
2016-06-19,2
2016-06-20,25
2016-06-21,22
2016-06-22,22
2016-06-23,24
2016-06-24,68
2016-06-25,13
2016-06-26,5
2016-06-27,38
2016-06-28,42
2016-06-29,39
2016-06-30,41
2016-07-01,33
2016-07-02,5
2016-07-03,5
2016-07-04,6
2016-07-05,25
2016-07-06,34
2016-07-07,22
2016-07-08,30
2016-07-09,5
2016-07-10,5
2016-07-11,24
2016-07-12,27
2016-07-13,25
2016-07-14,28
2016-07-15,26
2016-07-16,5
2016-07-17,5
2016-07-18,30
2016-07-19,32
2016-07-20,30
2016-07-21,38
2016-07-22,33
2016-07-23,4
2016-07-24,5
2016-07-25,27
2016-07-26,60
2016-07-27,100
2016-07-28,57
2016-07-29,40
2016-07-30,7
2016-07-31,5
2016-08-01,31
2016-08-02,33
2016-08-03,31
2016-08-04,44
2016-08-05,29
2016-08-06,8
2016-08-07,5
2016-08-08,31
2016-08-09,36
2016-08-10,25
2016-08-11,27
2016-08-12,28
2016-08-13,8
2016-08-14,2
2016-08-15,29
2016-08-16,35
2016-08-17,28
2016-08-18,30
2016-08-19,35
2016-08-20,7
2016-08-21,4
2016-08-22,19
2016-08-23,20
2016-08-24,28
2016-08-25,25
2016-08-26,28
2016-08-27,6
2016-08-28,1
2016-08-29,24
2016-08-30,50
2016-08-31,28
2016-09-01,27
2016-09-02,27
2016-09-03,5
2016-09-04,6
2016-09-05,5
2016-09-06,31
2016-09-07,57
2016-09-08,59
2016-09-09,42
2016-09-10,11
2016-09-11,4
