date,AAPL stock
2017-01-19,16
2017-01-20,14
2017-01-21,2
2017-01-22,1
2017-01-23,17
2017-01-24,16
2017-01-25,20
2017-01-26,25
2017-01-27,19
2017-01-28,5
2017-01-29,4
2017-01-30,15
2017-01-31,54
2017-02-01,64
2017-02-02,40
2017-02-03,28
2017-02-04,6
2017-02-05,4
2017-02-06,18
2017-02-07,25
2017-02-08,24
2017-02-09,26
2017-02-10,25
2017-02-11,6
2017-02-12,1
2017-02-13,26
2017-02-14,32
2017-02-15,29
2017-02-16,33
2017-02-17,23
2017-02-18,7
2017-02-19,3
2017-02-20,6
2017-02-21,22
2017-02-22,24
2017-02-23,21
2017-02-24,23
2017-02-25,6
2017-02-26,3
2017-02-27,29
2017-02-28,20
2017-03-01,31
2017-03-02,28
2017-03-03,25
2017-03-04,5
2017-03-05,3
2017-03-06,21
2017-03-07,25
2017-03-08,17
2017-03-09,22
2017-03-10,18
2017-03-11,5
2017-03-12,3
2017-03-13,11
2017-03-14,15
2017-03-15,22
2017-03-16,22
2017-03-17,17
2017-03-18,4
2017-03-19,2
2017-03-20,15
2017-03-21,25
2017-03-22,24
2017-03-23,20
2017-03-24,21
2017-03-25,4
2017-03-26,2
2017-03-27,18
2017-03-28,28
2017-03-29,27
2017-03-30,19
2017-03-31,18
2017-04-01,6
2017-04-02,4
2017-04-03,21
2017-04-04,22
2017-04-05,20
2017-04-06,21
2017-04-07,16
2017-04-08,4
2017-04-09,2
2017-04-10,18
2017-04-11,18
2017-04-12,19
2017-04-13,18
2017-04-14,11
2017-04-15,2
2017-04-16,3
2017-04-17,18
2017-04-18,18
2017-04-19,18
2017-04-20,14
2017-04-21,20
2017-04-22,5
2017-04-23,1
2017-04-24,21
2017-04-25,22
2017-04-26,17
2017-04-27,21
2017-04-28,19
2017-04-29,5
2017-04-30,4
2017-05-01,29
2017-05-02,62
2017-05-03,54
2017-05-04,27
2017-05-05,28
2017-05-06,6
2017-05-07,3
2017-05-08,36
2017-05-09,42
2017-05-10,29
2017-05-11,29
2017-05-12,33
2017-05-13,9
2017-05-14,6
2017-05-15,34
2017-05-16,25
2017-05-17,34
2017-05-18,39
2017-05-19,27
2017-05-20,8
2017-05-21,3
2017-05-22,25
2017-05-23,31
2017-05-24,22
2017-05-25,26
2017-05-26,20
2017-05-27,6
2017-05-28,3
2017-05-29,3
2017-05-30,21
2017-05-31,22
2017-06-01,22
2017-06-02,28
2017-06-03,4
2017-06-04,4
2017-06-05,33
2017-06-06,27
2017-06-07,27
2017-06-08,26
2017-06-09,36
2017-06-10,9
2017-06-11,7
2017-06-12,47
2017-06-13,42
2017-06-14,25
2017-06-15,29
2017-06-16,30
2017-06-17,6
2017-06-18,3
2017-06-19,28
2017-06-20,29
2017-06-21,23
2017-06-22,29
2017-06-23,18
2017-06-24,5
2017-06-25,3
2017-06-26,24
2017-06-27,25
2017-06-28,22
2017-06-29,26
2017-06-30,22
2017-07-01,6
2017-07-02,2
2017-07-03,25
2017-07-04,19
2017-07-05,23
2017-07-06,21
2017-07-07,25
2017-07-08,7
2017-07-09,3
2017-07-10,21
2017-07-11,23
2017-07-12,24
2017-07-13,24
2017-07-14,18
2017-07-15,4
2017-07-16,3
2017-07-17,23
2017-07-18,27
2017-07-19,30
2017-07-20,23
2017-07-21,23
2017-07-22,4
2017-07-23,4
2017-07-24,20
2017-07-25,29
2017-07-26,29
2017-07-27,37
2017-07-28,33
2017-07-29,9
2017-07-30,3
2017-07-31,23
2017-08-01,76
2017-08-02,100
2017-08-03,41
2017-08-04,34
2017-08-05,7
2017-08-06,5
2017-08-07,30
2017-08-08,36
2017-08-09,33
2017-08-10,29
2017-08-11,38
2017-08-12,5
2017-08-13,5
2017-08-14,29
2017-08-15,35
2017-08-16,34
2017-08-17,27
2017-08-18,31
2017-08-19,5
2017-08-20,3
2017-08-21,23
2017-08-22,26
2017-08-23,23
2017-08-24,21
2017-08-25,26
2017-08-26,5
2017-08-27,3
2017-08-28,24
2017-08-29,28
2017-08-30,31
2017-08-31,25
2017-09-01,25
2017-09-02,5
2017-09-03,4
2017-09-04,7
2017-09-05,24
2017-09-06,21
2017-09-07,28
2017-09-08,23
2017-09-09,6
2017-09-10,6
2017-09-11,25
2017-09-12,69
2017-09-13,47
2017-09-14,36
2017-09-15,33
2017-09-16,8
2017-09-17,4
2017-09-18,27
2017-09-19,26
2017-09-20,38
2017-09-21,34
2017-09-22,37
2017-09-23,9
2017-09-24,4
2017-09-25,32
2017-09-26,38
2017-09-27,29
2017-09-28,28
2017-09-29,24
2017-09-30,9
2017-10-01,2
2017-10-02,23
2017-10-03,24
2017-10-04,19
2017-10-05,20
2017-10-06,24
