date,AAPL stock
2015-04-10,30
2015-04-11,9
2015-04-12,5
2015-04-13,32
2015-04-14,19
2015-04-15,21
2015-04-16,25
2015-04-17,25
2015-04-18,7
2015-04-19,5
2015-04-20,32
2015-04-21,28
2015-04-22,27
2015-04-23,30
2015-04-24,31
2015-04-25,10
2015-04-26,6
2015-04-27,59
2015-04-28,68
2015-04-29,41
2015-04-30,47
2015-05-01,33
2015-05-02,10
2015-05-03,4
2015-05-04,33
2015-05-05,28
2015-05-06,31
2015-05-07,28
2015-05-08,28
2015-05-09,8
2015-05-10,4
2015-05-11,29
2015-05-12,27
2015-05-13,24
2015-05-14,28
2015-05-15,28
2015-05-16,6
2015-05-17,5
2015-05-18,32
2015-05-19,28
2015-05-20,22
2015-05-21,23
2015-05-22,33
2015-05-23,8
2015-05-24,6
2015-05-25,5
2015-05-26,25
2015-05-27,26
2015-05-28,24
2015-05-29,20
2015-05-30,4
2015-05-31,3
2015-06-01,24
2015-06-02,30
2015-06-03,22
2015-06-04,26
2015-06-05,17
2015-06-06,9
2015-06-07,5
2015-06-08,36
2015-06-09,28
2015-06-10,27
2015-06-11,23
2015-06-12,17
2015-06-13,4
2015-06-14,4
2015-06-15,23
2015-06-16,23
2015-06-17,23
2015-06-18,21
2015-06-19,20
2015-06-20,7
2015-06-21,2
2015-06-22,24
2015-06-23,21
2015-06-24,25
2015-06-25,27
2015-06-26,20
2015-06-27,8
2015-06-28,4
2015-06-29,26
2015-06-30,31
2015-07-01,23
2015-07-02,20
2015-07-03,15
2015-07-04,5
2015-07-05,3
2015-07-06,26
2015-07-07,19
2015-07-08,28
2015-07-09,31
2015-07-10,31
2015-07-11,7
2015-07-12,3
2015-07-13,26
2015-07-14,29
2015-07-15,29
2015-07-16,27
2015-07-17,37
2015-07-18,9
2015-07-19,7
2015-07-20,43
2015-07-21,75
2015-07-22,81
2015-07-23,45
2015-07-24,54
2015-07-25,7
2015-07-26,7
2015-07-27,28
2015-07-28,23
2015-07-29,27
2015-07-30,35
2015-07-31,31
2015-08-01,10
2015-08-02,5
2015-08-03,40
2015-08-04,61
2015-08-05,45
2015-08-06,42
2015-08-07,30
2015-08-08,10
2015-08-09,6
2015-08-10,36
2015-08-11,43
2015-08-12,51
2015-08-13,37
2015-08-14,34
2015-08-15,7
2015-08-16,9
2015-08-17,26
2015-08-18,26
2015-08-19,26
2015-08-20,33
2015-08-21,54
2015-08-22,17
2015-08-23,12
2015-08-24,100
2015-08-25,98
2015-08-26,79
2015-08-27,71
2015-08-28,42
2015-08-29,15
2015-08-30,7
2015-08-31,33
2015-09-01,42
2015-09-02,41
2015-09-03,34
2015-09-04,36
2015-09-05,7
2015-09-06,3
2015-09-07,9
2015-09-08,39
2015-09-09,61
2015-09-10,46
2015-09-11,37
2015-09-12,11
2015-09-13,8
2015-09-14,31
2015-09-15,35
2015-09-16,33
2015-09-17,38
2015-09-18,38
2015-09-19,12
2015-09-20,7
2015-09-21,37
2015-09-22,30
2015-09-23,28
2015-09-24,34
2015-09-25,27
2015-09-26,8
2015-09-27,7
2015-09-28,35
2015-09-29,33
2015-09-30,34
2015-10-01,33
2015-10-02,30
2015-10-03,10
2015-10-04,6
2015-10-05,27
2015-10-06,25
2015-10-07,26
2015-10-08,24
2015-10-09,24
2015-10-10,8
2015-10-11,7
2015-10-12,25
2015-10-13,24
2015-10-14,24
2015-10-15,25
2015-10-16,20
2015-10-17,8
2015-10-18,3
2015-10-19,25
2015-10-20,20
2015-10-21,31
2015-10-22,31
2015-10-23,41
2015-10-24,8
2015-10-25,8
2015-10-26,41
2015-10-27,61
2015-10-28,60
2015-10-29,42
2015-10-30,33
2015-10-31,4
2015-11-01,9
2015-11-02,35
2015-11-03,31
2015-11-04,36
2015-11-05,38
2015-11-06,34
2015-11-07,9
2015-11-08,5
2015-11-09,26
2015-11-10,32
2015-11-11,33
2015-11-12,30
2015-11-13,31
2015-11-14,8
2015-11-15,3
2015-11-16,22
2015-11-17,27
2015-11-18,31
2015-11-19,27
2015-11-20,32
2015-11-21,13
2015-11-22,2
2015-11-23,26
2015-11-24,24
2015-11-25,25
2015-11-26,11
2015-11-27,13
2015-11-28,6
2015-11-29,2
2015-11-30,29
2015-12-01,23
2015-12-02,30
2015-12-03,28
2015-12-04,24
2015-12-05,7
2015-12-06,7
2015-12-07,21
2015-12-08,29
2015-12-09,27
2015-12-10,31
2015-12-11,25
2015-12-12,8
2015-12-13,5
2015-12-14,22
2015-12-15,28
2015-12-16,26
2015-12-17,24
2015-12-18,24
2015-12-19,10
2015-12-20,5
2015-12-21,29
2015-12-22,28
2015-12-23,29
2015-12-24,21
2015-12-25,5
2015-12-26,6
