date,AAPL stock
2013-11-06,21
2013-11-07,24
2013-11-08,22
2013-11-09,8
2013-11-10,7
2013-11-11,16
2013-11-12,20
2013-11-13,16
2013-11-14,25
2013-11-15,21
2013-11-16,6
2013-11-17,6
2013-11-18,23
2013-11-19,21
2013-11-20,26
2013-11-21,26
2013-11-22,17
2013-11-23,4
2013-11-24,6
2013-11-25,19
2013-11-26,21
2013-11-27,31
2013-11-28,12
2013-11-29,24
2013-11-30,9
2013-12-01,10
2013-12-02,27
2013-12-03,34
2013-12-04,37
2013-12-05,29
2013-12-06,27
2013-12-07,9
2013-12-08,8
2013-12-09,24
2013-12-10,19
2013-12-11,30
2013-12-12,22
2013-12-13,23
2013-12-14,8
2013-12-15,6
2013-12-16,25
2013-12-17,27
2013-12-18,21
2013-12-19,22
2013-12-20,17
2013-12-21,11
2013-12-22,5
2013-12-23,44
2013-12-24,37
2013-12-25,12
2013-12-26,22
2013-12-27,23
2013-12-28,11
2013-12-29,7
2013-12-30,25
2013-12-31,38
2014-01-01,11
2014-01-02,22
2014-01-03,22
2014-01-04,9
2014-01-05,8
2014-01-06,20
2014-01-07,18
2014-01-08,24
2014-01-09,24
2014-01-10,23
2014-01-11,9
2014-01-12,9
2014-01-13,22
2014-01-14,25
2014-01-15,31
2014-01-16,24
2014-01-17,25
2014-01-18,8
2014-01-19,2
2014-01-20,12
2014-01-21,24
2014-01-22,25
2014-01-23,33
2014-01-24,25
2014-01-25,9
2014-01-26,5
2014-01-27,36
2014-01-28,80
2014-01-29,55
2014-01-30,35
2014-01-31,40
2014-02-01,15
2014-02-02,10
2014-02-03,30
2014-02-04,29
2014-02-05,24
2014-02-06,15
2014-02-07,30
2014-02-08,8
2014-02-09,7
2014-02-10,31
2014-02-11,30
2014-02-12,30
2014-02-13,31
2014-02-14,29
2014-02-15,6
2014-02-16,5
2014-02-17,10
2014-02-18,27
2014-02-19,20
2014-02-20,21
2014-02-21,32
2014-02-22,8
2014-02-23,6
2014-02-24,22
2014-02-25,29
2014-02-26,31
2014-02-27,34
2014-02-28,28
2014-03-01,9
2014-03-02,6
2014-03-03,22
2014-03-04,21
2014-03-05,28
2014-03-06,23
2014-03-07,24
2014-03-08,7
2014-03-09,3
2014-03-10,17
2014-03-11,25
2014-03-12,18
2014-03-13,17
2014-03-14,23
2014-03-15,6
2014-03-16,3
2014-03-17,11
2014-03-18,17
2014-03-19,14
2014-03-20,13
2014-03-21,11
2014-03-22,4
2014-03-23,2
2014-03-24,13
2014-03-25,16
2014-03-26,11
2014-03-27,12
2014-03-28,18
2014-03-29,3
2014-03-30,1
2014-03-31,13
2014-04-01,17
2014-04-02,13
2014-04-03,15
2014-04-04,14
2014-04-05,2
2014-04-06,2
2014-04-07,15
2014-04-08,17
2014-04-09,18
2014-04-10,17
2014-04-11,17
2014-04-12,4
2014-04-13,4
2014-04-14,15
2014-04-15,16
2014-04-16,19
2014-04-17,16
2014-04-18,8
2014-04-19,2
2014-04-20,2
2014-04-21,12
2014-04-22,16
2014-04-23,45
2014-04-24,80
2014-04-25,44
2014-04-26,12
2014-04-27,3
2014-04-28,27
2014-04-29,34
2014-04-30,33
2014-05-01,25
2014-05-02,24
2014-05-03,9
2014-05-04,5
2014-05-05,25
2014-05-06,24
2014-05-07,31
2014-05-08,28
2014-05-09,35
2014-05-10,8
2014-05-11,7
2014-05-12,22
2014-05-13,31
2014-05-14,21
2014-05-15,19
2014-05-16,23
2014-05-17,10
2014-05-18,5
2014-05-19,25
2014-05-20,32
2014-05-21,19
2014-05-22,33
2014-05-23,24
2014-05-24,12
2014-05-25,8
2014-05-26,6
2014-05-27,33
2014-05-28,33
2014-05-29,38
2014-05-30,36
2014-05-31,12
2014-06-01,8
2014-06-02,37
2014-06-03,41
2014-06-04,33
2014-06-05,35
2014-06-06,47
2014-06-07,18
2014-06-08,15
2014-06-09,100
2014-06-10,81
2014-06-11,60
2014-06-12,46
2014-06-13,44
2014-06-14,25
2014-06-15,21
2014-06-16,34
2014-06-17,38
2014-06-18,36
2014-06-19,32
2014-06-20,31
2014-06-21,25
2014-06-22,12
2014-06-23,30
2014-06-24,31
2014-06-25,32
2014-06-26,40
2014-06-27,24
2014-06-28,11
2014-06-29,7
2014-06-30,32
2014-07-01,42
2014-07-02,34
2014-07-03,47
2014-07-04,10
2014-07-05,7
2014-07-06,5
2014-07-07,28
2014-07-08,38
2014-07-09,34
2014-07-10,37
2014-07-11,26
2014-07-12,9
2014-07-13,3
2014-07-14,40
2014-07-15,32
2014-07-16,43
2014-07-17,43
2014-07-18,35
2014-07-19,9
2014-07-20,4
2014-07-21,27
2014-07-22,49
2014-07-23,57
2014-07-24,38
