date,AAPL stock
2011-05-11,8
2011-05-12,10
2011-05-13,7
2011-05-14,1
2011-05-15,4
2011-05-16,6
2011-05-17,10
2011-05-18,7
2011-05-19,11
2011-05-20,12
2011-05-21,2
2011-05-22,3
2011-05-23,7
2011-05-24,7
2011-05-25,8
2011-05-26,9
2011-05-27,4
2011-05-28,1
2011-05-29,4
2011-05-30,2
2011-05-31,8
2011-06-01,8
2011-06-02,8
2011-06-03,7
2011-06-04,4
2011-06-05,4
2011-06-06,8
2011-06-07,11
2011-06-08,6
2011-06-09,9
2011-06-10,8
2011-06-11,3
2011-06-12,1
2011-06-13,9
2011-06-14,7
2011-06-15,5
2011-06-16,9
2011-06-17,13
2011-06-18,5
2011-06-19,2
2011-06-20,13
2011-06-21,8
2011-06-22,6
2011-06-23,9
2011-06-24,9
2011-06-25,3
2011-06-26,3
2011-06-27,6
2011-06-28,2
2011-06-29,8
2011-06-30,11
2011-07-01,7
2011-07-02,1
2011-07-03,4
2011-07-04,3
2011-07-05,9
2011-07-06,12
2011-07-07,15
2011-07-08,11
2011-07-09,5
2011-07-10,2
2011-07-11,8
2011-07-12,9
2011-07-13,11
2011-07-14,7
2011-07-15,12
2011-07-16,3
2011-07-17,4
2011-07-18,14
2011-07-19,27
2011-07-20,30
2011-07-21,18
2011-07-22,19
2011-07-23,6
2011-07-24,6
2011-07-25,17
2011-07-26,17
2011-07-27,20
2011-07-28,19
2011-07-29,15
2011-07-30,6
2011-07-31,5
2011-08-01,13
2011-08-02,11
2011-08-03,15
2011-08-04,20
2011-08-05,26
2011-08-06,5
2011-08-07,4
2011-08-08,31
2011-08-09,29
2011-08-10,26
2011-08-11,17
2011-08-12,14
2011-08-13,6
2011-08-14,4
2011-08-15,13
2011-08-16,13
2011-08-17,13
2011-08-18,14
2011-08-19,15
2011-08-20,4
2011-08-21,2
2011-08-22,11
2011-08-23,13
2011-08-24,27
2011-08-25,64
2011-08-26,19
2011-08-27,5
2011-08-28,2
2011-08-29,18
2011-08-30,9
2011-08-31,14
2011-09-01,11
2011-09-02,9
2011-09-03,3
2011-09-04,3
2011-09-05,1
2011-09-06,9
2011-09-07,9
2011-09-08,7
2011-09-09,9
2011-09-10,4
2011-09-11,7
2011-09-12,9
2011-09-13,8
2011-09-14,7
2011-09-15,8
2011-09-16,10
2011-09-17,7
2011-09-18,5
2011-09-19,12
2011-09-20,15
2011-09-21,13
2011-09-22,19
2011-09-23,15
2011-09-24,3
2011-09-25,2
2011-09-26,12
2011-09-27,15
2011-09-28,17
2011-09-29,10
2011-09-30,11
2011-10-01,7
2011-10-02,6
2011-10-03,17
2011-10-04,40
2011-10-05,23
2011-10-06,100
2011-10-07,31
2011-10-08,10
2011-10-09,5
2011-10-10,17
2011-10-11,16
2011-10-12,20
2011-10-13,22
2011-10-14,22
2011-10-15,11
2011-10-16,7
2011-10-17,20
2011-10-18,28
2011-10-19,27
2011-10-20,19
2011-10-21,22
2011-10-22,5
2011-10-23,2
2011-10-24,15
2011-10-25,18
2011-10-26,14
2011-10-27,16
2011-10-28,12
2011-10-29,6
2011-10-30,2
2011-10-31,9
2011-11-01,10
2011-11-02,15
2011-11-03,12
2011-11-04,6
2011-11-05,4
2011-11-06,3
2011-11-07,9
2011-11-08,6
2011-11-09,7
2011-11-10,9
2011-11-11,9
2011-11-12,4
2011-11-13,2
2011-11-14,12
2011-11-15,8
2011-11-16,11
2011-11-17,5
2011-11-18,12
2011-11-19,3
2011-11-20,3
2011-11-21,10
2011-11-22,7
2011-11-23,7
2011-11-24,4
2011-11-25,5
2011-11-26,5
2011-11-27,4
2011-11-28,9
2011-11-29,8
2011-11-30,10
2011-12-01,11
2011-12-02,8
2011-12-03,3
2011-12-04,3
2011-12-05,10
2011-12-06,10
2011-12-07,9
2011-12-08,10
2011-12-09,5
2011-12-10,3
2011-12-11,2
2011-12-12,5
2011-12-13,6
2011-12-14,5
2011-12-15,8
2011-12-16,7
2011-12-17,4
2011-12-18,3
2011-12-19,8
2011-12-20,8
2011-12-21,5
2011-12-22,7
2011-12-23,6
2011-12-24,2
2011-12-25,2
2011-12-26,4
2011-12-27,9
2011-12-28,9
2011-12-29,7
2011-12-30,4
2011-12-31,2
2012-01-01,2
2012-01-02,5
2012-01-03,12
2012-01-04,9
2012-01-05,7
2012-01-06,12
2012-01-07,3
2012-01-08,3
2012-01-09,11
2012-01-10,10
2012-01-11,11
2012-01-12,8
2012-01-13,7
2012-01-14,1
2012-01-15,2
2012-01-16,5
2012-01-17,8
2012-01-18,11
2012-01-19,13
2012-01-20,12
2012-01-21,3
2012-01-22,3
2012-01-23,14
2012-01-24,21
2012-01-25,36
2012-01-26,17
