date,AAPL stock
2014-03-16,3
2014-03-17,21
2014-03-18,14
2014-03-19,15
2014-03-20,14
2014-03-21,12
2014-03-22,4
2014-03-23,4
2014-03-24,15
2014-03-25,17
2014-03-26,15
2014-03-27,18
2014-03-28,13
2014-03-29,3
2014-03-30,2
2014-03-31,15
2014-04-01,17
2014-04-02,12
2014-04-03,17
2014-04-04,16
2014-04-05,3
2014-04-06,3
2014-04-07,18
2014-04-08,11
2014-04-09,14
2014-04-10,16
2014-04-11,15
2014-04-12,6
2014-04-13,1
2014-04-14,16
2014-04-15,13
2014-04-16,13
2014-04-17,15
2014-04-18,9
2014-04-19,4
2014-04-20,1
2014-04-21,17
2014-04-22,17
2014-04-23,47
2014-04-24,66
2014-04-25,39
2014-04-26,12
2014-04-27,6
2014-04-28,30
2014-04-29,29
2014-04-30,31
2014-05-01,33
2014-05-02,20
2014-05-03,4
2014-05-04,5
2014-05-05,31
2014-05-06,29
2014-05-07,22
2014-05-08,28
2014-05-09,35
2014-05-10,10
2014-05-11,7
2014-05-12,31
2014-05-13,26
2014-05-14,15
2014-05-15,22
2014-05-16,31
2014-05-17,14
2014-05-18,8
2014-05-19,26
2014-05-20,28
2014-05-21,20
2014-05-22,21
2014-05-23,25
2014-05-24,12
2014-05-25,6
2014-05-26,8
2014-05-27,37
2014-05-28,29
2014-05-29,38
2014-05-30,36
2014-05-31,11
2014-06-01,13
2014-06-02,33
2014-06-03,39
2014-06-04,40
2014-06-05,38
2014-06-06,47
2014-06-07,18
2014-06-08,12
2014-06-09,100
2014-06-10,73
2014-06-11,67
2014-06-12,46
2014-06-13,58
2014-06-14,18
2014-06-15,11
2014-06-16,38
2014-06-17,40
2014-06-18,48
2014-06-19,31
2014-06-20,38
2014-06-21,20
2014-06-22,11
2014-06-23,29
2014-06-24,31
2014-06-25,36
2014-06-26,33
2014-06-27,36
2014-06-28,15
2014-06-29,9
2014-06-30,27
2014-07-01,41
2014-07-02,31
2014-07-03,22
2014-07-04,11
2014-07-05,6
2014-07-06,6
2014-07-07,37
2014-07-08,39
2014-07-09,27
2014-07-10,32
2014-07-11,25
2014-07-12,8
2014-07-13,6
2014-07-14,32
2014-07-15,38
2014-07-16,38
2014-07-17,29
2014-07-18,25
2014-07-19,11
2014-07-20,5
2014-07-21,26
2014-07-22,60
2014-07-23,54
2014-07-24,49
2014-07-25,47
2014-07-26,18
2014-07-27,5
2014-07-28,41
2014-07-29,39
2014-07-30,32
2014-07-31,43
2014-08-01,35
2014-08-02,9
2014-08-03,5
2014-08-04,25
2014-08-05,28
2014-08-06,28
2014-08-07,28
2014-08-08,26
2014-08-09,11
2014-08-10,8
2014-08-11,23
2014-08-12,27
2014-08-13,29
2014-08-14,25
2014-08-15,30
2014-08-16,9
2014-08-17,5
2014-08-18,38
2014-08-19,37
2014-08-20,40
2014-08-21,36
2014-08-22,24
2014-08-23,18
2014-08-24,5
2014-08-25,36
2014-08-26,36
2014-08-27,34
2014-08-28,29
2014-08-29,35
2014-08-30,11
2014-08-31,6
2014-09-01,7
2014-09-02,33
2014-09-03,47
2014-09-04,61
2014-09-05,34
2014-09-06,18
2014-09-07,6
2014-09-08,40
2014-09-09,98
2014-09-10,70
2014-09-11,53
2014-09-12,53
2014-09-13,11
2014-09-14,10
2014-09-15,38
2014-09-16,51
2014-09-17,33
2014-09-18,33
2014-09-19,46
2014-09-20,11
2014-09-21,4
2014-09-22,43
2014-09-23,32
2014-09-24,36
2014-09-25,47
2014-09-26,39
2014-09-27,12
2014-09-28,10
2014-09-29,29
2014-09-30,32
2014-10-01,32
2014-10-02,27
2014-10-03,27
2014-10-04,12
2014-10-05,5
2014-10-06,29
2014-10-07,24
2014-10-08,24
2014-10-09,39
2014-10-10,27
2014-10-11,9
2014-10-12,5
2014-10-13,26
2014-10-14,25
2014-10-15,34
2014-10-16,45
2014-10-17,29
2014-10-18,7
2014-10-19,5
2014-10-20,36
2014-10-21,54
2014-10-22,37
2014-10-23,36
2014-10-24,45
2014-10-25,8
2014-10-26,6
2014-10-27,31
2014-10-28,31
2014-10-29,28
2014-10-30,33
2014-10-31,30
2014-11-01,9
2014-11-02,9
2014-11-03,37
2014-11-04,38
2014-11-05,32
2014-11-06,25
2014-11-07,27
2014-11-08,8
2014-11-09,6
2014-11-10,31
2014-11-11,27
2014-11-12,24
2014-11-13,34
2014-11-14,32
2014-11-15,10
2014-11-16,6
2014-11-17,30
2014-11-18,31
2014-11-19,28
2014-11-20,32
2014-11-21,26
2014-11-22,8
2014-11-23,2
2014-11-24,32
2014-11-25,29
2014-11-26,25
2014-11-27,11
2014-11-28,22
2014-11-29,8
2014-11-30,5
2014-12-01,28
