date,AAPL stock
2014-07-24,47
2014-07-25,50
2014-07-26,15
2014-07-27,8
2014-07-28,42
2014-07-29,39
2014-07-30,39
2014-07-31,39
2014-08-01,41
2014-08-02,13
2014-08-03,5
2014-08-04,32
2014-08-05,31
2014-08-06,36
2014-08-07,30
2014-08-08,27
2014-08-09,9
2014-08-10,6
2014-08-11,35
2014-08-12,29
2014-08-13,26
2014-08-14,38
2014-08-15,32
2014-08-16,14
2014-08-17,6
2014-08-18,41
2014-08-19,54
2014-08-20,42
2014-08-21,30
2014-08-22,30
2014-08-23,12
2014-08-24,10
2014-08-25,32
2014-08-26,39
2014-08-27,36
2014-08-28,35
2014-08-29,36
2014-08-30,10
2014-08-31,5
2014-09-01,10
2014-09-02,33
2014-09-03,58
2014-09-04,47
2014-09-05,42
2014-09-06,15
2014-09-07,7
2014-09-08,45
2014-09-09,100
2014-09-10,83
2014-09-11,63
2014-09-12,53
2014-09-13,17
2014-09-14,7
2014-09-15,43
2014-09-16,52
2014-09-17,44
2014-09-18,42
2014-09-19,46
2014-09-20,12
2014-09-21,7
2014-09-22,49
2014-09-23,42
2014-09-24,29
2014-09-25,46
2014-09-26,48
2014-09-27,11
2014-09-28,6
2014-09-29,39
2014-09-30,37
2014-10-01,39
2014-10-02,33
2014-10-03,36
2014-10-04,10
2014-10-05,3
2014-10-06,25
2014-10-07,31
2014-10-08,38
2014-10-09,36
2014-10-10,36
2014-10-11,8
2014-10-12,4
2014-10-13,27
2014-10-14,31
2014-10-15,36
2014-10-16,44
2014-10-17,37
2014-10-18,12
2014-10-19,5
2014-10-20,44
2014-10-21,51
2014-10-22,47
2014-10-23,49
2014-10-24,50
2014-10-25,9
2014-10-26,7
2014-10-27,29
2014-10-28,32
2014-10-29,37
2014-10-30,43
2014-10-31,37
2014-11-01,10
2014-11-02,5
2014-11-03,38
2014-11-04,33
2014-11-05,32
2014-11-06,34
2014-11-07,32
2014-11-08,8
2014-11-09,6
2014-11-10,27
2014-11-11,30
2014-11-12,25
2014-11-13,35
2014-11-14,37
2014-11-15,16
2014-11-16,4
2014-11-17,35
2014-11-18,33
2014-11-19,27
2014-11-20,36
2014-11-21,40
2014-11-22,9
2014-11-23,4
2014-11-24,28
2014-11-25,23
2014-11-26,30
2014-11-27,17
2014-11-28,25
2014-11-29,9
2014-11-30,7
2014-12-01,42
2014-12-02,39
2014-12-03,40
2014-12-04,34
2014-12-05,31
2014-12-06,9
2014-12-07,6
2014-12-08,33
2014-12-09,37
2014-12-10,28
2014-12-11,28
2014-12-12,31
2014-12-13,11
2014-12-14,4
2014-12-15,23
2014-12-16,34
2014-12-17,33
2014-12-18,33
2014-12-19,28
2014-12-20,9
2014-12-21,5
2014-12-22,23
2014-12-23,30
2014-12-24,29
2014-12-25,7
2014-12-26,20
2014-12-27,6
2014-12-28,5
2014-12-29,28
2014-12-30,21
2014-12-31,27
2015-01-01,10
2015-01-02,25
2015-01-03,8
2015-01-04,6
2015-01-05,23
2015-01-06,30
2015-01-07,22
2015-01-08,36
2015-01-09,22
2015-01-10,8
2015-01-11,5
2015-01-12,23
2015-01-13,29
2015-01-14,27
2015-01-15,28
2015-01-16,26
2015-01-17,9
2015-01-18,4
2015-01-19,7
2015-01-20,26
2015-01-21,29
2015-01-22,30
2015-01-23,31
2015-01-24,10
2015-01-25,4
2015-01-26,28
2015-01-27,53
2015-01-28,94
2015-01-29,62
2015-01-30,46
2015-01-31,17
2015-02-01,7
2015-02-02,39
2015-02-03,29
2015-02-04,35
2015-02-05,29
2015-02-06,30
2015-02-07,6
2015-02-08,5
2015-02-09,28
2015-02-10,34
2015-02-11,40
2015-02-12,45
2015-02-13,42
2015-02-14,17
2015-02-15,6
2015-02-16,16
2015-02-17,33
2015-02-18,33
2015-02-19,33
2015-02-20,36
2015-02-21,14
2015-02-22,7
2015-02-23,47
2015-02-24,45
2015-02-25,34
2015-02-26,39
2015-02-27,39
2015-02-28,13
2015-03-01,6
2015-03-02,28
2015-03-03,31
2015-03-04,39
2015-03-05,25
2015-03-06,39
2015-03-07,11
2015-03-08,9
2015-03-09,39
2015-03-10,54
2015-03-11,41
2015-03-12,36
2015-03-13,30
2015-03-14,8
2015-03-15,7
2015-03-16,25
2015-03-17,33
2015-03-18,42
2015-03-19,41
2015-03-20,26
2015-03-21,12
2015-03-22,4
2015-03-23,30
2015-03-24,33
2015-03-25,23
2015-03-26,35
2015-03-27,28
2015-03-28,12
2015-03-29,4
2015-03-30,34
2015-03-31,35
2015-04-01,29
2015-04-02,25
2015-04-03,18
2015-04-04,4
2015-04-05,1
2015-04-06,37
2015-04-07,31
2015-04-08,31
2015-04-09,34
2015-04-10,30
