date,AAPL stock
2015-08-18,21
2015-08-19,25
2015-08-20,23
2015-08-21,48
2015-08-22,20
2015-08-23,12
2015-08-24,88
2015-08-25,77
2015-08-26,69
2015-08-27,60
2015-08-28,48
2015-08-29,12
2015-08-30,7
2015-08-31,33
2015-09-01,40
2015-09-02,41
2015-09-03,34
2015-09-04,36
2015-09-05,5
2015-09-06,4
2015-09-07,6
2015-09-08,32
2015-09-09,59
2015-09-10,40
2015-09-11,30
2015-09-12,10
2015-09-13,8
2015-09-14,36
2015-09-15,32
2015-09-16,33
2015-09-17,31
2015-09-18,37
2015-09-19,13
2015-09-20,5
2015-09-21,31
2015-09-22,25
2015-09-23,26
2015-09-24,27
2015-09-25,26
2015-09-26,6
2015-09-27,5
2015-09-28,31
2015-09-29,32
2015-09-30,30
2015-10-01,31
2015-10-02,32
2015-10-03,8
2015-10-04,4
2015-10-05,22
2015-10-06,30
2015-10-07,21
2015-10-08,20
2015-10-09,25
2015-10-10,7
2015-10-11,6
2015-10-12,23
2015-10-13,22
2015-10-14,20
2015-10-15,23
2015-10-16,24
2015-10-17,8
2015-10-18,3
2015-10-19,17
2015-10-20,22
2015-10-21,27
2015-10-22,28
2015-10-23,36
2015-10-24,10
2015-10-25,7
2015-10-26,28
2015-10-27,49
2015-10-28,60
2015-10-29,36
2015-10-30,36
2015-10-31,5
2015-11-01,4
2015-11-02,32
2015-11-03,26
2015-11-04,33
2015-11-05,36
2015-11-06,29
2015-11-07,7
2015-11-08,3
2015-11-09,22
2015-11-10,28
2015-11-11,33
2015-11-12,24
2015-11-13,26
2015-11-14,5
2015-11-15,5
2015-11-16,18
2015-11-17,27
2015-11-18,26
2015-11-19,25
2015-11-20,33
2015-11-21,13
2015-11-22,3
2015-11-23,21
2015-11-24,22
2015-11-25,17
2015-11-26,8
2015-11-27,15
2015-11-28,5
2015-11-29,2
2015-11-30,25
2015-12-01,22
2015-12-02,23
2015-12-03,26
2015-12-04,22
2015-12-05,7
2015-12-06,3
2015-12-07,24
2015-12-08,23
2015-12-09,26
2015-12-10,22
2015-12-11,24
2015-12-12,7
2015-12-13,4
2015-12-14,22
2015-12-15,28
2015-12-16,22
2015-12-17,26
2015-12-18,22
2015-12-19,11
2015-12-20,3
2015-12-21,24
2015-12-22,24
2015-12-23,23
2015-12-24,19
2015-12-25,4
2015-12-26,1
2015-12-27,3
2015-12-28,19
2015-12-29,22
2015-12-30,20
2015-12-31,22
2016-01-01,4
2016-01-02,5
2016-01-03,4
2016-01-04,39
2016-01-05,41
2016-01-06,48
2016-01-07,64
2016-01-08,52
2016-01-09,16
2016-01-10,7
2016-01-11,29
2016-01-12,36
2016-01-13,43
2016-01-14,37
2016-01-15,51
2016-01-16,8
2016-01-17,6
2016-01-18,16
2016-01-19,37
2016-01-20,46
2016-01-21,47
2016-01-22,38
2016-01-23,14
2016-01-24,5
2016-01-25,37
2016-01-26,63
2016-01-27,79
2016-01-28,63
2016-01-29,56
2016-01-30,13
2016-01-31,6
2016-02-01,36
2016-02-02,43
2016-02-03,40
2016-02-04,38
2016-02-05,35
2016-02-06,11
2016-02-07,4
2016-02-08,34
2016-02-09,30
2016-02-10,37
2016-02-11,30
2016-02-12,36
2016-02-13,8
2016-02-14,5
2016-02-15,8
2016-02-16,37
2016-02-17,38
2016-02-18,31
2016-02-19,26
2016-02-20,5
2016-02-21,3
2016-02-22,29
2016-02-23,32
2016-02-24,28
2016-02-25,29
2016-02-26,25
2016-02-27,5
2016-02-28,3
2016-02-29,31
2016-03-01,32
2016-03-02,32
2016-03-03,26
2016-03-04,30
2016-03-05,10
2016-03-06,5
2016-03-07,27
2016-03-08,23
2016-03-09,24
2016-03-10,31
2016-03-11,24
2016-03-12,7
2016-03-13,5
2016-03-14,21
2016-03-15,26
2016-03-16,35
2016-03-17,31
2016-03-18,27
2016-03-19,5
2016-03-20,4
2016-03-21,33
2016-03-22,32
2016-03-23,33
2016-03-24,26
2016-03-25,13
2016-03-26,5
2016-03-27,3
2016-03-28,25
2016-03-29,30
2016-03-30,37
2016-03-31,26
2016-04-01,22
2016-04-02,6
2016-04-03,2
2016-04-04,33
2016-04-05,28
2016-04-06,32
2016-04-07,20
2016-04-08,29
2016-04-09,6
2016-04-10,2
2016-04-11,18
2016-04-12,26
2016-04-13,30
2016-04-14,24
2016-04-15,33
2016-04-16,8
2016-04-17,3
2016-04-18,27
2016-04-19,31
2016-04-20,25
2016-04-21,28
2016-04-22,21
2016-04-23,5
2016-04-24,3
2016-04-25,28
2016-04-26,66
2016-04-27,100
2016-04-28,60
2016-04-29,50
2016-04-30,8
2016-05-01,3
2016-05-02,40
2016-05-03,43
2016-05-04,35
