date,AAPL stock
2018-02-13,98
2018-02-14,89
2018-02-15,100
2018-02-16,80
2018-02-17,21
2018-02-18,14
2018-02-19,25
2018-02-20,70
2018-02-21,78
2018-02-22,74
2018-02-23,79
2018-02-24,12
2018-02-25,10
2018-02-26,85
2018-02-27,88
2018-02-28,75
2018-03-01,74
2018-03-02,87
2018-03-03,22
2018-03-04,7
2018-03-05,63
2018-03-06,76
2018-03-07,78
2018-03-08,71
2018-03-09,70
2018-03-10,20
2018-03-11,13
2018-03-12,76
2018-03-13,72
2018-03-14,52
2018-03-15,64
2018-03-16,52
2018-03-17,17
2018-03-18,9
2018-03-19,70
2018-03-20,65
2018-03-21,71
2018-03-22,91
2018-03-23,69
2018-03-24,23
2018-03-25,9
2018-03-26,73
2018-03-27,74
2018-03-28,89
2018-03-29,76
2018-03-30,38
2018-03-31,9
2018-04-01,6
2018-04-02,72
2018-04-03,85
2018-04-04,82
2018-04-05,69
2018-04-06,60
2018-04-07,11
2018-04-08,8
