date,AAPL stock
2012-01-26,39
2012-01-27,36
2012-01-28,10
2012-01-29,14
2012-01-30,28
2012-01-31,29
2012-02-01,35
2012-02-02,20
2012-02-03,14
2012-02-04,10
2012-02-05,0
2012-02-06,28
2012-02-07,26
2012-02-08,16
2012-02-09,52
2012-02-10,50
2012-02-11,8
2012-02-12,4
2012-02-13,29
2012-02-14,33
2012-02-15,51
2012-02-16,38
2012-02-17,42
2012-02-18,10
2012-02-19,6
2012-02-20,17
2012-02-21,39
2012-02-22,36
2012-02-23,31
2012-02-24,38
2012-02-25,25
2012-02-26,12
2012-02-27,23
2012-02-28,43
2012-02-29,52
2012-03-01,31
2012-03-02,51
2012-03-03,14
2012-03-04,4
2012-03-05,35
2012-03-06,41
2012-03-07,53
2012-03-08,66
2012-03-09,36
2012-03-10,20
2012-03-11,12
2012-03-12,24
2012-03-13,31
2012-03-14,78
2012-03-15,80
2012-03-16,47
2012-03-17,18
2012-03-18,18
2012-03-19,75
2012-03-20,81
2012-03-21,67
2012-03-22,44
2012-03-23,53
2012-03-24,22
2012-03-25,14
2012-03-26,54
2012-03-27,31
2012-03-28,46
2012-03-29,41
2012-03-30,42
2012-03-31,20
2012-04-01,18
2012-04-02,52
2012-04-03,45
2012-04-04,37
2012-04-05,49
2012-04-06,34
2012-04-07,8
2012-04-08,23
2012-04-09,34
2012-04-10,53
2012-04-11,46
2012-04-12,46
2012-04-13,38
2012-04-14,4
2012-04-15,4
2012-04-16,59
2012-04-17,72
2012-04-18,40
2012-04-19,54
2012-04-20,41
2012-04-21,18
2012-04-22,12
2012-04-23,38
2012-04-24,88
2012-04-25,100
2012-04-26,68
2012-04-27,73
2012-04-28,6
2012-04-29,14
2012-04-30,65
2012-05-01,59
2012-05-02,52
2012-05-03,62
2012-05-04,48
2012-05-05,23
2012-05-06,10
2012-05-07,59
2012-05-08,32
2012-05-09,34
2012-05-10,49
2012-05-11,55
2012-05-12,10
2012-05-13,6
2012-05-14,28
2012-05-15,33
2012-05-16,41
2012-05-17,45
2012-05-18,70
2012-05-19,14
2012-05-20,18
2012-05-21,61
2012-05-22,64
2012-05-23,58
2012-05-24,41
2012-05-25,30
2012-05-26,4
2012-05-27,2
2012-05-28,15
2012-05-29,50
2012-05-30,55
2012-05-31,29
2012-06-01,43
2012-06-02,20
2012-06-03,10
2012-06-04,20
2012-06-05,38
2012-06-06,27
2012-06-07,34
2012-06-08,29
2012-06-09,16
2012-06-10,8
2012-06-11,41
2012-06-12,38
2012-06-13,43
2012-06-14,18
2012-06-15,27
2012-06-16,4
2012-06-17,6
2012-06-18,31
2012-06-19,38
2012-06-20,26
2012-06-21,26
2012-06-22,20
2012-06-23,14
2012-06-24,4
2012-06-25,27
2012-06-26,32
2012-06-27,29
2012-06-28,23
2012-06-29,38
2012-06-30,6
2012-07-01,8
2012-07-02,31
2012-07-03,34
2012-07-04,10
2012-07-05,20
2012-07-06,34
2012-07-07,10
2012-07-08,6
2012-07-09,18
2012-07-10,30
2012-07-11,25
2012-07-12,11
2012-07-13,32
2012-07-14,6
2012-07-15,6
2012-07-16,26
2012-07-17,24
2012-07-18,23
2012-07-19,28
2012-07-20,49
2012-07-21,10
2012-07-22,4
2012-07-23,29
2012-07-24,38
2012-07-25,69
2012-07-26,31
2012-07-27,35
2012-07-28,16
2012-07-29,16
2012-07-30,33
2012-07-31,23
2012-08-01,44
2012-08-02,31
2012-08-03,38
2012-08-04,22
2012-08-05,6
2012-08-06,33
2012-08-07,18
2012-08-08,28
2012-08-09,26
2012-08-10,36
2012-08-11,6
2012-08-12,2
2012-08-13,25
2012-08-14,36
2012-08-15,41
2012-08-16,25
2012-08-17,47
2012-08-18,21
2012-08-19,6
2012-08-20,65
2012-08-21,57
2012-08-22,42
2012-08-23,40
2012-08-24,44
2012-08-25,37
2012-08-26,21
2012-08-27,69
2012-08-28,54
2012-08-29,50
2012-08-30,43
2012-08-31,25
2012-09-01,14
2012-09-02,10
2012-09-03,10
2012-09-04,45
2012-09-05,47
2012-09-06,42
2012-09-07,49
2012-09-08,8
2012-09-09,13
2012-09-10,46
2012-09-11,37
2012-09-12,99
2012-09-13,62
2012-09-14,62
2012-09-15,15
2012-09-16,15
2012-09-17,34
2012-09-18,57
2012-09-19,76
2012-09-20,70
2012-09-21,45
2012-09-22,19
2012-09-23,13
2012-09-24,53
2012-09-25,59
2012-09-26,45
2012-09-27,53
2012-09-28,47
2012-09-29,19
2012-09-30,17
2012-10-01,39
2012-10-02,34
2012-10-03,34
2012-10-04,51
2012-10-05,53
2012-10-06,6
2012-10-07,5
2012-10-08,51
2012-10-09,49
2012-10-10,52
2012-10-11,69
2012-10-12,46
