date,AAPL stock
2012-10-12,11
2012-10-13,5
2012-10-14,5
2012-10-15,14
2012-10-16,16
2012-10-17,21
2012-10-18,13
2012-10-19,21
2012-10-20,5
2012-10-21,3
2012-10-22,15
2012-10-23,24
2012-10-24,20
2012-10-25,32
2012-10-26,28
2012-10-27,10
2012-10-28,3
2012-10-29,14
2012-10-30,10
2012-10-31,20
2012-11-01,19
2012-11-02,19
2012-11-03,6
2012-11-04,6
2012-11-05,13
2012-11-06,16
2012-11-07,24
2012-11-08,19
2012-11-09,21
2012-11-10,7
2012-11-11,4
2012-11-12,14
2012-11-13,16
2012-11-14,12
2012-11-15,16
2012-11-16,20
2012-11-17,3
2012-11-18,4
2012-11-19,19
2012-11-20,17
2012-11-21,21
2012-11-22,7
2012-11-23,10
2012-11-24,4
2012-11-25,4
2012-11-26,13
2012-11-27,17
2012-11-28,15
2012-11-29,17
2012-11-30,11
2012-12-01,3
2012-12-02,2
2012-12-03,15
2012-12-04,14
2012-12-05,33
2012-12-06,33
2012-12-07,29
2012-12-08,11
2012-12-09,5
2012-12-10,17
2012-12-11,26
2012-12-12,20
2012-12-13,18
2012-12-14,32
2012-12-15,11
2012-12-16,6
2012-12-17,21
2012-12-18,17
2012-12-19,25
2012-12-20,20
2012-12-21,16
2012-12-22,9
2012-12-23,3
2012-12-24,11
2012-12-25,4
2012-12-26,14
2012-12-27,24
2012-12-28,11
2012-12-29,6
2012-12-30,2
2012-12-31,18
2013-01-01,9
2013-01-02,27
2013-01-03,23
2013-01-04,26
2013-01-05,6
2013-01-06,3
2013-01-07,17
2013-01-08,12
2013-01-09,17
2013-01-10,18
2013-01-11,19
2013-01-12,8
2013-01-13,4
2013-01-14,29
2013-01-15,31
2013-01-16,35
2013-01-17,30
2013-01-18,34
2013-01-19,8
2013-01-20,7
2013-01-21,13
2013-01-22,24
2013-01-23,50
2013-01-24,100
2013-01-25,57
2013-01-26,20
2013-01-27,11
2013-01-28,34
2013-01-29,43
2013-01-30,31
2013-01-31,26
2013-02-01,23
2013-02-02,8
2013-02-03,5
2013-02-04,29
2013-02-05,23
2013-02-06,30
2013-02-07,33
2013-02-08,33
2013-02-09,12
2013-02-10,5
2013-02-11,31
2013-02-12,31
2013-02-13,27
2013-02-14,14
2013-02-15,23
2013-02-16,7
2013-02-17,5
2013-02-18,11
2013-02-19,17
2013-02-20,19
2013-02-21,20
2013-02-22,25
2013-02-23,3
2013-02-24,3
2013-02-25,12
2013-02-26,21
2013-02-27,20
2013-02-28,23
2013-03-01,23
2013-03-02,7
2013-03-03,3
2013-03-04,26
2013-03-05,25
2013-03-06,26
2013-03-07,16
2013-03-08,18
2013-03-09,5
2013-03-10,6
2013-03-11,23
2013-03-12,23
2013-03-13,21
2013-03-14,19
2013-03-15,24
2013-03-16,11
2013-03-17,4
2013-03-18,21
2013-03-19,21
2013-03-20,20
2013-03-21,17
2013-03-22,24
2013-03-23,7
2013-03-24,2
2013-03-25,20
2013-03-26,19
2013-03-27,16
2013-03-28,17
2013-03-29,12
2013-03-30,7
2013-03-31,2
2013-04-01,20
2013-04-02,23
2013-04-03,18
2013-04-04,22
2013-04-05,21
2013-04-06,7
2013-04-07,6
2013-04-08,21
2013-04-09,18
2013-04-10,19
2013-04-11,20
2013-04-12,21
2013-04-13,11
2013-04-14,8
2013-04-15,17
2013-04-16,13
2013-04-17,42
2013-04-18,42
2013-04-19,29
2013-04-20,16
2013-04-21,7
2013-04-22,36
2013-04-23,60
2013-04-24,59
2013-04-25,30
2013-04-26,30
2013-04-27,12
2013-04-28,6
2013-04-29,32
2013-04-30,35
2013-05-01,35
2013-05-02,29
2013-05-03,25
2013-05-04,8
2013-05-05,4
2013-05-06,29
2013-05-07,33
2013-05-08,26
2013-05-09,31
2013-05-10,24
2013-05-11,8
2013-05-12,4
2013-05-13,20
2013-05-14,24
2013-05-15,25
2013-05-16,26
2013-05-17,24
2013-05-18,9
2013-05-19,5
2013-05-20,19
2013-05-21,30
2013-05-22,27
2013-05-23,23
2013-05-24,16
2013-05-25,3
2013-05-26,3
2013-05-27,8
2013-05-28,19
2013-05-29,26
2013-05-30,26
2013-05-31,26
2013-06-01,8
2013-06-02,4
2013-06-03,15
2013-06-04,21
2013-06-05,18
2013-06-06,17
2013-06-07,20
2013-06-08,9
2013-06-09,6
2013-06-10,30
2013-06-11,26
2013-06-12,20
2013-06-13,21
2013-06-14,17
2013-06-15,9
2013-06-16,1
2013-06-17,20
2013-06-18,26
2013-06-19,18
2013-06-20,22
2013-06-21,21
2013-06-22,7
2013-06-23,6
2013-06-24,27
2013-06-25,26
2013-06-26,27
2013-06-27,21
2013-06-28,22
2013-06-29,9
