date,AAPL stock
2011-09-18,4
2011-09-19,12
2011-09-20,15
2011-09-21,13
2011-09-22,20
2011-09-23,14
2011-09-24,3
2011-09-25,4
2011-09-26,6
2011-09-27,9
2011-09-28,9
2011-09-29,6
2011-09-30,10
2011-10-01,8
2011-10-02,3
2011-10-03,17
2011-10-04,38
2011-10-05,22
2011-10-06,100
2011-10-07,29
2011-10-08,7
2011-10-09,7
2011-10-10,16
2011-10-11,15
2011-10-12,14
2011-10-13,19
2011-10-14,25
2011-10-15,9
2011-10-16,5
2011-10-17,13
2011-10-18,20
2011-10-19,24
2011-10-20,22
2011-10-21,19
2011-10-22,5
2011-10-23,3
2011-10-24,17
2011-10-25,14
2011-10-26,15
2011-10-27,13
2011-10-28,11
2011-10-29,5
2011-10-30,0
2011-10-31,9
2011-11-01,14
2011-11-02,12
2011-11-03,7
2011-11-04,6
2011-11-05,3
2011-11-06,1
2011-11-07,8
2011-11-08,6
2011-11-09,7
2011-11-10,10
2011-11-11,6
2011-11-12,2
2011-11-13,3
2011-11-14,7
2011-11-15,10
2011-11-16,11
2011-11-17,13
2011-11-18,11
2011-11-19,5
2011-11-20,4
2011-11-21,7
2011-11-22,6
2011-11-23,7
2011-11-24,3
2011-11-25,4
2011-11-26,3
2011-11-27,3
2011-11-28,9
2011-11-29,7
2011-11-30,10
2011-12-01,10
2011-12-02,10
2011-12-03,2
2011-12-04,2
2011-12-05,7
2011-12-06,9
2011-12-07,7
2011-12-08,8
2011-12-09,6
2011-12-10,0
2011-12-11,1
2011-12-12,8
2011-12-13,4
2011-12-14,6
2011-12-15,6
2011-12-16,7
2011-12-17,3
2011-12-18,3
2011-12-19,4
2011-12-20,8
2011-12-21,7
2011-12-22,6
2011-12-23,4
2011-12-24,0
2011-12-25,0
2011-12-26,3
2011-12-27,7
2011-12-28,8
2011-12-29,3
2011-12-30,5
2011-12-31,5
2012-01-01,0
2012-01-02,4
2012-01-03,9
2012-01-04,9
2012-01-05,8
2012-01-06,12
2012-01-07,3
2012-01-08,3
2012-01-09,9
2012-01-10,15
2012-01-11,9
2012-01-12,9
2012-01-13,4
2012-01-14,3
2012-01-15,3
2012-01-16,4
2012-01-17,7
2012-01-18,8
2012-01-19,16
2012-01-20,9
2012-01-21,6
2012-01-22,2
2012-01-23,8
2012-01-24,20
2012-01-25,31
2012-01-26,19
2012-01-27,15
2012-01-28,6
2012-01-29,5
2012-01-30,7
2012-01-31,16
2012-02-01,10
2012-02-02,10
2012-02-03,6
2012-02-04,5
2012-02-05,1
2012-02-06,10
2012-02-07,7
2012-02-08,9
2012-02-09,17
2012-02-10,18
2012-02-11,6
2012-02-12,3
2012-02-13,14
2012-02-14,11
2012-02-15,25
2012-02-16,16
2012-02-17,17
2012-02-18,6
2012-02-19,2
2012-02-20,8
2012-02-21,15
2012-02-22,16
2012-02-23,17
2012-02-24,13
2012-02-25,13
2012-02-26,2
2012-02-27,7
2012-02-28,12
2012-02-29,20
2012-03-01,16
2012-03-02,27
2012-03-03,8
2012-03-04,7
2012-03-05,16
2012-03-06,17
2012-03-07,20
2012-03-08,22
2012-03-09,9
2012-03-10,7
2012-03-11,6
2012-03-12,7
2012-03-13,12
2012-03-14,27
2012-03-15,31
2012-03-16,20
2012-03-17,13
2012-03-18,7
2012-03-19,34
2012-03-20,41
2012-03-21,27
2012-03-22,22
2012-03-23,15
2012-03-24,9
2012-03-25,3
2012-03-26,18
2012-03-27,13
2012-03-28,18
2012-03-29,16
2012-03-30,15
2012-03-31,11
2012-04-01,5
2012-04-02,21
2012-04-03,25
2012-04-04,18
2012-04-05,20
2012-04-06,17
2012-04-07,6
2012-04-08,7
2012-04-09,12
2012-04-10,19
2012-04-11,20
2012-04-12,14
2012-04-13,18
2012-04-14,6
2012-04-15,3
2012-04-16,21
2012-04-17,32
2012-04-18,16
2012-04-19,23
2012-04-20,14
2012-04-21,10
2012-04-22,6
2012-04-23,21
2012-04-24,34
2012-04-25,48
2012-04-26,32
2012-04-27,17
2012-04-28,7
2012-04-29,4
2012-04-30,28
2012-05-01,25
2012-05-02,15
2012-05-03,24
2012-05-04,17
2012-05-05,7
2012-05-06,4
2012-05-07,17
2012-05-08,15
2012-05-09,15
2012-05-10,18
2012-05-11,25
2012-05-12,5
2012-05-13,4
2012-05-14,10
2012-05-15,16
2012-05-16,14
2012-05-17,20
2012-05-18,24
2012-05-19,8
2012-05-20,3
2012-05-21,25
2012-05-22,24
2012-05-23,18
2012-05-24,18
2012-05-25,14
2012-05-26,3
2012-05-27,4
2012-05-28,5
2012-05-29,18
2012-05-30,20
2012-05-31,15
2012-06-01,17
2012-06-02,3
2012-06-03,2
2012-06-04,16
