date,GOOGL stock
2016-05-04,20
2016-05-05,20
2016-05-06,35
2016-05-07,5
2016-05-08,3
2016-05-09,27
2016-05-10,37
2016-05-11,26
2016-05-12,20
2016-05-13,14
2016-05-14,8
2016-05-15,7
2016-05-16,30
2016-05-17,30
2016-05-18,32
2016-05-19,24
2016-05-20,34
2016-05-21,10
2016-05-22,3
2016-05-23,20
2016-05-24,30
2016-05-25,17
2016-05-26,32
2016-05-27,40
2016-05-28,13
2016-05-29,3
2016-05-30,5
2016-05-31,24
2016-06-01,24
2016-06-02,13
2016-06-03,21
2016-06-04,0
2016-06-05,3
2016-06-06,17
2016-06-07,16
2016-06-08,29
2016-06-09,23
2016-06-10,14
2016-06-11,8
2016-06-12,5
2016-06-13,11
2016-06-14,13
2016-06-15,11
2016-06-16,24
2016-06-17,28
2016-06-18,3
2016-06-19,3
2016-06-20,26
2016-06-21,26
2016-06-22,33
2016-06-23,18
2016-06-24,59
2016-06-25,8
2016-06-26,8
2016-06-27,33
2016-06-28,31
2016-06-29,32
2016-06-30,16
2016-07-01,12
2016-07-02,11
2016-07-03,3
2016-07-04,7
2016-07-05,28
2016-07-06,21
2016-07-07,10
2016-07-08,34
2016-07-09,14
2016-07-10,5
2016-07-11,21
2016-07-12,40
2016-07-13,28
2016-07-14,20
2016-07-15,34
2016-07-16,8
2016-07-17,5
2016-07-18,30
2016-07-19,35
2016-07-20,36
2016-07-21,17
2016-07-22,19
2016-07-23,3
2016-07-24,0
2016-07-25,35
2016-07-26,26
2016-07-27,42
2016-07-28,100
2016-07-29,89
2016-07-30,16
2016-07-31,14
2016-08-01,49
2016-08-02,44
2016-08-03,38
2016-08-04,29
2016-08-05,25
2016-08-06,9
2016-08-07,11
2016-08-08,29
2016-08-09,26
2016-08-10,12
2016-08-11,20
2016-08-12,23
2016-08-13,3
2016-08-14,3
2016-08-15,20
2016-08-16,22
2016-08-17,20
2016-08-18,23
2016-08-19,5
2016-08-20,3
2016-08-21,6
2016-08-22,15
2016-08-23,5
2016-08-24,21
2016-08-25,23
2016-08-26,27
2016-08-27,5
2016-08-28,0
2016-08-29,5
2016-08-30,25
2016-08-31,18
2016-09-01,25
2016-09-02,17
2016-09-03,0
2016-09-04,0
2016-09-05,9
2016-09-06,16
2016-09-07,35
2016-09-08,19
2016-09-09,10
2016-09-10,11
2016-09-11,0
2016-09-12,23
2016-09-13,34
2016-09-14,27
2016-09-15,11
2016-09-16,21
2016-09-17,10
2016-09-18,3
2016-09-19,7
2016-09-20,18
2016-09-21,7
2016-09-22,18
2016-09-23,17
2016-09-24,11
2016-09-25,5
2016-09-26,11
2016-09-27,20
2016-09-28,13
2016-09-29,16
2016-09-30,14
2016-10-01,8
2016-10-02,2
2016-10-03,18
2016-10-04,36
2016-10-05,24
2016-10-06,31
2016-10-07,21
2016-10-08,3
2016-10-09,3
2016-10-10,7
2016-10-11,23
2016-10-12,14
2016-10-13,9
2016-10-14,16
2016-10-15,3
2016-10-16,5
2016-10-17,20
2016-10-18,26
2016-10-19,20
2016-10-20,31
2016-10-21,30
2016-10-22,10
2016-10-23,8
2016-10-24,20
2016-10-25,28
2016-10-26,35
2016-10-27,81
2016-10-28,80
2016-10-29,18
2016-10-30,5
2016-10-31,11
2016-11-01,23
2016-11-02,38
2016-11-03,26
2016-11-04,7
2016-11-05,10
2016-11-06,5
2016-11-07,30
2016-11-08,45
2016-11-09,58
2016-11-10,60
2016-11-11,55
2016-11-12,15
2016-11-13,7
2016-11-14,44
2016-11-15,50
2016-11-16,44
2016-11-17,37
2016-11-18,30
2016-11-19,18
2016-11-20,2
2016-11-21,26
2016-11-22,24
2016-11-23,19
2016-11-24,11
2016-11-25,23
2016-11-26,2
2016-11-27,12
2016-11-28,25
2016-11-29,29
2016-11-30,31
2016-12-01,24
2016-12-02,31
2016-12-03,5
2016-12-04,9
2016-12-05,37
2016-12-06,29
2016-12-07,19
2016-12-08,26
2016-12-09,20
2016-12-10,15
2016-12-11,7
2016-12-12,33
2016-12-13,33
2016-12-14,32
2016-12-15,24
2016-12-16,16
2016-12-17,10
2016-12-18,5
2016-12-19,26
2016-12-20,22
2016-12-21,30
2016-12-22,23
2016-12-23,21
2016-12-24,11
2016-12-25,6
2016-12-26,10
2016-12-27,18
2016-12-28,22
2016-12-29,16
2016-12-30,14
2016-12-31,5
2017-01-01,5
2017-01-02,16
2017-01-03,30
2017-01-04,11
2017-01-05,17
2017-01-06,42
2017-01-07,7
2017-01-08,5
2017-01-09,25
2017-01-10,23
2017-01-11,31
2017-01-12,40
2017-01-13,21
2017-01-14,9
2017-01-15,0
2017-01-16,0
2017-01-17,18
2017-01-18,26
2017-01-19,19
