date,GOOGL stock
2017-10-06,28
2017-10-07,7
2017-10-08,8
2017-10-09,21
2017-10-10,14
2017-10-11,31
2017-10-12,34
2017-10-13,43
2017-10-14,7
2017-10-15,8
2017-10-16,30
2017-10-17,24
2017-10-18,13
2017-10-19,20
2017-10-20,13
2017-10-21,5
2017-10-22,2
2017-10-23,19
2017-10-24,27
2017-10-25,30
2017-10-26,62
2017-10-27,100
2017-10-28,15
2017-10-29,5
2017-10-30,47
2017-10-31,29
2017-11-01,29
2017-11-02,27
2017-11-03,26
2017-11-04,8
2017-11-05,6
2017-11-06,14
2017-11-07,29
2017-11-08,35
2017-11-09,18
2017-11-10,20
2017-11-11,9
2017-11-12,8
2017-11-13,17
2017-11-14,19
2017-11-15,18
2017-11-16,24
2017-11-17,19
2017-11-18,9
2017-11-19,6
2017-11-20,16
2017-11-21,28
2017-11-22,15
2017-11-23,10
2017-11-24,19
2017-11-25,8
2017-11-26,3
2017-11-27,17
2017-11-28,20
2017-11-29,32
2017-11-30,43
2017-12-01,28
2017-12-02,10
2017-12-03,3
2017-12-04,27
2017-12-05,18
2017-12-06,26
2017-12-07,43
2017-12-08,21
2017-12-09,11
2017-12-10,8
2017-12-11,16
2017-12-12,25
2017-12-13,17
2017-12-14,28
2017-12-15,15
2017-12-16,0
2017-12-17,6
2017-12-18,18
2017-12-19,23
2017-12-20,30
2017-12-21,21
2017-12-22,23
2017-12-23,8
2017-12-24,0
2017-12-25,4
2017-12-26,11
2017-12-27,19
2017-12-28,18
2017-12-29,17
2017-12-30,5
2017-12-31,3
2018-01-01,5
2018-01-02,22
2018-01-03,22
2018-01-04,35
2018-01-05,34
2018-01-06,12
2018-01-07,14
2018-01-08,26
2018-01-09,24
2018-01-10,16
2018-01-11,25
2018-01-12,36
2018-01-13,6
2018-01-14,5
2018-01-15,8
2018-01-16,28
2018-01-17,29
2018-01-18,28
2018-01-19,39
2018-01-20,6
2018-01-21,5
2018-01-22,34
2018-01-23,20
2018-01-24,28
2018-01-25,38
2018-01-26,24
2018-01-27,14
2018-01-28,11
2018-01-29,33
2018-01-30,39
2018-01-31,32
2018-02-01,79
2018-02-02,90
2018-02-03,15
2018-02-04,17
2018-02-05,51
2018-02-06,64
2018-02-07,60
2018-02-08,61
2018-02-09,74
2018-02-10,15
2018-02-11,2
2018-02-12,37
2018-02-13,18
2018-02-14,39
2018-02-15,34
2018-02-16,35
2018-02-17,6
2018-02-18,8
2018-02-19,5
2018-02-20,30
2018-02-21,32
2018-02-22,36
2018-02-23,43
2018-02-24,8
2018-02-25,10
2018-02-26,33
2018-02-27,26
2018-02-28,30
2018-03-01,30
2018-03-02,38
2018-03-03,14
2018-03-04,0
2018-03-05,36
2018-03-06,25
2018-03-07,28
2018-03-08,35
2018-03-09,32
2018-03-10,14
2018-03-11,9
2018-03-12,25
2018-03-13,43
2018-03-14,24
2018-03-15,25
2018-03-16,25
2018-03-17,12
2018-03-18,3
2018-03-19,25
2018-03-20,40
2018-03-21,31
2018-03-22,38
2018-03-23,48
2018-03-24,14
2018-03-25,9
2018-03-26,51
2018-03-27,35
2018-03-28,41
2018-03-29,52
2018-03-30,17
2018-03-31,6
2018-04-01,6
2018-04-02,40
2018-04-03,27
2018-04-04,65
2018-04-05,38
2018-04-06,35
2018-04-07,9
2018-04-08,5
2018-04-09,31
