date,GOOGL stock
2017-01-19,18
2017-01-20,17
2017-01-21,4
2017-01-22,9
2017-01-23,26
2017-01-24,41
2017-01-25,42
2017-01-26,54
2017-01-27,60
2017-01-28,6
2017-01-29,4
2017-01-30,32
2017-01-31,33
2017-02-01,42
2017-02-02,48
2017-02-03,27
2017-02-04,6
2017-02-05,9
2017-02-06,24
2017-02-07,27
2017-02-08,23
2017-02-09,23
2017-02-10,41
2017-02-11,4
2017-02-12,6
2017-02-13,13
2017-02-14,21
2017-02-15,15
2017-02-16,21
2017-02-17,15
2017-02-18,17
2017-02-19,7
2017-02-20,13
2017-02-21,16
2017-02-22,24
2017-02-23,23
2017-02-24,15
2017-02-25,4
2017-02-26,6
2017-02-27,41
2017-02-28,35
2017-03-01,31
2017-03-02,20
2017-03-03,22
2017-03-04,5
2017-03-05,7
2017-03-06,23
2017-03-07,15
2017-03-08,24
2017-03-09,17
2017-03-10,28
2017-03-11,0
2017-03-12,2
2017-03-13,27
2017-03-14,14
2017-03-15,30
2017-03-16,24
2017-03-17,15
2017-03-18,13
2017-03-19,5
2017-03-20,21
2017-03-21,18
2017-03-22,39
2017-03-23,26
2017-03-24,18
2017-03-25,8
2017-03-26,6
2017-03-27,29
2017-03-28,24
2017-03-29,27
2017-03-30,23
2017-03-31,26
2017-04-01,8
2017-04-02,2
2017-04-03,32
2017-04-04,11
2017-04-05,21
2017-04-06,21
2017-04-07,23
2017-04-08,0
2017-04-09,4
2017-04-10,16
2017-04-11,24
2017-04-12,26
2017-04-13,23
2017-04-14,11
2017-04-15,4
2017-04-16,4
2017-04-17,29
2017-04-18,19
2017-04-19,24
2017-04-20,21
2017-04-21,22
2017-04-22,6
2017-04-23,9
2017-04-24,24
2017-04-25,39
2017-04-26,29
2017-04-27,74
2017-04-28,90
2017-04-29,11
2017-04-30,6
2017-05-01,23
2017-05-02,37
2017-05-03,30
2017-05-04,29
2017-05-05,24
2017-05-06,7
2017-05-07,6
2017-05-08,26
2017-05-09,27
2017-05-10,29
2017-05-11,26
2017-05-12,25
2017-05-13,13
2017-05-14,21
2017-05-15,29
2017-05-16,26
2017-05-17,35
2017-05-18,28
2017-05-19,25
2017-05-20,6
2017-05-21,4
2017-05-22,16
2017-05-23,32
2017-05-24,45
2017-05-25,48
2017-05-26,52
2017-05-27,13
2017-05-28,8
2017-05-29,7
2017-05-30,34
2017-05-31,43
2017-06-01,50
2017-06-02,27
2017-06-03,12
2017-06-04,8
2017-06-05,43
2017-06-06,59
2017-06-07,37
2017-06-08,22
2017-06-09,58
2017-06-10,16
2017-06-11,4
2017-06-12,55
2017-06-13,37
2017-06-14,45
2017-06-15,58
2017-06-16,30
2017-06-17,15
2017-06-18,0
2017-06-19,39
2017-06-20,35
2017-06-21,25
2017-06-22,24
2017-06-23,23
2017-06-24,8
2017-06-25,10
2017-06-26,35
2017-06-27,51
2017-06-28,51
2017-06-29,30
2017-06-30,55
2017-07-01,16
2017-07-02,6
2017-07-03,27
2017-07-04,27
2017-07-05,36
2017-07-06,23
2017-07-07,31
2017-07-08,16
2017-07-09,2
2017-07-10,24
2017-07-11,38
2017-07-12,38
2017-07-13,29
2017-07-14,24
2017-07-15,6
2017-07-16,2
2017-07-17,26
2017-07-18,19
2017-07-19,34
2017-07-20,21
2017-07-21,31
2017-07-22,14
2017-07-23,4
2017-07-24,99
2017-07-25,100
2017-07-26,59
2017-07-27,56
2017-07-28,43
2017-07-29,6
2017-07-30,8
2017-07-31,53
2017-08-01,40
2017-08-02,44
2017-08-03,40
2017-08-04,37
2017-08-05,6
2017-08-06,10
2017-08-07,20
2017-08-08,45
2017-08-09,18
2017-08-10,29
2017-08-11,25
2017-08-12,6
2017-08-13,18
2017-08-14,24
2017-08-15,23
2017-08-16,26
2017-08-17,38
2017-08-18,7
2017-08-19,10
2017-08-20,4
2017-08-21,20
2017-08-22,28
2017-08-23,20
2017-08-24,22
2017-08-25,23
2017-08-26,2
2017-08-27,2
2017-08-28,20
2017-08-29,18
2017-08-30,24
2017-08-31,39
2017-09-01,27
2017-09-02,8
2017-09-03,0
2017-09-04,9
2017-09-05,20
2017-09-06,28
2017-09-07,24
2017-09-08,19
2017-09-09,2
2017-09-10,4
2017-09-11,31
2017-09-12,20
2017-09-13,18
2017-09-14,35
2017-09-15,31
2017-09-16,8
2017-09-17,2
2017-09-18,13
2017-09-19,25
2017-09-20,21
2017-09-21,20
2017-09-22,19
2017-09-23,8
2017-09-24,7
2017-09-25,25
2017-09-26,26
2017-09-27,30
2017-09-28,25
2017-09-29,38
2017-09-30,2
2017-10-01,2
2017-10-02,28
2017-10-03,26
2017-10-04,28
2017-10-05,25
2017-10-06,31
