date,GOOGL stock
2013-11-06,4
2013-11-07,2
2013-11-08,2
2013-11-09,0
2013-11-10,0
2013-11-11,2
2013-11-12,4
2013-11-13,2
2013-11-14,2
2013-11-15,0
2013-11-16,0
2013-11-17,0
2013-11-18,2
2013-11-19,0
2013-11-20,0
2013-11-21,0
2013-11-22,0
2013-11-23,0
2013-11-24,0
2013-11-25,4
2013-11-26,0
2013-11-27,0
2013-11-28,0
2013-11-29,2
2013-11-30,2
2013-12-01,4
2013-12-02,0
2013-12-03,4
2013-12-04,4
2013-12-05,0
2013-12-06,0
2013-12-07,0
2013-12-08,0
2013-12-09,0
2013-12-10,0
2013-12-11,2
2013-12-12,0
2013-12-13,0
2013-12-14,0
2013-12-15,0
2013-12-16,0
2013-12-17,2
2013-12-18,0
2013-12-19,2
2013-12-20,4
2013-12-21,2
2013-12-22,0
2013-12-23,0
2013-12-24,5
2013-12-25,3
2013-12-26,0
2013-12-27,0
2013-12-28,0
2013-12-29,2
2013-12-30,0
2013-12-31,0
2014-01-01,0
2014-01-02,0
2014-01-03,0
2014-01-04,2
2014-01-05,0
2014-01-06,2
2014-01-07,0
2014-01-08,2
2014-01-09,0
2014-01-10,0
2014-01-11,0
2014-01-12,0
2014-01-13,4
2014-01-14,2
2014-01-15,2
2014-01-16,2
2014-01-17,0
2014-01-18,0
2014-01-19,0
2014-01-20,0
2014-01-21,0
2014-01-22,0
2014-01-23,2
2014-01-24,0
2014-01-25,0
2014-01-26,4
2014-01-27,0
2014-01-28,0
2014-01-29,2
2014-01-30,4
2014-01-31,0
2014-02-01,0
2014-02-02,0
2014-02-03,0
2014-02-04,2
2014-02-05,0
2014-02-06,0
2014-02-07,6
2014-02-08,0
2014-02-09,0
2014-02-10,2
2014-02-11,0
2014-02-12,2
2014-02-13,2
2014-02-14,0
2014-02-15,0
2014-02-16,0
2014-02-17,2
2014-02-18,0
2014-02-19,0
2014-02-20,2
2014-02-21,2
2014-02-22,0
2014-02-23,2
2014-02-24,2
2014-02-25,0
2014-02-26,0
2014-02-27,2
2014-02-28,4
2014-03-01,0
2014-03-02,0
2014-03-03,2
2014-03-04,4
2014-03-05,0
2014-03-06,4
2014-03-07,2
2014-03-08,0
2014-03-09,0
2014-03-10,2
2014-03-11,2
2014-03-12,0
2014-03-13,2
2014-03-14,4
2014-03-15,0
2014-03-16,2
2014-03-17,2
2014-03-18,0
2014-03-19,4
2014-03-20,2
2014-03-21,0
2014-03-22,2
2014-03-23,0
2014-03-24,4
2014-03-25,4
2014-03-26,2
2014-03-27,2
2014-03-28,0
2014-03-29,0
2014-03-30,0
2014-03-31,0
2014-04-01,5
2014-04-02,17
2014-04-03,100
2014-04-04,79
2014-04-05,20
2014-04-06,15
2014-04-07,20
2014-04-08,31
2014-04-09,22
2014-04-10,26
2014-04-11,18
2014-04-12,18
2014-04-13,7
2014-04-14,19
2014-04-15,26
2014-04-16,45
2014-04-17,42
2014-04-18,15
2014-04-19,5
2014-04-20,2
2014-04-21,24
2014-04-22,18
2014-04-23,20
2014-04-24,17
2014-04-25,24
2014-04-26,7
2014-04-27,4
2014-04-28,15
2014-04-29,16
2014-04-30,21
2014-05-01,12
2014-05-02,16
2014-05-03,2
2014-05-04,4
2014-05-05,15
2014-05-06,22
2014-05-07,13
2014-05-08,24
2014-05-09,18
2014-05-10,9
2014-05-11,9
2014-05-12,16
2014-05-13,34
2014-05-14,18
2014-05-15,20
2014-05-16,11
2014-05-17,7
2014-05-18,11
2014-05-19,24
2014-05-20,24
2014-05-21,24
2014-05-22,12
2014-05-23,23
2014-05-24,10
2014-05-25,12
2014-05-26,8
2014-05-27,18
2014-05-28,20
2014-05-29,21
2014-05-30,32
2014-05-31,5
2014-06-01,7
2014-06-02,22
2014-06-03,18
2014-06-04,22
2014-06-05,27
2014-06-06,17
2014-06-07,5
2014-06-08,10
2014-06-09,6
2014-06-10,23
2014-06-11,8
2014-06-12,15
2014-06-13,13
2014-06-14,7
2014-06-15,2
2014-06-16,22
2014-06-17,22
2014-06-18,14
2014-06-19,10
2014-06-20,15
2014-06-21,3
2014-06-22,2
2014-06-23,14
2014-06-24,8
2014-06-25,14
2014-06-26,19
2014-06-27,7
2014-06-28,13
2014-06-29,8
2014-06-30,17
2014-07-01,23
2014-07-02,19
2014-07-03,19
2014-07-04,9
2014-07-05,5
2014-07-06,3
2014-07-07,8
2014-07-08,24
2014-07-09,8
2014-07-10,8
2014-07-11,15
2014-07-12,5
2014-07-13,2
2014-07-14,15
2014-07-15,10
2014-07-16,19
2014-07-17,27
2014-07-18,43
2014-07-19,8
2014-07-20,3
2014-07-21,10
2014-07-22,31
2014-07-23,23
2014-07-24,19
