date,GOOGL stock
2017-05-29,8
2017-05-30,22
2017-05-31,46
2017-06-01,47
2017-06-02,33
2017-06-03,10
2017-06-04,5
2017-06-05,40
2017-06-06,36
2017-06-07,26
2017-06-08,25
2017-06-09,55
2017-06-10,10
2017-06-11,5
2017-06-12,36
2017-06-13,36
2017-06-14,29
2017-06-15,42
2017-06-16,23
2017-06-17,20
2017-06-18,2
2017-06-19,28
2017-06-20,28
2017-06-21,29
2017-06-22,26
2017-06-23,15
2017-06-24,9
2017-06-25,3
2017-06-26,20
2017-06-27,60
2017-06-28,34
2017-06-29,37
2017-06-30,50
2017-07-01,12
2017-07-02,5
2017-07-03,23
2017-07-04,23
2017-07-05,25
2017-07-06,21
2017-07-07,25
2017-07-08,7
2017-07-09,4
2017-07-10,19
2017-07-11,31
2017-07-12,28
2017-07-13,21
2017-07-14,28
2017-07-15,5
2017-07-16,0
2017-07-17,26
2017-07-18,18
2017-07-19,30
2017-07-20,13
2017-07-21,30
2017-07-22,11
2017-07-23,3
2017-07-24,84
2017-07-25,100
2017-07-26,48
2017-07-27,55
2017-07-28,48
2017-07-29,3
2017-07-30,5
2017-07-31,27
2017-08-01,27
2017-08-02,36
2017-08-03,29
2017-08-04,24
2017-08-05,3
2017-08-06,5
2017-08-07,34
2017-08-08,37
2017-08-09,23
2017-08-10,25
2017-08-11,24
2017-08-12,7
2017-08-13,10
2017-08-14,24
2017-08-15,14
2017-08-16,19
2017-08-17,28
2017-08-18,10
2017-08-19,7
2017-08-20,5
2017-08-21,20
2017-08-22,21
2017-08-23,27
2017-08-24,15
2017-08-25,26
2017-08-26,3
2017-08-27,2
2017-08-28,17
2017-08-29,18
2017-08-30,16
2017-08-31,20
2017-09-01,27
2017-09-02,3
2017-09-03,0
2017-09-04,6
2017-09-05,18
2017-09-06,17
2017-09-07,15
2017-09-08,18
2017-09-09,5
2017-09-10,3
2017-09-11,20
2017-09-12,24
2017-09-13,13
2017-09-14,38
2017-09-15,18
2017-09-16,6
2017-09-17,3
2017-09-18,14
2017-09-19,20
2017-09-20,21
2017-09-21,24
2017-09-22,19
2017-09-23,2
2017-09-24,6
2017-09-25,17
2017-09-26,13
2017-09-27,28
2017-09-28,23
2017-09-29,30
2017-09-30,5
2017-10-01,2
2017-10-02,21
2017-10-03,21
2017-10-04,22
2017-10-05,21
2017-10-06,26
2017-10-07,8
2017-10-08,5
2017-10-09,20
2017-10-10,12
2017-10-11,28
2017-10-12,32
2017-10-13,39
2017-10-14,5
2017-10-15,13
2017-10-16,28
2017-10-17,22
2017-10-18,18
2017-10-19,21
2017-10-20,19
2017-10-21,3
2017-10-22,6
2017-10-23,19
2017-10-24,18
2017-10-25,26
2017-10-26,74
2017-10-27,86
2017-10-28,10
2017-10-29,8
2017-10-30,28
2017-10-31,36
2017-11-01,26
2017-11-02,32
2017-11-03,21
2017-11-04,5
2017-11-05,6
2017-11-06,20
2017-11-07,28
2017-11-08,25
2017-11-09,29
2017-11-10,20
2017-11-11,8
2017-11-12,3
2017-11-13,18
2017-11-14,23
2017-11-15,29
2017-11-16,26
2017-11-17,23
2017-11-18,8
2017-11-19,5
2017-11-20,15
2017-11-21,20
2017-11-22,15
2017-11-23,14
2017-11-24,18
2017-11-25,9
2017-11-26,8
2017-11-27,23
2017-11-28,16
2017-11-29,29
2017-11-30,31
2017-12-01,31
2017-12-02,8
2017-12-03,3
2017-12-04,20
2017-12-05,20
2017-12-06,25
2017-12-07,32
2017-12-08,13
2017-12-09,11
2017-12-10,9
2017-12-11,25
2017-12-12,22
2017-12-13,13
2017-12-14,17
2017-12-15,12
2017-12-16,8
2017-12-17,3
2017-12-18,15
2017-12-19,18
2017-12-20,24
2017-12-21,28
2017-12-22,17
2017-12-23,8
2017-12-24,0
2017-12-25,11
2017-12-26,9
2017-12-27,30
2017-12-28,19
2017-12-29,20
2017-12-30,8
2017-12-31,3
2018-01-01,7
2018-01-02,20
2018-01-03,19
2018-01-04,22
2018-01-05,34
2018-01-06,14
2018-01-07,12
2018-01-08,24
2018-01-09,23
2018-01-10,23
2018-01-11,18
2018-01-12,31
2018-01-13,3
2018-01-14,5
2018-01-15,7
2018-01-16,24
2018-01-17,26
2018-01-18,27
2018-01-19,35
2018-01-20,8
2018-01-21,6
2018-01-22,28
2018-01-23,26
2018-01-24,31
2018-01-25,26
2018-01-26,39
2018-01-27,12
2018-01-28,9
2018-01-29,30
2018-01-30,36
2018-01-31,28
2018-02-01,83
2018-02-02,80
2018-02-03,12
2018-02-04,7
2018-02-05,47
2018-02-06,75
2018-02-07,68
2018-02-08,60
2018-02-09,77
2018-02-10,9
2018-02-11,8
2018-02-12,42
2018-02-13,24
