date,GOOGL stock
2014-03-16,4
2014-03-17,2
2014-03-18,0
2014-03-19,2
2014-03-20,2
2014-03-21,2
2014-03-22,2
2014-03-23,0
2014-03-24,2
2014-03-25,2
2014-03-26,4
2014-03-27,0
2014-03-28,0
2014-03-29,0
2014-03-30,0
2014-03-31,2
2014-04-01,6
2014-04-02,11
2014-04-03,100
2014-04-04,100
2014-04-05,23
2014-04-06,4
2014-04-07,26
2014-04-08,32
2014-04-09,23
2014-04-10,17
2014-04-11,18
2014-04-12,16
2014-04-13,9
2014-04-14,11
2014-04-15,27
2014-04-16,39
2014-04-17,58
2014-04-18,18
2014-04-19,5
2014-04-20,2
2014-04-21,19
2014-04-22,9
2014-04-23,27
2014-04-24,17
2014-04-25,20
2014-04-26,9
2014-04-27,4
2014-04-28,15
2014-04-29,24
2014-04-30,23
2014-05-01,15
2014-05-02,22
2014-05-03,7
2014-05-04,2
2014-05-05,13
2014-05-06,23
2014-05-07,26
2014-05-08,23
2014-05-09,20
2014-05-10,9
2014-05-11,11
2014-05-12,19
2014-05-13,28
2014-05-14,25
2014-05-15,13
2014-05-16,16
2014-05-17,5
2014-05-18,7
2014-05-19,32
2014-05-20,19
2014-05-21,23
2014-05-22,17
2014-05-23,24
2014-05-24,8
2014-05-25,8
2014-05-26,13
2014-05-27,25
2014-05-28,23
2014-05-29,30
2014-05-30,26
2014-05-31,8
2014-06-01,8
2014-06-02,28
2014-06-03,21
2014-06-04,29
2014-06-05,25
2014-06-06,13
2014-06-07,8
2014-06-08,10
2014-06-09,19
2014-06-10,19
2014-06-11,8
2014-06-12,15
2014-06-13,9
2014-06-14,13
2014-06-15,3
2014-06-16,25
2014-06-17,15
2014-06-18,15
2014-06-19,15
2014-06-20,27
2014-06-21,0
2014-06-22,0
2014-06-23,13
2014-06-24,19
2014-06-25,8
2014-06-26,21
2014-06-27,16
2014-06-28,5
2014-06-29,5
2014-06-30,13
2014-07-01,28
2014-07-02,24
2014-07-03,16
2014-07-04,5
2014-07-05,3
2014-07-06,8
2014-07-07,11
2014-07-08,15
2014-07-09,9
2014-07-10,9
2014-07-11,11
2014-07-12,5
2014-07-13,5
2014-07-14,11
2014-07-15,11
2014-07-16,18
2014-07-17,18
2014-07-18,36
2014-07-19,18
2014-07-20,8
2014-07-21,26
2014-07-22,32
2014-07-23,20
2014-07-24,22
2014-07-25,11
2014-07-26,3
2014-07-27,8
2014-07-28,22
2014-07-29,15
2014-07-30,15
2014-07-31,33
2014-08-01,23
2014-08-02,3
2014-08-03,8
2014-08-04,8
2014-08-05,17
2014-08-06,15
2014-08-07,9
2014-08-08,14
2014-08-09,8
2014-08-10,8
2014-08-11,11
2014-08-12,8
2014-08-13,19
2014-08-14,7
2014-08-15,14
2014-08-16,8
2014-08-17,3
2014-08-18,2
2014-08-19,13
2014-08-20,13
2014-08-21,13
2014-08-22,18
2014-08-23,0
2014-08-24,2
2014-08-25,8
2014-08-26,12
2014-08-27,2
2014-08-28,9
2014-08-29,9
2014-08-30,2
2014-08-31,2
2014-09-01,10
2014-09-02,4
2014-09-03,12
2014-09-04,2
2014-09-05,15
2014-09-06,7
2014-09-07,0
2014-09-08,8
2014-09-09,14
2014-09-10,24
2014-09-11,12
2014-09-12,4
2014-09-13,2
2014-09-14,2
2014-09-15,2
2014-09-16,14
2014-09-17,12
2014-09-18,20
2014-09-19,19
2014-09-20,5
2014-09-21,2
2014-09-22,8
2014-09-23,8
2014-09-24,8
2014-09-25,22
2014-09-26,13
2014-09-27,10
2014-09-28,2
2014-09-29,8
2014-09-30,8
2014-10-01,12
2014-10-02,12
2014-10-03,13
2014-10-04,2
2014-10-05,0
2014-10-06,6
2014-10-07,22
2014-10-08,8
2014-10-09,18
2014-10-10,10
2014-10-11,2
2014-10-12,7
2014-10-13,12
2014-10-14,14
2014-10-15,22
2014-10-16,24
2014-10-17,19
2014-10-18,2
2014-10-19,7
2014-10-20,20
2014-10-21,21
2014-10-22,2
2014-10-23,14
2014-10-24,4
2014-10-25,5
2014-10-26,5
2014-10-27,14
2014-10-28,13
2014-10-29,14
2014-10-30,28
2014-10-31,13
2014-11-01,2
2014-11-02,5
2014-11-03,16
2014-11-04,10
2014-11-05,10
2014-11-06,14
2014-11-07,2
2014-11-08,7
2014-11-09,2
2014-11-10,12
2014-11-11,25
2014-11-12,4
2014-11-13,6
2014-11-14,10
2014-11-15,7
2014-11-16,0
2014-11-17,2
2014-11-18,10
2014-11-19,4
2014-11-20,8
2014-11-21,12
2014-11-22,7
2014-11-23,2
2014-11-24,15
2014-11-25,10
2014-11-26,4
2014-11-27,8
2014-11-28,12
2014-11-29,0
2014-11-30,2
2014-12-01,4
