date,Micron Technology,isPartial
2015-12-26,9,False
2015-12-27,36,False
2015-12-28,24,False
2015-12-29,65,False
2015-12-30,32,False
2015-12-31,18,False
2016-01-01,10,False
2016-01-02,37,False
2016-01-03,18,False
2016-01-04,87,False
2016-01-05,40,False
2016-01-06,64,False
2016-01-07,48,False
2016-01-08,32,False
2016-01-09,27,False
2016-01-10,9,False
2016-01-11,84,False
2016-01-12,31,False
2016-01-13,31,False
2016-01-14,31,False
2016-01-15,41,False
2016-01-16,27,False
2016-01-17,26,False
2016-01-18,16,False
2016-01-19,46,False
2016-01-20,46,False
2016-01-21,47,False
2016-01-22,57,False
2016-01-23,35,False
2016-01-24,9,False
2016-01-25,38,False
2016-01-26,15,False
2016-01-27,23,False
2016-01-28,31,False
2016-01-29,48,False
2016-01-30,0,False
2016-01-31,35,False
2016-02-01,39,False
2016-02-02,30,False
2016-02-03,38,False
2016-02-04,16,False
2016-02-05,41,False
2016-02-06,45,False
2016-02-07,9,False
2016-02-08,24,False
2016-02-09,31,False
2016-02-10,54,False
2016-02-11,31,False
2016-02-12,40,False
2016-02-13,18,False
2016-02-14,17,False
2016-02-15,46,False
2016-02-16,46,False
2016-02-17,61,False
2016-02-18,38,False
2016-02-19,23,False
2016-02-20,17,False
2016-02-21,9,False
2016-02-22,15,False
2016-02-23,15,False
2016-02-24,30,False
2016-02-25,38,False
2016-02-26,24,False
2016-02-27,35,False
2016-02-28,9,False
2016-02-29,37,False
2016-03-01,37,False
2016-03-02,22,False
2016-03-03,38,False
2016-03-04,24,False
2016-03-05,17,False
2016-03-06,17,False
2016-03-07,61,False
2016-03-08,53,False
2016-03-09,38,False
2016-03-10,23,False
2016-03-11,16,False
2016-03-12,27,False
2016-03-13,17,False
2016-03-14,30,False
2016-03-15,68,False
2016-03-16,30,False
2016-03-17,39,False
2016-03-18,8,False
2016-03-19,18,False
2016-03-20,26,False
2016-03-21,30,False
2016-03-22,46,False
2016-03-23,31,False
2016-03-24,41,False
2016-03-25,17,False
2016-03-26,9,False
2016-03-27,9,False
2016-03-28,8,False
2016-03-29,46,False
2016-03-30,8,False
2016-03-31,46,False
2016-04-01,24,False
2016-04-02,35,False
2016-04-03,9,False
2016-04-04,53,False
2016-04-05,38,False
2016-04-06,38,False
2016-04-07,0,False
2016-04-08,48,False
2016-04-09,18,False
2016-04-10,0,False
2016-04-11,53,False
2016-04-12,15,False
2016-04-13,30,False
2016-04-14,23,False
2016-04-15,40,False
2016-04-16,36,False
2016-04-17,9,False
2016-04-18,46,False
2016-04-19,54,False
2016-04-20,23,False
2016-04-21,54,False
2016-04-22,32,False
2016-04-23,18,False
2016-04-24,0,False
2016-04-25,30,False
2016-04-26,7,False
2016-04-27,30,False
2016-04-28,23,False
2016-04-29,40,False
2016-04-30,9,False
2016-05-01,18,False
2016-05-02,55,False
2016-05-03,46,False
2016-05-04,54,False
2016-05-05,16,False
2016-05-06,25,False
2016-05-07,9,False
2016-05-08,18,False
2016-05-09,23,False
2016-05-10,30,False
2016-05-11,69,False
2016-05-12,39,False
2016-05-13,48,False
2016-05-14,9,False
2016-05-15,9,False
2016-05-16,15,False
2016-05-17,30,False
2016-05-18,8,False
2016-05-19,46,False
2016-05-20,8,False
2016-05-21,18,False
2016-05-22,9,False
2016-05-23,15,False
2016-05-24,46,False
2016-05-25,15,False
2016-05-26,73,False
2016-05-27,33,False
2016-05-28,9,False
2016-05-29,0,False
2016-05-30,24,False
2016-05-31,39,False
2016-06-01,70,False
2016-06-02,24,False
2016-06-03,41,False
2016-06-04,9,False
2016-06-05,9,False
2016-06-06,23,False
2016-06-07,31,False
2016-06-08,31,False
2016-06-09,16,False
2016-06-10,24,False
2016-06-11,36,False
2016-06-12,18,False
2016-06-13,23,False
2016-06-14,46,False
2016-06-15,62,False
2016-06-16,31,False
2016-06-17,24,False
2016-06-18,18,False
2016-06-19,18,False
2016-06-20,31,False
2016-06-21,39,False
2016-06-22,31,False
2016-06-23,80,False
2016-06-24,33,False
2016-06-25,9,False
2016-06-26,0,False
2016-06-27,47,False
2016-06-28,31,False
2016-06-29,40,False
2016-06-30,72,False
2016-07-01,100,False
2016-07-02,19,False
2016-07-03,0,False
2016-07-04,33,False
2016-07-05,33,False
2016-07-06,50,False
2016-07-07,51,False
2016-07-08,87,False
2016-07-09,29,False
2016-07-10,9,False
2016-07-11,8,False
2016-07-12,73,False
2016-07-13,33,False
2016-07-14,31,False
2016-07-15,34,False
2016-07-16,0,False
2016-07-17,0,False
2016-07-18,41,False
2016-07-19,25,False
2016-07-20,42,False
2016-07-21,51,False
2016-07-22,8,False
2016-07-23,0,False
2016-07-24,10,False
2016-07-25,41,False
2016-07-26,41,False
2016-07-27,90,False
2016-07-28,83,False
2016-07-29,26,False
2016-07-30,10,False
2016-07-31,19,False
2016-08-01,24,False
2016-08-02,41,False
2016-08-03,58,False
2016-08-04,25,False
2016-08-05,53,False
2016-08-06,20,False
2016-08-07,20,False
2016-08-08,68,False
2016-08-09,8,False
2016-08-10,34,False
2016-08-11,44,False
2016-08-12,9,False
2016-08-13,10,False
2016-08-14,0,False
2016-08-15,91,False
2016-08-16,35,False
2016-08-17,26,False
2016-08-18,17,False
2016-08-19,9,False
2016-08-20,10,False
2016-08-21,10,False
2016-08-22,26,False
2016-08-23,17,False
2016-08-24,42,False
2016-08-25,41,False
2016-08-26,60,False
2016-08-27,10,False
2016-08-28,9,False
2016-08-29,72,False
2016-08-30,48,False
2016-08-31,56,False
2016-09-01,32,False
2016-09-02,33,False
2016-09-03,38,False
2016-09-04,0,False
2016-09-05,33,False
2016-09-06,16,False
2016-09-07,32,False
2016-09-08,24,False
2016-09-09,33,False
2016-09-10,19,False
2016-09-11,47,False
