date,Micron Technology,isPartial
2017-05-29,2,False
2017-05-30,21,False
2017-05-31,11,False
2017-06-01,12,False
2017-06-02,14,False
2017-06-03,2,False
2017-06-04,0,False
2017-06-05,8,False
2017-06-06,15,False
2017-06-07,9,False
2017-06-08,25,False
2017-06-09,28,False
2017-06-10,7,False
2017-06-11,9,False
2017-06-12,15,False
2017-06-13,9,False
2017-06-14,14,False
2017-06-15,8,False
2017-06-16,10,False
2017-06-17,5,False
2017-06-18,2,False
2017-06-19,6,False
2017-06-20,17,False
2017-06-21,9,False
2017-06-22,9,False
2017-06-23,14,False
2017-06-24,5,False
2017-06-25,5,False
2017-06-26,22,False
2017-06-27,14,False
2017-06-28,18,False
2017-06-29,60,False
2017-06-30,29,False
2017-07-01,14,False
2017-07-02,7,False
2017-07-03,8,False
2017-07-04,10,False
2017-07-05,12,False
2017-07-06,6,False
2017-07-07,10,False
2017-07-08,12,False
2017-07-09,2,False
2017-07-10,12,False
2017-07-11,22,False
2017-07-12,16,False
2017-07-13,12,False
2017-07-14,18,False
2017-07-15,14,False
2017-07-16,9,False
2017-07-17,14,False
2017-07-18,12,False
2017-07-19,16,False
2017-07-20,8,False
2017-07-21,12,False
2017-07-22,5,False
2017-07-23,0,False
2017-07-24,8,False
2017-07-25,23,False
2017-07-26,10,False
2017-07-27,19,False
2017-07-28,16,False
2017-07-29,5,False
2017-07-30,2,False
2017-07-31,12,False
2017-08-01,20,False
2017-08-02,17,False
2017-08-03,11,False
2017-08-04,18,False
2017-08-05,7,False
2017-08-06,0,False
2017-08-07,13,False
2017-08-08,9,False
2017-08-09,10,False
2017-08-10,17,False
2017-08-11,22,False
2017-08-12,16,False
2017-08-13,4,False
2017-08-14,21,False
2017-08-15,10,False
2017-08-16,11,False
2017-08-17,15,False
2017-08-18,10,False
2017-08-19,4,False
2017-08-20,4,False
2017-08-21,19,False
2017-08-22,21,False
2017-08-23,21,False
2017-08-24,17,False
2017-08-25,16,False
2017-08-26,9,False
2017-08-27,4,False
2017-08-28,10,False
2017-08-29,13,False
2017-08-30,11,False
2017-08-31,8,False
2017-09-01,14,False
2017-09-02,4,False
2017-09-03,9,False
2017-09-04,8,False
2017-09-05,6,False
2017-09-06,20,False
2017-09-07,11,False
2017-09-08,8,False
2017-09-09,0,False
2017-09-10,2,False
2017-09-11,22,False
2017-09-12,16,False
2017-09-13,22,False
2017-09-14,34,False
2017-09-15,12,False
2017-09-16,2,False
2017-09-17,8,False
2017-09-18,30,False
2017-09-19,17,False
2017-09-20,30,False
2017-09-21,9,False
2017-09-22,12,False
2017-09-23,9,False
2017-09-24,4,False
2017-09-25,17,False
2017-09-26,45,False
2017-09-27,35,False
2017-09-28,37,False
2017-09-29,37,False
2017-09-30,22,False
2017-10-01,13,False
2017-10-02,20,False
2017-10-03,15,False
2017-10-04,19,False
2017-10-05,26,False
2017-10-06,17,False
2017-10-07,17,False
2017-10-08,6,False
2017-10-09,18,False
2017-10-10,40,False
2017-10-11,44,False
2017-10-12,22,False
2017-10-13,23,False
2017-10-14,9,False
2017-10-15,6,False
2017-10-16,9,False
2017-10-17,40,False
2017-10-18,18,False
2017-10-19,9,False
2017-10-20,23,False
2017-10-21,13,False
2017-10-22,4,False
2017-10-23,16,False
2017-10-24,31,False
2017-10-25,20,False
2017-10-26,21,False
2017-10-27,21,False
2017-10-28,6,False
2017-10-29,12,False
2017-10-30,16,False
2017-10-31,26,False
2017-11-01,25,False
2017-11-02,19,False
2017-11-03,23,False
2017-11-04,8,False
2017-11-05,10,False
2017-11-06,16,False
2017-11-07,25,False
2017-11-08,24,False
2017-11-09,23,False
2017-11-10,17,False
2017-11-11,14,False
2017-11-12,10,False
2017-11-13,23,False
2017-11-14,21,False
2017-11-15,16,False
2017-11-16,25,False
2017-11-17,24,False
2017-11-18,8,False
2017-11-19,0,False
2017-11-20,36,False
2017-11-21,34,False
2017-11-22,29,False
2017-11-23,11,False
2017-11-24,9,False
2017-11-25,10,False
2017-11-26,6,False
2017-11-27,48,False
2017-11-28,23,False
2017-11-29,40,False
2017-11-30,41,False
2017-12-01,51,False
2017-12-02,21,False
2017-12-03,12,False
2017-12-04,25,False
2017-12-05,23,False
2017-12-06,27,False
2017-12-07,20,False
2017-12-08,32,False
2017-12-09,15,False
2017-12-10,10,False
2017-12-11,16,False
2017-12-12,29,False
2017-12-13,28,False
2017-12-14,18,False
2017-12-15,29,False
2017-12-16,6,False
2017-12-17,13,False
2017-12-18,16,False
2017-12-19,100,False
2017-12-20,57,False
2017-12-21,29,False
2017-12-22,27,False
2017-12-23,17,False
2017-12-24,2,False
2017-12-25,5,False
2017-12-26,26,False
2017-12-27,27,False
2017-12-28,31,False
2017-12-29,28,False
2017-12-30,9,False
2017-12-31,7,False
2018-01-01,9,False
2018-01-02,40,False
2018-01-03,43,False
2018-01-04,22,False
2018-01-05,32,False
2018-01-06,12,False
2018-01-07,8,False
2018-01-08,25,False
2018-01-09,38,False
2018-01-10,35,False
2018-01-11,32,False
2018-01-12,35,False
2018-01-13,8,False
2018-01-14,10,False
2018-01-15,19,False
2018-01-16,29,False
2018-01-17,22,False
2018-01-18,38,False
2018-01-19,35,False
2018-01-20,18,False
2018-01-21,10,False
2018-01-22,26,False
2018-01-23,22,False
2018-01-24,28,False
2018-01-25,16,False
2018-01-26,38,False
2018-01-27,4,False
2018-01-28,6,False
2018-01-29,22,False
2018-01-30,29,False
2018-01-31,26,False
2018-02-01,30,False
2018-02-02,35,False
2018-02-03,8,False
2018-02-04,18,False
2018-02-05,16,False
2018-02-06,29,False
2018-02-07,43,False
2018-02-08,19,False
2018-02-09,42,False
2018-02-10,6,False
2018-02-11,22,False
2018-02-12,16,False
2018-02-13,26,False
