date,Illumina,isPartial
2015-12-26,29,False
2015-12-27,23,False
2015-12-28,37,False
2015-12-29,41,False
2015-12-30,37,False
2015-12-31,31,False
2016-01-01,21,False
2016-01-02,14,False
2016-01-03,36,False
2016-01-04,44,False
2016-01-05,62,False
2016-01-06,38,False
2016-01-07,68,False
2016-01-08,44,False
2016-01-09,25,False
2016-01-10,29,False
2016-01-11,98,False
2016-01-12,69,False
2016-01-13,75,False
2016-01-14,61,False
2016-01-15,58,False
2016-01-16,33,False
2016-01-17,30,False
2016-01-18,52,False
2016-01-19,61,False
2016-01-20,48,False
2016-01-21,58,False
2016-01-22,49,False
2016-01-23,28,False
2016-01-24,37,False
2016-01-25,48,False
2016-01-26,54,False
2016-01-27,83,False
2016-01-28,69,False
2016-01-29,45,False
2016-01-30,31,False
2016-01-31,35,False
2016-02-01,52,False
2016-02-02,54,False
2016-02-03,75,False
2016-02-04,55,False
2016-02-05,50,False
2016-02-06,30,False
2016-02-07,31,False
2016-02-08,48,False
2016-02-09,62,False
2016-02-10,48,False
2016-02-11,51,False
2016-02-12,42,False
2016-02-13,31,False
2016-02-14,26,False
2016-02-15,59,False
2016-02-16,44,False
2016-02-17,67,False
2016-02-18,61,False
2016-02-19,55,False
2016-02-20,28,False
2016-02-21,30,False
2016-02-22,57,False
2016-02-23,47,False
2016-02-24,63,False
2016-02-25,58,False
2016-02-26,66,False
2016-02-27,34,False
2016-02-28,28,False
2016-02-29,53,False
2016-03-01,55,False
2016-03-02,62,False
2016-03-03,73,False
2016-03-04,62,False
2016-03-05,28,False
2016-03-06,23,False
2016-03-07,68,False
2016-03-08,56,False
2016-03-09,60,False
2016-03-10,59,False
2016-03-11,69,False
2016-03-12,27,False
2016-03-13,27,False
2016-03-14,51,False
2016-03-15,59,False
2016-03-16,48,False
2016-03-17,46,False
2016-03-18,57,False
2016-03-19,30,False
2016-03-20,34,False
2016-03-21,56,False
2016-03-22,51,False
2016-03-23,56,False
2016-03-24,57,False
2016-03-25,37,False
2016-03-26,22,False
2016-03-27,23,False
