date,Illumina,isPartial
2016-05-04,49,False
2016-05-05,50,False
2016-05-06,46,False
2016-05-07,32,False
2016-05-08,19,False
2016-05-09,44,False
2016-05-10,58,False
2016-05-11,58,False
2016-05-12,59,False
2016-05-13,50,False
2016-05-14,23,False
2016-05-15,29,False
2016-05-16,52,False
2016-05-17,54,False
2016-05-18,48,False
2016-05-19,42,False
2016-05-20,38,False
2016-05-21,25,False
2016-05-22,22,False
2016-05-23,47,False
2016-05-24,48,False
2016-05-25,49,False
2016-05-26,49,False
2016-05-27,44,False
2016-05-28,18,False
2016-05-29,26,False
2016-05-30,32,False
2016-05-31,48,False
2016-06-01,38,False
2016-06-02,51,False
2016-06-03,51,False
2016-06-04,27,False
2016-06-05,18,False
2016-06-06,41,False
2016-06-07,57,False
2016-06-08,51,False
2016-06-09,51,False
2016-06-10,41,False
2016-06-11,27,False
2016-06-12,20,False
2016-06-13,42,False
2016-06-14,45,False
2016-06-15,50,False
2016-06-16,43,False
2016-06-17,50,False
2016-06-18,26,False
2016-06-19,22,False
2016-06-20,46,False
2016-06-21,50,False
2016-06-22,55,False
2016-06-23,62,False
2016-06-24,44,False
2016-06-25,29,False
2016-06-26,20,False
2016-06-27,39,False
2016-06-28,48,False
2016-06-29,43,False
2016-06-30,41,False
2016-07-01,42,False
2016-07-02,23,False
2016-07-03,26,False
2016-07-04,32,False
2016-07-05,55,False
2016-07-06,48,False
2016-07-07,50,False
2016-07-08,46,False
2016-07-09,21,False
2016-07-10,24,False
2016-07-11,43,False
2016-07-12,47,False
2016-07-13,44,False
2016-07-14,39,False
2016-07-15,34,False
2016-07-16,28,False
2016-07-17,26,False
2016-07-18,34,False
2016-07-19,40,False
2016-07-20,42,False
2016-07-21,45,False
2016-07-22,42,False
2016-07-23,23,False
2016-07-24,27,False
2016-07-25,35,False
2016-07-26,48,False
2016-07-27,57,False
2016-07-28,52,False
2016-07-29,39,False
2016-07-30,21,False
2016-07-31,22,False
2016-08-01,47,False
2016-08-02,49,False
2016-08-03,55,False
2016-08-04,42,False
2016-08-05,38,False
2016-08-06,22,False
2016-08-07,20,False
2016-08-08,49,False
2016-08-09,48,False
2016-08-10,34,False
2016-08-11,41,False
2016-08-12,39,False
2016-08-13,19,False
2016-08-14,18,False
2016-08-15,47,False
2016-08-16,40,False
2016-08-17,40,False
2016-08-18,65,False
2016-08-19,53,False
2016-08-20,30,False
2016-08-21,27,False
2016-08-22,44,False
2016-08-23,52,False
2016-08-24,44,False
2016-08-25,48,False
2016-08-26,49,False
2016-08-27,23,False
2016-08-28,26,False
2016-08-29,37,False
2016-08-30,54,False
2016-08-31,56,False
2016-09-01,55,False
2016-09-02,44,False
2016-09-03,26,False
2016-09-04,23,False
2016-09-05,43,False
2016-09-06,49,False
2016-09-07,52,False
