date,Illumina,isPartial
2018-02-13,90,False
2018-02-14,69,False
2018-02-15,73,False
2018-02-16,88,False
2018-02-17,56,False
2018-02-18,46,False
2018-02-19,71,False
2018-02-20,72,False
2018-02-21,82,False
2018-02-22,84,False
2018-02-23,66,False
2018-02-24,42,False
2018-02-25,37,False
2018-02-26,68,False
2018-02-27,78,False
2018-02-28,87,False
2018-03-01,74,False
2018-03-02,70,False
2018-03-03,48,False
2018-03-04,41,False
2018-03-05,76,False
2018-03-06,87,False
2018-03-07,96,False
2018-03-08,73,False
2018-03-09,82,False
2018-03-10,50,False
2018-03-11,43,False
2018-03-12,88,False
2018-03-13,78,False
2018-03-14,87,False
2018-03-15,87,False
2018-03-16,66,False
2018-03-17,47,False
2018-03-18,40,False
2018-03-19,66,False
2018-03-20,84,False
2018-03-21,71,False
2018-03-22,80,False
2018-03-23,69,False
2018-03-24,36,False
2018-03-25,56,False
2018-03-26,81,False
2018-03-27,77,False
2018-03-28,66,False
2018-03-29,81,False
2018-03-30,62,False
2018-03-31,26,False
2018-04-01,40,False
2018-04-02,55,False
2018-04-03,60,False
2018-04-04,81,False
2018-04-05,74,False
2018-04-06,67,False
2018-04-07,49,False
2018-04-08,31,False
2018-04-09,74,False
2018-04-10,87,False
2018-04-11,69,False
2018-04-12,77,False
2018-04-13,79,False
2018-04-14,54,False
2018-04-15,46,False
2018-04-16,83,False
2018-04-17,90,False
2018-04-18,91,False
2018-04-19,71,False
2018-04-20,100,False
2018-04-21,40,False
2018-04-22,52,False
2018-04-23,78,False
2018-04-24,89,False
2018-04-25,91,False
2018-04-26,69,False
2018-04-27,79,False
2018-04-28,48,False
2018-04-29,50,False
2018-04-30,68,False
2018-05-01,71,False
2018-05-02,80,False
2018-05-03,81,False
2018-05-04,70,False
2018-05-05,44,False
2018-05-06,51,False
2018-05-07,81,False
2018-05-08,92,False
2018-05-09,82,False
2018-05-10,80,False
2018-05-11,90,False
2018-05-12,43,False
2018-05-13,46,False
2018-05-14,78,False
2018-05-15,87,False
2018-05-16,89,False
2018-05-17,94,False
2018-05-18,69,False
2018-05-19,46,False
2018-05-20,46,False
2018-05-21,64,False
2018-05-22,82,False
2018-05-23,85,False
2018-05-24,78,False
2018-05-25,66,False
2018-05-26,46,False
2018-05-27,38,False
2018-05-28,55,False
2018-05-29,68,False
2018-05-30,79,False
2018-05-31,89,False
2018-06-01,59,False
2018-06-02,36,False
2018-06-03,39,False
2018-06-04,69,False
2018-06-05,84,False
2018-06-06,62,False
2018-06-07,87,False
2018-06-08,76,False
2018-06-09,39,False
2018-06-10,37,False
2018-06-11,83,False
2018-06-12,71,False
2018-06-13,89,False
2018-06-14,64,False
2018-06-15,60,False
2018-06-16,34,False
2018-06-17,38,False
2018-06-18,71,False
2018-06-19,87,False
2018-06-20,80,False
2018-06-21,65,False
2018-06-22,67,False
2018-06-23,29,False
2018-06-24,29,False
2018-06-25,83,False
2018-06-26,79,False
2018-06-27,87,False
2018-06-28,77,False
