date,Illumina,isPartial
2011-05-11,29,False
2011-05-12,16,False
2011-05-13,19,False
2011-05-14,4,False
2011-05-15,5,False
2011-05-16,18,False
2011-05-17,24,False
2011-05-18,24,False
2011-05-19,20,False
2011-05-20,23,False
2011-05-21,6,False
2011-05-22,15,False
2011-05-23,28,False
2011-05-24,25,False
2011-05-25,13,False
2011-05-26,26,False
2011-05-27,19,False
2011-05-28,7,False
2011-05-29,13,False
2011-05-30,17,False
2011-05-31,30,False
2011-06-01,18,False
2011-06-02,20,False
2011-06-03,21,False
2011-06-04,9,False
2011-06-05,10,False
2011-06-06,21,False
2011-06-07,33,False
2011-06-08,25,False
2011-06-09,17,False
2011-06-10,22,False
2011-06-11,12,False
2011-06-12,10,False
2011-06-13,22,False
2011-06-14,25,False
2011-06-15,25,False
2011-06-16,22,False
2011-06-17,6,False
2011-06-18,12,False
2011-06-19,12,False
2011-06-20,13,False
2011-06-21,18,False
2011-06-22,22,False
2011-06-23,26,False
2011-06-24,30,False
2011-06-25,10,False
2011-06-26,8,False
2011-06-27,29,False
2011-06-28,18,False
2011-06-29,24,False
2011-06-30,18,False
2011-07-01,21,False
2011-07-02,14,False
2011-07-03,16,False
2011-07-04,16,False
2011-07-05,22,False
2011-07-06,35,False
2011-07-07,19,False
2011-07-08,17,False
2011-07-09,17,False
2011-07-10,1,False
2011-07-11,29,False
2011-07-12,27,False
2011-07-13,17,False
2011-07-14,23,False
2011-07-15,24,False
2011-07-16,14,False
2011-07-17,7,False
2011-07-18,17,False
2011-07-19,16,False
2011-07-20,12,False
2011-07-21,17,False
2011-07-22,16,False
2011-07-23,8,False
2011-07-24,7,False
2011-07-25,31,False
2011-07-26,15,False
2011-07-27,20,False
2011-07-28,15,False
2011-07-29,21,False
2011-07-30,8,False
2011-07-31,7,False
2011-08-01,16,False
2011-08-02,19,False
2011-08-03,22,False
2011-08-04,24,False
2011-08-05,13,False
2011-08-06,8,False
2011-08-07,9,False
2011-08-08,27,False
2011-08-09,25,False
2011-08-10,19,False
2011-08-11,16,False
2011-08-12,15,False
2011-08-13,7,False
2011-08-14,12,False
2011-08-15,23,False
2011-08-16,21,False
2011-08-17,22,False
2011-08-18,25,False
2011-08-19,27,False
2011-08-20,12,False
2011-08-21,16,False
2011-08-22,29,False
2011-08-23,23,False
2011-08-24,17,False
2011-08-25,21,False
2011-08-26,14,False
2011-08-27,12,False
2011-08-28,8,False
2011-08-29,19,False
2011-08-30,21,False
2011-08-31,17,False
2011-09-01,26,False
2011-09-02,36,False
2011-09-03,13,False
2011-09-04,20,False
2011-09-05,18,False
2011-09-06,22,False
2011-09-07,27,False
2011-09-08,31,False
2011-09-09,17,False
2011-09-10,15,False
2011-09-11,10,False
2011-09-12,20,False
2011-09-13,28,False
2011-09-14,21,False
2011-09-15,23,False
2011-09-16,14,False
2011-09-17,10,False
2011-09-18,11,False
2011-09-19,24,False
2011-09-20,26,False
2011-09-21,15,False
2011-09-22,28,False
2011-09-23,19,False
2011-09-24,5,False
2011-09-25,16,False
2011-09-26,34,False
2011-09-27,28,False
2011-09-28,25,False
2011-09-29,21,False
2011-09-30,21,False
2011-10-01,9,False
2011-10-02,17,False
2011-10-03,18,False
2011-10-04,16,False
2011-10-05,31,False
2011-10-06,14,False
2011-10-07,23,False
2011-10-08,6,False
2011-10-09,13,False
2011-10-10,23,False
2011-10-11,24,False
2011-10-12,27,False
2011-10-13,20,False
2011-10-14,24,False
2011-10-15,12,False
2011-10-16,8,False
2011-10-17,21,False
2011-10-18,32,False
2011-10-19,14,False
2011-10-20,19,False
2011-10-21,16,False
2011-10-22,6,False
2011-10-23,13,False
2011-10-24,31,False
2011-10-25,26,False
2011-10-26,36,False
2011-10-27,22,False
2011-10-28,27,False
2011-10-29,11,False
2011-10-30,11,False
2011-10-31,16,False
2011-11-01,31,False
2011-11-02,19,False
