date,Illumina,isPartial
2015-08-18,57,False
2015-08-19,39,False
2015-08-20,49,False
2015-08-21,49,False
2015-08-22,15,False
2015-08-23,30,False
2015-08-24,60,False
2015-08-25,55,False
2015-08-26,42,False
2015-08-27,41,False
2015-08-28,32,False
2015-08-29,38,False
2015-08-30,20,False
2015-08-31,47,False
2015-09-01,40,False
2015-09-02,53,False
2015-09-03,47,False
2015-09-04,49,False
2015-09-05,26,False
2015-09-06,41,False
2015-09-07,41,False
2015-09-08,45,False
2015-09-09,66,False
2015-09-10,51,False
2015-09-11,58,False
2015-09-12,43,False
2015-09-13,29,False
2015-09-14,51,False
2015-09-15,50,False
2015-09-16,52,False
2015-09-17,33,False
2015-09-18,52,False
2015-09-19,34,False
2015-09-20,26,False
2015-09-21,54,False
2015-09-22,59,False
2015-09-23,44,False
2015-09-24,57,False
2015-09-25,45,False
2015-09-26,32,False
2015-09-27,22,False
2015-09-28,45,False
2015-09-29,48,False
2015-09-30,59,False
2015-10-01,54,False
2015-10-02,49,False
2015-10-03,22,False
2015-10-04,24,False
2015-10-05,46,False
2015-10-06,61,False
2015-10-07,48,False
2015-10-08,51,False
2015-10-09,46,False
2015-10-10,29,False
2015-10-11,28,False
2015-10-12,52,False
2015-10-13,45,False
2015-10-14,45,False
2015-10-15,42,False
2015-10-16,38,False
2015-10-17,26,False
2015-10-18,28,False
2015-10-19,53,False
2015-10-20,58,False
2015-10-21,57,False
2015-10-22,46,False
2015-10-23,44,False
2015-10-24,30,False
2015-10-25,32,False
2015-10-26,49,False
2015-10-27,53,False
2015-10-28,38,False
2015-10-29,45,False
2015-10-30,47,False
2015-10-31,18,False
2015-11-01,21,False
2015-11-02,48,False
2015-11-03,65,False
2015-11-04,51,False
2015-11-05,48,False
2015-11-06,57,False
2015-11-07,30,False
2015-11-08,29,False
2015-11-09,47,False
2015-11-10,46,False
2015-11-11,39,False
2015-11-12,57,False
2015-11-13,54,False
2015-11-14,27,False
2015-11-15,26,False
2015-11-16,37,False
2015-11-17,70,False
2015-11-18,53,False
2015-11-19,51,False
2015-11-20,49,False
2015-11-21,32,False
2015-11-22,23,False
2015-11-23,58,False
2015-11-24,58,False
2015-11-25,43,False
2015-11-26,27,False
2015-11-27,27,False
2015-11-28,28,False
2015-11-29,22,False
2015-11-30,44,False
2015-12-01,50,False
2015-12-02,47,False
2015-12-03,43,False
2015-12-04,54,False
2015-12-05,28,False
2015-12-06,36,False
2015-12-07,49,False
2015-12-08,49,False
2015-12-09,48,False
2015-12-10,55,False
2015-12-11,51,False
2015-12-12,29,False
2015-12-13,28,False
2015-12-14,49,False
2015-12-15,49,False
2015-12-16,38,False
2015-12-17,39,False
2015-12-18,43,False
2015-12-19,24,False
2015-12-20,30,False
2015-12-21,40,False
2015-12-22,29,False
2015-12-23,33,False
2015-12-24,27,False
2015-12-25,35,False
2015-12-26,19,False
2015-12-27,22,False
