date,Illumina,isPartial
2012-01-26,100,False
2012-01-27,71,False
2012-01-28,17,False
2012-01-29,24,False
2012-01-30,37,False
2012-01-31,56,False
2012-02-01,45,False
2012-02-02,44,False
2012-02-03,43,False
2012-02-04,16,False
2012-02-05,11,False
2012-02-06,40,False
2012-02-07,37,False
2012-02-08,43,False
2012-02-09,39,False
2012-02-10,37,False
2012-02-11,18,False
2012-02-12,18,False
2012-02-13,36,False
2012-02-14,50,False
2012-02-15,39,False
2012-02-16,45,False
2012-02-17,42,False
2012-02-18,23,False
2012-02-19,26,False
2012-02-20,23,False
2012-02-21,43,False
2012-02-22,42,False
2012-02-23,32,False
2012-02-24,36,False
2012-02-25,30,False
2012-02-26,19,False
2012-02-27,44,False
2012-02-28,43,False
2012-02-29,49,False
2012-03-01,43,False
2012-03-02,36,False
2012-03-03,29,False
2012-03-04,16,False
2012-03-05,34,False
2012-03-06,34,False
2012-03-07,40,False
2012-03-08,35,False
2012-03-09,25,False
2012-03-10,11,False
2012-03-11,22,False
2012-03-12,25,False
2012-03-13,40,False
2012-03-14,28,False
2012-03-15,50,False
2012-03-16,30,False
2012-03-17,16,False
2012-03-18,21,False
2012-03-19,22,False
2012-03-20,30,False
2012-03-21,36,False
2012-03-22,32,False
2012-03-23,44,False
2012-03-24,10,False
2012-03-25,18,False
2012-03-26,41,False
2012-03-27,33,False
2012-03-28,40,False
2012-03-29,42,False
2012-03-30,27,False
2012-03-31,24,False
2012-04-01,18,False
2012-04-02,35,False
2012-04-03,54,False
2012-04-04,34,False
2012-04-05,40,False
2012-04-06,37,False
2012-04-07,17,False
2012-04-08,12,False
2012-04-09,38,False
2012-04-10,29,False
2012-04-11,41,False
2012-04-12,36,False
2012-04-13,42,False
2012-04-14,16,False
2012-04-15,11,False
2012-04-16,43,False
2012-04-17,41,False
2012-04-18,57,False
2012-04-19,40,False
2012-04-20,47,False
2012-04-21,13,False
2012-04-22,25,False
2012-04-23,45,False
2012-04-24,28,False
2012-04-25,46,False
2012-04-26,43,False
2012-04-27,29,False
2012-04-28,18,False
2012-04-29,25,False
2012-04-30,30,False
2012-05-01,38,False
2012-05-02,29,False
2012-05-03,23,False
2012-05-04,29,False
2012-05-05,14,False
2012-05-06,9,False
2012-05-07,38,False
2012-05-08,34,False
2012-05-09,39,False
2012-05-10,34,False
2012-05-11,32,False
2012-05-12,11,False
2012-05-13,19,False
2012-05-14,24,False
2012-05-15,36,False
2012-05-16,42,False
2012-05-17,27,False
2012-05-18,28,False
2012-05-19,16,False
2012-05-20,11,False
2012-05-21,40,False
2012-05-22,42,False
2012-05-23,26,False
2012-05-24,35,False
2012-05-25,19,False
2012-05-26,13,False
2012-05-27,10,False
2012-05-28,19,False
2012-05-29,39,False
2012-05-30,34,False
2012-05-31,30,False
2012-06-01,22,False
2012-06-02,20,False
2012-06-03,18,False
2012-06-04,30,False
2012-06-05,37,False
2012-06-06,36,False
2012-06-07,26,False
2012-06-08,30,False
2012-06-09,13,False
2012-06-10,14,False
2012-06-11,33,False
2012-06-12,31,False
2012-06-13,27,False
2012-06-14,34,False
2012-06-15,28,False
2012-06-16,19,False
2012-06-17,19,False
2012-06-18,40,False
2012-06-19,41,False
2012-06-20,46,False
2012-06-21,20,False
2012-06-22,35,False
2012-06-23,12,False
2012-06-24,18,False
2012-06-25,36,False
2012-06-26,37,False
2012-06-27,24,False
2012-06-28,39,False
2012-06-29,21,False
2012-06-30,13,False
2012-07-01,15,False
2012-07-02,27,False
2012-07-03,37,False
2012-07-04,26,False
2012-07-05,27,False
2012-07-06,36,False
2012-07-07,22,False
2012-07-08,19,False
2012-07-09,32,False
2012-07-10,40,False
2012-07-11,34,False
2012-07-12,31,False
2012-07-13,36,False
2012-07-14,15,False
2012-07-15,23,False
2012-07-16,38,False
2012-07-17,26,False
2012-07-18,37,False
2012-07-19,44,False
2012-07-20,26,False
2012-07-21,12,False
2012-07-22,18,False
2012-07-23,32,False
2012-07-24,38,False
2012-07-25,19,False
2012-07-26,32,False
2012-07-27,22,False
2012-07-28,16,False
2012-07-29,8,False
2012-07-30,29,False
2012-07-31,27,False
2012-08-01,33,False
2012-08-02,28,False
2012-08-03,29,False
2012-08-04,20,False
2012-08-05,10,False
2012-08-06,28,False
2012-08-07,26,False
2012-08-08,18,False
2012-08-09,30,False
2012-08-10,23,False
2012-08-11,11,False
2012-08-12,21,False
2012-08-13,32,False
2012-08-14,40,False
2012-08-15,34,False
2012-08-16,31,False
2012-08-17,28,False
2012-08-18,15,False
2012-08-19,8,False
2012-08-20,40,False
2012-08-21,26,False
2012-08-22,34,False
2012-08-23,33,False
2012-08-24,37,False
2012-08-25,18,False
2012-08-26,11,False
2012-08-27,47,False
2012-08-28,42,False
2012-08-29,47,False
2012-08-30,47,False
2012-08-31,44,False
2012-09-01,18,False
2012-09-02,24,False
2012-09-03,33,False
2012-09-04,47,False
2012-09-05,50,False
2012-09-06,49,False
2012-09-07,59,False
2012-09-08,41,False
2012-09-09,22,False
2012-09-10,47,False
2012-09-11,49,False
2012-09-12,41,False
2012-09-13,42,False
2012-09-14,29,False
2012-09-15,15,False
2012-09-16,29,False
2012-09-17,36,False
2012-09-18,34,False
2012-09-19,39,False
2012-09-20,41,False
2012-09-21,49,False
2012-09-22,20,False
2012-09-23,21,False
2012-09-24,39,False
2012-09-25,40,False
2012-09-26,35,False
2012-09-27,22,False
2012-09-28,46,False
2012-09-29,34,False
2012-09-30,27,False
2012-10-01,45,False
2012-10-02,60,False
2012-10-03,34,False
2012-10-04,48,False
2012-10-05,20,False
2012-10-06,27,False
2012-10-07,13,False
2012-10-08,34,False
2012-10-09,38,False
2012-10-10,51,False
2012-10-11,36,False
2012-10-12,35,False
