date,Illumina,isPartial
2015-04-10,61,False
2015-04-11,40,False
2015-04-12,42,False
2015-04-13,74,False
2015-04-14,70,False
2015-04-15,51,False
2015-04-16,80,False
2015-04-17,69,False
2015-04-18,35,False
2015-04-19,39,False
2015-04-20,63,False
2015-04-21,82,False
2015-04-22,81,False
2015-04-23,53,False
2015-04-24,66,False
2015-04-25,22,False
2015-04-26,49,False
2015-04-27,71,False
2015-04-28,52,False
2015-04-29,97,False
2015-04-30,57,False
2015-05-01,45,False
2015-05-02,29,False
2015-05-03,28,False
2015-05-04,73,False
2015-05-05,72,False
2015-05-06,77,False
2015-05-07,82,False
2015-05-08,53,False
2015-05-09,34,False
2015-05-10,35,False
2015-05-11,59,False
2015-05-12,59,False
2015-05-13,84,False
2015-05-14,61,False
2015-05-15,61,False
2015-05-16,27,False
2015-05-17,29,False
2015-05-18,63,False
2015-05-19,59,False
2015-05-20,59,False
2015-05-21,63,False
2015-05-22,58,False
2015-05-23,21,False
2015-05-24,34,False
2015-05-25,49,False
2015-05-26,54,False
2015-05-27,70,False
2015-05-28,59,False
2015-05-29,67,False
2015-05-30,36,False
2015-05-31,27,False
2015-06-01,77,False
2015-06-02,49,False
2015-06-03,76,False
2015-06-04,53,False
2015-06-05,71,False
2015-06-06,50,False
2015-06-07,37,False
2015-06-08,68,False
2015-06-09,70,False
2015-06-10,88,False
2015-06-11,72,False
2015-06-12,68,False
2015-06-13,47,False
2015-06-14,38,False
2015-06-15,57,False
2015-06-16,72,False
2015-06-17,60,False
2015-06-18,66,False
2015-06-19,47,False
2015-06-20,39,False
2015-06-21,42,False
2015-06-22,74,False
2015-06-23,59,False
2015-06-24,60,False
2015-06-25,78,False
2015-06-26,59,False
2015-06-27,31,False
2015-06-28,26,False
2015-06-29,68,False
2015-06-30,45,False
2015-07-01,37,False
2015-07-02,55,False
2015-07-03,40,False
2015-07-04,21,False
2015-07-05,33,False
2015-07-06,58,False
2015-07-07,64,False
2015-07-08,55,False
2015-07-09,78,False
2015-07-10,71,False
2015-07-11,23,False
2015-07-12,29,False
2015-07-13,70,False
2015-07-14,67,False
2015-07-15,65,False
2015-07-16,64,False
2015-07-17,72,False
2015-07-18,34,False
2015-07-19,55,False
2015-07-20,62,False
2015-07-21,72,False
2015-07-22,68,False
