date,Illumina,isPartial
2017-01-19,71,False
2017-01-20,63,False
2017-01-21,37,False
2017-01-22,42,False
2017-01-23,60,False
2017-01-24,82,False
2017-01-25,80,False
2017-01-26,73,False
2017-01-27,58,False
2017-01-28,36,False
2017-01-29,46,False
2017-01-30,62,False
2017-01-31,68,False
2017-02-01,70,False
2017-02-02,71,False
2017-02-03,53,False
2017-02-04,41,False
2017-02-05,40,False
2017-02-06,63,False
2017-02-07,78,False
2017-02-08,80,False
2017-02-09,68,False
2017-02-10,58,False
2017-02-11,23,False
2017-02-12,40,False
2017-02-13,58,False
2017-02-14,83,False
2017-02-15,67,False
2017-02-16,71,False
2017-02-17,61,False
2017-02-18,35,False
2017-02-19,37,False
2017-02-20,50,False
2017-02-21,74,False
2017-02-22,61,False
2017-02-23,71,False
2017-02-24,59,False
2017-02-25,34,False
2017-02-26,37,False
2017-02-27,53,False
2017-02-28,81,False
2017-03-01,61,False
2017-03-02,76,False
2017-03-03,64,False
2017-03-04,39,False
2017-03-05,33,False
2017-03-06,78,False
2017-03-07,57,False
2017-03-08,63,False
2017-03-09,67,False
2017-03-10,65,False
2017-03-11,39,False
2017-03-12,37,False
2017-03-13,83,False
2017-03-14,68,False
2017-03-15,72,False
2017-03-16,66,False
2017-03-17,54,False
2017-03-18,44,False
2017-03-19,35,False
2017-03-20,75,False
2017-03-21,76,False
2017-03-22,69,False
2017-03-23,71,False
2017-03-24,72,False
2017-03-25,31,False
2017-03-26,33,False
2017-03-27,78,False
2017-03-28,78,False
2017-03-29,71,False
2017-03-30,83,False
2017-03-31,73,False
2017-04-01,45,False
2017-04-02,43,False
2017-04-03,71,False
2017-04-04,64,False
2017-04-05,90,False
2017-04-06,61,False
2017-04-07,62,False
2017-04-08,40,False
2017-04-09,43,False
2017-04-10,55,False
2017-04-11,85,False
2017-04-12,60,False
2017-04-13,79,False
2017-04-14,54,False
2017-04-15,32,False
2017-04-16,35,False
2017-04-17,36,False
2017-04-18,72,False
2017-04-19,65,False
2017-04-20,75,False
2017-04-21,72,False
2017-04-22,41,False
2017-04-23,38,False
2017-04-24,65,False
2017-04-25,100,False
2017-04-26,79,False
2017-04-27,73,False
2017-04-28,63,False
2017-04-29,42,False
2017-04-30,25,False
2017-05-01,49,False
2017-05-02,67,False
2017-05-03,78,False
2017-05-04,81,False
2017-05-05,59,False
2017-05-06,31,False
2017-05-07,35,False
2017-05-08,51,False
2017-05-09,70,False
2017-05-10,63,False
2017-05-11,70,False
2017-05-12,79,False
2017-05-13,32,False
2017-05-14,50,False
2017-05-15,75,False
2017-05-16,64,False
2017-05-17,63,False
2017-05-18,65,False
2017-05-19,70,False
2017-05-20,40,False
2017-05-21,25,False
2017-05-22,55,False
2017-05-23,66,False
2017-05-24,68,False
2017-05-25,56,False
2017-05-26,50,False
2017-05-27,30,False
2017-05-28,30,False
2017-05-29,39,False
2017-05-30,62,False
2017-05-31,68,False
2017-06-01,54,False
2017-06-02,56,False
2017-06-03,35,False
2017-06-04,32,False
2017-06-05,48,False
2017-06-06,61,False
2017-06-07,70,False
2017-06-08,56,False
2017-06-09,61,False
2017-06-10,29,False
2017-06-11,36,False
2017-06-12,61,False
2017-06-13,64,False
2017-06-14,63,False
2017-06-15,68,False
2017-06-16,70,False
2017-06-17,62,False
2017-06-18,21,False
2017-06-19,62,False
2017-06-20,64,False
2017-06-21,62,False
2017-06-22,63,False
2017-06-23,76,False
2017-06-24,47,False
2017-06-25,37,False
2017-06-26,81,False
2017-06-27,63,False
2017-06-28,71,False
2017-06-29,59,False
2017-06-30,55,False
2017-07-01,46,False
2017-07-02,25,False
2017-07-03,69,False
2017-07-04,46,False
2017-07-05,76,False
2017-07-06,59,False
2017-07-07,58,False
2017-07-08,33,False
2017-07-09,33,False
2017-07-10,63,False
2017-07-11,57,False
2017-07-12,81,False
2017-07-13,70,False
2017-07-14,65,False
2017-07-15,43,False
2017-07-16,36,False
2017-07-17,43,False
2017-07-18,76,False
2017-07-19,76,False
2017-07-20,50,False
2017-07-21,61,False
2017-07-22,25,False
2017-07-23,40,False
2017-07-24,70,False
2017-07-25,60,False
2017-07-26,61,False
2017-07-27,71,False
2017-07-28,63,False
2017-07-29,38,False
2017-07-30,44,False
2017-07-31,65,False
2017-08-01,67,False
2017-08-02,84,False
2017-08-03,91,False
2017-08-04,76,False
2017-08-05,43,False
2017-08-06,30,False
2017-08-07,70,False
2017-08-08,76,False
2017-08-09,64,False
2017-08-10,88,False
2017-08-11,68,False
2017-08-12,52,False
2017-08-13,34,False
2017-08-14,67,False
2017-08-15,54,False
2017-08-16,50,False
2017-08-17,63,False
2017-08-18,53,False
2017-08-19,32,False
2017-08-20,37,False
2017-08-21,61,False
2017-08-22,53,False
2017-08-23,69,False
2017-08-24,51,False
2017-08-25,60,False
2017-08-26,43,False
2017-08-27,36,False
2017-08-28,74,False
2017-08-29,63,False
2017-08-30,62,False
2017-08-31,66,False
2017-09-01,56,False
2017-09-02,40,False
2017-09-03,43,False
2017-09-04,50,False
2017-09-05,70,False
2017-09-06,64,False
2017-09-07,87,False
2017-09-08,65,False
2017-09-09,36,False
2017-09-10,27,False
2017-09-11,78,False
2017-09-12,44,False
2017-09-13,66,False
2017-09-14,62,False
2017-09-15,66,False
2017-09-16,38,False
2017-09-17,30,False
2017-09-18,71,False
2017-09-19,73,False
2017-09-20,64,False
2017-09-21,68,False
2017-09-22,65,False
2017-09-23,41,False
2017-09-24,34,False
2017-09-25,69,False
2017-09-26,74,False
2017-09-27,66,False
2017-09-28,62,False
2017-09-29,71,False
2017-09-30,38,False
2017-10-01,44,False
2017-10-02,66,False
2017-10-03,72,False
2017-10-04,72,False
2017-10-05,77,False
2017-10-06,53,False
