date,Illumina,isPartial
2013-02-19,43,False
2013-02-20,47,False
2013-02-21,59,False
2013-02-22,40,False
2013-02-23,29,False
2013-02-24,20,False
2013-02-25,47,False
2013-02-26,56,False
2013-02-27,43,False
2013-02-28,49,False
2013-03-01,35,False
2013-03-02,34,False
2013-03-03,25,False
2013-03-04,40,False
2013-03-05,52,False
2013-03-06,43,False
2013-03-07,45,False
2013-03-08,41,False
2013-03-09,23,False
2013-03-10,30,False
2013-03-11,35,False
2013-03-12,40,False
2013-03-13,23,False
2013-03-14,48,False
2013-03-15,47,False
2013-03-16,20,False
2013-03-17,20,False
2013-03-18,49,False
2013-03-19,48,False
2013-03-20,38,False
2013-03-21,56,False
2013-03-22,49,False
2013-03-23,23,False
2013-03-24,25,False
2013-03-25,43,False
2013-03-26,42,False
2013-03-27,41,False
2013-03-28,58,False
2013-03-29,40,False
2013-03-30,15,False
2013-03-31,23,False
2013-04-01,37,False
2013-04-02,39,False
2013-04-03,55,False
2013-04-04,37,False
2013-04-05,42,False
2013-04-06,23,False
2013-04-07,14,False
2013-04-08,43,False
2013-04-09,50,False
2013-04-10,31,False
2013-04-11,43,False
2013-04-12,42,False
2013-04-13,20,False
2013-04-14,19,False
2013-04-15,45,False
2013-04-16,60,False
2013-04-17,52,False
2013-04-18,51,False
2013-04-19,39,False
2013-04-20,19,False
2013-04-21,23,False
2013-04-22,47,False
2013-04-23,47,False
2013-04-24,34,False
2013-04-25,38,False
2013-04-26,45,False
2013-04-27,31,False
2013-04-28,32,False
2013-04-29,48,False
2013-04-30,44,False
2013-05-01,46,False
2013-05-02,43,False
2013-05-03,48,False
2013-05-04,19,False
2013-05-05,32,False
2013-05-06,51,False
2013-05-07,38,False
2013-05-08,42,False
2013-05-09,41,False
2013-05-10,50,False
2013-05-11,15,False
2013-05-12,29,False
2013-05-13,31,False
2013-05-14,45,False
2013-05-15,51,False
2013-05-16,59,False
2013-05-17,43,False
2013-05-18,38,False
2013-05-19,25,False
2013-05-20,46,False
2013-05-21,53,False
2013-05-22,38,False
