date,Illumina,isPartial
2016-09-11,32,False
2016-09-12,48,False
2016-09-13,45,False
2016-09-14,50,False
2016-09-15,43,False
2016-09-16,41,False
2016-09-17,29,False
2016-09-18,26,False
2016-09-19,43,False
2016-09-20,49,False
2016-09-21,46,False
2016-09-22,51,False
2016-09-23,44,False
2016-09-24,27,False
2016-09-25,31,False
2016-09-26,48,False
2016-09-27,57,False
2016-09-28,50,False
2016-09-29,57,False
2016-09-30,49,False
2016-10-01,41,False
2016-10-02,33,False
2016-10-03,49,False
2016-10-04,49,False
2016-10-05,40,False
2016-10-06,48,False
2016-10-07,40,False
2016-10-08,24,False
2016-10-09,27,False
2016-10-10,58,False
2016-10-11,100,False
2016-10-12,68,False
2016-10-13,49,False
2016-10-14,45,False
2016-10-15,32,False
2016-10-16,25,False
2016-10-17,45,False
2016-10-18,50,False
2016-10-19,49,False
2016-10-20,46,False
2016-10-21,47,False
2016-10-22,31,False
2016-10-23,24,False
2016-10-24,56,False
2016-10-25,47,False
2016-10-26,56,False
2016-10-27,54,False
2016-10-28,50,False
2016-10-29,27,False
2016-10-30,20,False
2016-10-31,44,False
2016-11-01,53,False
2016-11-02,59,False
2016-11-03,63,False
2016-11-04,45,False
2016-11-05,31,False
2016-11-06,26,False
2016-11-07,52,False
2016-11-08,45,False
2016-11-09,56,False
2016-11-10,55,False
2016-11-11,41,False
2016-11-12,26,False
2016-11-13,29,False
2016-11-14,53,False
2016-11-15,57,False
2016-11-16,45,False
2016-11-17,56,False
2016-11-18,46,False
2016-11-19,28,False
2016-11-20,26,False
2016-11-21,49,False
2016-11-22,54,False
2016-11-23,49,False
2016-11-24,45,False
2016-11-25,38,False
2016-11-26,29,False
2016-11-27,31,False
2016-11-28,47,False
2016-11-29,57,False
2016-11-30,46,False
2016-12-01,54,False
2016-12-02,47,False
2016-12-03,30,False
2016-12-04,34,False
2016-12-05,46,False
2016-12-06,50,False
2016-12-07,62,False
2016-12-08,45,False
2016-12-09,49,False
2016-12-10,33,False
2016-12-11,36,False
2016-12-12,44,False
2016-12-13,48,False
2016-12-14,43,False
2016-12-15,46,False
2016-12-16,33,False
2016-12-17,28,False
2016-12-18,21,False
2016-12-19,41,False
2016-12-20,49,False
2016-12-21,31,False
2016-12-22,37,False
2016-12-23,26,False
2016-12-24,15,False
2016-12-25,18,False
2016-12-26,24,False
2016-12-27,25,False
2016-12-28,34,False
2016-12-29,37,False
2016-12-30,28,False
2016-12-31,21,False
2017-01-01,27,False
2017-01-02,26,False
2017-01-03,34,False
2017-01-04,49,False
2017-01-05,43,False
2017-01-06,45,False
2017-01-07,22,False
2017-01-08,23,False
2017-01-09,65,False
2017-01-10,93,False
2017-01-11,74,False
2017-01-12,61,False
2017-01-13,64,False
2017-01-14,24,False
2017-01-15,32,False
2017-01-16,45,False
2017-01-17,49,False
2017-01-18,46,False
2017-01-19,47,False
2017-01-20,52,False
2017-01-21,30,False
2017-01-22,25,False
2017-01-23,47,False
2017-01-24,60,False
2017-01-25,58,False
2017-01-26,51,False
2017-01-27,47,False
2017-01-28,26,False
2017-01-29,33,False
2017-01-30,45,False
2017-01-31,49,False
2017-02-01,53,False
2017-02-02,57,False
2017-02-03,49,False
2017-02-04,23,False
2017-02-05,28,False
2017-02-06,50,False
2017-02-07,51,False
2017-02-08,54,False
2017-02-09,49,False
2017-02-10,45,False
2017-02-11,25,False
2017-02-12,28,False
2017-02-13,45,False
2017-02-14,56,False
2017-02-15,56,False
2017-02-16,56,False
2017-02-17,44,False
2017-02-18,26,False
2017-02-19,25,False
2017-02-20,42,False
2017-02-21,54,False
2017-02-22,47,False
2017-02-23,52,False
2017-02-24,43,False
2017-02-25,27,False
2017-02-26,25,False
2017-02-27,49,False
2017-02-28,53,False
2017-03-01,52,False
2017-03-02,46,False
2017-03-03,43,False
2017-03-04,30,False
2017-03-05,27,False
2017-03-06,50,False
2017-03-07,38,False
2017-03-08,50,False
2017-03-09,48,False
2017-03-10,43,False
2017-03-11,30,False
2017-03-12,28,False
2017-03-13,47,False
2017-03-14,53,False
2017-03-15,58,False
2017-03-16,48,False
2017-03-17,53,False
2017-03-18,24,False
2017-03-19,24,False
2017-03-20,45,False
2017-03-21,50,False
2017-03-22,55,False
2017-03-23,42,False
2017-03-24,41,False
2017-03-25,24,False
2017-03-26,28,False
2017-03-27,53,False
2017-03-28,48,False
2017-03-29,46,False
2017-03-30,49,False
2017-03-31,48,False
2017-04-01,26,False
2017-04-02,27,False
2017-04-03,49,False
2017-04-04,44,False
2017-04-05,53,False
2017-04-06,42,False
2017-04-07,42,False
2017-04-08,30,False
2017-04-09,22,False
2017-04-10,44,False
2017-04-11,57,False
2017-04-12,53,False
2017-04-13,47,False
2017-04-14,40,False
2017-04-15,24,False
2017-04-16,26,False
2017-04-17,34,False
2017-04-18,52,False
2017-04-19,50,False
2017-04-20,49,False
2017-04-21,52,False
2017-04-22,30,False
2017-04-23,26,False
2017-04-24,39,False
2017-04-25,53,False
2017-04-26,51,False
2017-04-27,52,False
2017-04-28,54,False
2017-04-29,29,False
2017-04-30,20,False
2017-05-01,44,False
2017-05-02,55,False
2017-05-03,52,False
2017-05-04,57,False
2017-05-05,44,False
2017-05-06,24,False
2017-05-07,28,False
2017-05-08,39,False
2017-05-09,53,False
2017-05-10,46,False
2017-05-11,43,False
2017-05-12,43,False
2017-05-13,24,False
2017-05-14,32,False
2017-05-15,55,False
2017-05-16,43,False
2017-05-17,45,False
2017-05-18,42,False
2017-05-19,42,False
2017-05-20,22,False
2017-05-21,24,False
2017-05-22,41,False
2017-05-23,42,False
2017-05-24,41,False
2017-05-25,42,False
2017-05-26,46,False
2017-05-27,26,False
2017-05-28,27,False
2017-05-29,27,False
