date,Check Point Software,isPartial
2016-05-04,13,False
2016-05-05,27,False
2016-05-06,14,False
2016-05-07,0,False
2016-05-08,15,False
2016-05-09,13,False
2016-05-10,13,False
2016-05-11,39,False
2016-05-12,40,False
2016-05-13,0,False
2016-05-14,0,False
2016-05-15,30,False
2016-05-16,26,False
2016-05-17,51,False
2016-05-18,13,False
2016-05-19,53,False
2016-05-20,27,False
2016-05-21,31,False
2016-05-22,30,False
2016-05-23,13,False
2016-05-24,0,False
2016-05-25,13,False
2016-05-26,27,False
2016-05-27,14,False
2016-05-28,0,False
2016-05-29,31,False
2016-05-30,27,False
2016-05-31,13,False
2016-06-01,26,False
2016-06-02,0,False
2016-06-03,0,False
2016-06-04,0,False
2016-06-05,30,False
2016-06-06,26,False
2016-06-07,13,False
2016-06-08,39,False
2016-06-09,0,False
2016-06-10,0,False
2016-06-11,15,False
2016-06-12,0,False
2016-06-13,26,False
2016-06-14,26,False
2016-06-15,0,False
2016-06-16,0,False
2016-06-17,14,False
2016-06-18,0,False
2016-06-19,0,False
2016-06-20,40,False
2016-06-21,13,False
2016-06-22,52,False
2016-06-23,14,False
2016-06-24,14,False
2016-06-25,0,False
2016-06-26,0,False
2016-06-27,39,False
2016-06-28,13,False
2016-06-29,54,False
2016-06-30,27,False
2016-07-01,28,False
2016-07-02,16,False
2016-07-03,0,False
2016-07-04,14,False
2016-07-05,0,False
2016-07-06,14,False
2016-07-07,29,False
2016-07-08,15,False
2016-07-09,0,False
2016-07-10,16,False
2016-07-11,14,False
2016-07-12,28,False
2016-07-13,28,False
2016-07-14,27,False
2016-07-15,0,False
2016-07-16,0,False
2016-07-17,0,False
2016-07-18,28,False
2016-07-19,42,False
2016-07-20,0,False
2016-07-21,57,False
2016-07-22,0,False
2016-07-23,0,False
2016-07-24,16,False
2016-07-25,0,False
2016-07-26,14,False
2016-07-27,14,False
2016-07-28,14,False
2016-07-29,0,False
2016-07-30,0,False
2016-07-31,16,False
2016-08-01,14,False
2016-08-02,0,False
2016-08-03,28,False
2016-08-04,0,False
2016-08-05,30,False
2016-08-06,0,False
2016-08-07,0,False
2016-08-08,14,False
2016-08-09,100,False
2016-08-10,0,False
2016-08-11,29,False
2016-08-12,15,False
2016-08-13,0,False
2016-08-14,0,False
2016-08-15,0,False
2016-08-16,44,False
2016-08-17,0,False
2016-08-18,15,False
2016-08-19,0,False
2016-08-20,0,False
2016-08-21,0,False
2016-08-22,29,False
2016-08-23,29,False
2016-08-24,28,False
2016-08-25,28,False
2016-08-26,14,False
2016-08-27,16,False
2016-08-28,32,False
2016-08-29,0,False
2016-08-30,14,False
2016-08-31,27,False
2016-09-01,28,False
2016-09-02,57,False
2016-09-03,16,False
2016-09-04,0,False
2016-09-05,14,False
2016-09-06,40,False
2016-09-07,41,False
2016-09-08,28,False
2016-09-09,29,False
2016-09-10,0,False
2016-09-11,0,False
2016-09-12,0,False
2016-09-13,14,False
2016-09-14,14,False
2016-09-15,0,False
2016-09-16,0,False
2016-09-17,15,False
2016-09-18,0,False
2016-09-19,13,False
2016-09-20,27,False
2016-09-21,0,False
2016-09-22,27,False
2016-09-23,42,False
2016-09-24,0,False
2016-09-25,0,False
2016-09-26,53,False
2016-09-27,26,False
2016-09-28,13,False
2016-09-29,0,False
2016-09-30,56,False
2016-10-01,0,False
2016-10-02,0,False
2016-10-03,0,False
2016-10-04,40,False
2016-10-05,53,False
