date,Check Point Software,isPartial
2011-09-18,0,False
2011-09-19,0,False
2011-09-20,36,False
2011-09-21,0,False
2011-09-22,0,False
2011-09-23,25,False
2011-09-24,15,False
2011-09-25,0,False
2011-09-26,12,False
2011-09-27,0,False
2011-09-28,36,False
2011-09-29,24,False
2011-09-30,51,False
2011-10-01,15,False
2011-10-02,30,False
2011-10-03,0,False
2011-10-04,35,False
2011-10-05,24,False
2011-10-06,24,False
2011-10-07,37,False
2011-10-08,0,False
2011-10-09,14,False
2011-10-10,24,False
2011-10-11,11,False
2011-10-12,70,False
2011-10-13,0,False
2011-10-14,25,False
2011-10-15,0,False
2011-10-16,0,False
2011-10-17,12,False
2011-10-18,12,False
2011-10-19,0,False
2011-10-20,0,False
2011-10-21,0,False
2011-10-22,15,False
2011-10-23,70,False
2011-10-24,12,False
2011-10-25,23,False
2011-10-26,71,False
2011-10-27,12,False
2011-10-28,13,False
2011-10-29,0,False
2011-10-30,14,False
2011-10-31,0,False
2011-11-01,0,False
2011-11-02,36,False
2011-11-03,24,False
2011-11-04,24,False
2011-11-05,0,False
2011-11-06,14,False
2011-11-07,0,False
2011-11-08,0,False
2011-11-09,23,False
2011-11-10,0,False
2011-11-11,12,False
2011-11-12,100,False
2011-11-13,56,False
2011-11-14,58,False
2011-11-15,23,False
2011-11-16,11,False
2011-11-17,35,False
2011-11-18,12,False
2011-11-19,28,False
2011-11-20,0,False
2011-11-21,34,False
2011-11-22,11,False
2011-11-23,47,False
2011-11-24,12,False
2011-11-25,13,False
2011-11-26,14,False
2011-11-27,41,False
2011-11-28,0,False
2011-11-29,11,False
2011-11-30,11,False
2011-12-01,12,False
2011-12-02,24,False
2011-12-03,14,False
2011-12-04,41,False
2011-12-05,0,False
2011-12-06,45,False
2011-12-07,34,False
2011-12-08,12,False
2011-12-09,0,False
2011-12-10,14,False
2011-12-11,14,False
2011-12-12,11,False
2011-12-13,11,False
2011-12-14,69,False
2011-12-15,12,False
2011-12-16,0,False
2011-12-17,14,False
2011-12-18,0,False
2011-12-19,12,False
2011-12-20,35,False
2011-12-21,12,False
2011-12-22,24,False
2011-12-23,13,False
2011-12-24,16,False
2011-12-25,33,False
2011-12-26,0,False
2011-12-27,0,False
2011-12-28,12,False
2011-12-29,0,False
2011-12-30,13,False
2011-12-31,15,False
2012-01-01,16,False
2012-01-02,0,False
2012-01-03,0,False
2012-01-04,23,False
2012-01-05,34,False
2012-01-06,24,False
2012-01-07,0,False
2012-01-08,0,False
2012-01-09,22,False
2012-01-10,33,False
2012-01-11,11,False
2012-01-12,11,False
2012-01-13,0,False
2012-01-14,13,False
2012-01-15,0,False
2012-01-16,11,False
2012-01-17,21,False
2012-01-18,11,False
2012-01-19,0,False
2012-01-20,0,False
2012-01-21,0,False
2012-01-22,13,False
2012-01-23,32,False
2012-01-24,11,False
2012-01-25,0,False
2012-01-26,22,False
2012-01-27,11,False
2012-01-28,52,False
2012-01-29,0,False
2012-01-30,0,False
2012-01-31,10,False
2012-02-01,21,False
2012-02-02,11,False
2012-02-03,33,False
2012-02-04,0,False
2012-02-05,25,False
2012-02-06,0,False
2012-02-07,63,False
2012-02-08,0,False
2012-02-09,21,False
2012-02-10,22,False
2012-02-11,0,False
2012-02-12,0,False
2012-02-13,0,False
2012-02-14,21,False
2012-02-15,0,False
2012-02-16,22,False
2012-02-17,11,False
2012-02-18,13,False
2012-02-19,0,False
2012-02-20,33,False
2012-02-21,22,False
2012-02-22,21,False
2012-02-23,11,False
2012-02-24,22,False
2012-02-25,0,False
2012-02-26,0,False
2012-02-27,11,False
2012-02-28,0,False
2012-02-29,31,False
2012-03-01,11,False
2012-03-02,0,False
2012-03-03,0,False
2012-03-04,0,False
2012-03-05,0,False
2012-03-06,0,False
2012-03-07,21,False
2012-03-08,0,False
2012-03-09,11,False
2012-03-10,0,False
2012-03-11,0,False
2012-03-12,0,False
2012-03-13,53,False
2012-03-14,0,False
2012-03-15,32,False
2012-03-16,22,False
2012-03-17,13,False
2012-03-18,0,False
2012-03-19,0,False
2012-03-20,10,False
2012-03-21,11,False
2012-03-22,11,False
2012-03-23,0,False
2012-03-24,0,False
2012-03-25,0,False
2012-03-26,0,False
2012-03-27,21,False
2012-03-28,22,False
2012-03-29,22,False
2012-03-30,23,False
2012-03-31,0,False
2012-04-01,0,False
2012-04-02,21,False
2012-04-03,11,False
2012-04-04,0,False
2012-04-05,0,False
2012-04-06,12,False
2012-04-07,14,False
2012-04-08,0,False
2012-04-09,25,False
2012-04-10,11,False
2012-04-11,10,False
2012-04-12,21,False
2012-04-13,11,False
2012-04-14,0,False
2012-04-15,12,False
2012-04-16,21,False
2012-04-17,41,False
2012-04-18,10,False
2012-04-19,0,False
2012-04-20,0,False
2012-04-21,0,False
2012-04-22,12,False
2012-04-23,10,False
2012-04-24,10,False
2012-04-25,42,False
2012-04-26,11,False
2012-04-27,0,False
2012-04-28,39,False
2012-04-29,0,False
2012-04-30,11,False
2012-05-01,0,False
2012-05-02,42,False
2012-05-03,32,False
2012-05-04,22,False
2012-05-05,13,False
2012-05-06,0,False
2012-05-07,10,False
2012-05-08,0,False
2012-05-09,31,False
2012-05-10,21,False
2012-05-11,11,False
2012-05-12,0,False
2012-05-13,0,False
2012-05-14,21,False
2012-05-15,10,False
2012-05-16,10,False
2012-05-17,22,False
2012-05-18,22,False
2012-05-19,0,False
2012-05-20,13,False
2012-05-21,10,False
2012-05-22,10,False
2012-05-23,11,False
2012-05-24,11,False
2012-05-25,0,False
2012-05-26,13,False
2012-05-27,0,False
2012-05-28,22,False
2012-05-29,10,False
2012-05-30,20,False
2012-05-31,10,False
2012-06-01,22,False
2012-06-02,0,False
2012-06-03,0,False
2012-06-04,0,False
