date,Check Point Software,isPartial
2010-08-24,0,False
2010-08-25,0,False
2010-08-26,46,False
2010-08-27,24,False
2010-08-28,58,False
2010-08-29,0,False
2010-08-30,0,False
2010-08-31,22,False
2010-09-01,89,False
2010-09-02,22,False
2010-09-03,24,False
2010-09-04,0,False
2010-09-05,30,False
2010-09-06,35,False
2010-09-07,0,False
2010-09-08,33,False
2010-09-09,67,False
2010-09-10,71,False
2010-09-11,43,False
2010-09-12,28,False
2010-09-13,66,False
2010-09-14,64,False
2010-09-15,22,False
2010-09-16,22,False
2010-09-17,24,False
2010-09-18,28,False
2010-09-19,0,False
2010-09-20,22,False
2010-09-21,22,False
2010-09-22,44,False
2010-09-23,22,False
2010-09-24,34,False
2010-09-25,28,False
2010-09-26,0,False
2010-09-27,21,False
2010-09-28,21,False
2010-09-29,32,False
2010-09-30,22,False
2010-10-01,23,False
2010-10-02,28,False
2010-10-03,27,False
2010-10-04,21,False
2010-10-05,42,False
2010-10-06,43,False
2010-10-07,0,False
2010-10-08,0,False
2010-10-09,28,False
2010-10-10,27,False
2010-10-11,0,False
2010-10-12,22,False
2010-10-13,0,False
2010-10-14,0,False
2010-10-15,67,False
2010-10-16,53,False
2010-10-17,27,False
2010-10-18,21,False
2010-10-19,62,False
2010-10-20,31,False
2010-10-21,21,False
2010-10-22,44,False
2010-10-23,0,False
2010-10-24,26,False
2010-10-25,21,False
2010-10-26,21,False
2010-10-27,21,False
2010-10-28,21,False
2010-10-29,34,False
2010-10-30,0,False
2010-10-31,80,False
2010-11-01,32,False
2010-11-02,31,False
2010-11-03,100,False
2010-11-04,20,False
2010-11-05,88,False
2010-11-06,0,False
2010-11-07,51,False
2010-11-08,30,False
2010-11-09,40,False
2010-11-10,41,False
2010-11-11,0,False
2010-11-12,22,False
2010-11-13,39,False
2010-11-14,0,False
2010-11-15,0,False
2010-11-16,41,False
2010-11-17,21,False
2010-11-18,41,False
2010-11-19,0,False
2010-11-20,0,False
2010-11-21,0,False
2010-11-22,0,False
2010-11-23,20,False
2010-11-24,41,False
2010-11-25,22,False
2010-11-26,22,False
2010-11-27,26,False
2010-11-28,0,False
2010-11-29,49,False
2010-11-30,20,False
2010-12-01,50,False
2010-12-02,30,False
2010-12-03,0,False
2010-12-04,0,False
2010-12-05,62,False
2010-12-06,20,False
2010-12-07,20,False
2010-12-08,41,False
2010-12-09,20,False
2010-12-10,0,False
2010-12-11,39,False
2010-12-12,25,False
2010-12-13,20,False
2010-12-14,20,False
2010-12-15,0,False
2010-12-16,21,False
2010-12-17,22,False
2010-12-18,0,False
2010-12-19,0,False
2010-12-20,42,False
2010-12-21,21,False
2010-12-22,22,False
2010-12-23,0,False
2010-12-24,27,False
2010-12-25,32,False
2010-12-26,0,False
2010-12-27,23,False
2010-12-28,23,False
2010-12-29,22,False
2010-12-30,23,False
2010-12-31,55,False
2011-01-01,0,False
2011-01-02,0,False
2011-01-03,31,False
2011-01-04,40,False
2011-01-05,60,False
2011-01-06,31,False
2011-01-07,42,False
2011-01-08,0,False
2011-01-09,24,False
2011-01-10,39,False
2011-01-11,67,False
2011-01-12,39,False
2011-01-13,0,False
2011-01-14,40,False
2011-01-15,24,False
2011-01-16,0,False
2011-01-17,0,False
2011-01-18,38,False
2011-01-19,38,False
2011-01-20,57,False
2011-01-21,40,False
2011-01-22,35,False
2011-01-23,0,False
2011-01-24,56,False
2011-01-25,38,False
2011-01-26,0,False
2011-01-27,0,False
2011-01-28,20,False
2011-01-29,46,False
2011-01-30,22,False
2011-01-31,18,False
2011-02-01,36,False
2011-02-02,73,False
2011-02-03,28,False
2011-02-04,29,False
2011-02-05,45,False
2011-02-06,0,False
2011-02-07,18,False
2011-02-08,65,False
2011-02-09,19,False
2011-02-10,19,False
2011-02-11,20,False
2011-02-12,0,False
2011-02-13,23,False
2011-02-14,37,False
2011-02-15,63,False
2011-02-16,18,False
2011-02-17,19,False
2011-02-18,0,False
2011-02-19,46,False
2011-02-20,0,False
2011-02-21,19,False
2011-02-22,37,False
2011-02-23,47,False
2011-02-24,37,False
2011-02-25,29,False
2011-02-26,23,False
2011-02-27,23,False
2011-02-28,18,False
2011-03-01,27,False
2011-03-02,18,False
2011-03-03,47,False
2011-03-04,19,False
2011-03-05,0,False
2011-03-06,35,False
2011-03-07,28,False
2011-03-08,38,False
2011-03-09,18,False
2011-03-10,18,False
2011-03-11,19,False
2011-03-12,23,False
2011-03-13,23,False
2011-03-14,57,False
2011-03-15,19,False
2011-03-16,54,False
2011-03-17,18,False
2011-03-18,20,False
2011-03-19,46,False
2011-03-20,23,False
2011-03-21,18,False
2011-03-22,27,False
2011-03-23,18,False
2011-03-24,19,False
2011-03-25,39,False
2011-03-26,0,False
2011-03-27,0,False
2011-03-28,27,False
2011-03-29,27,False
2011-03-30,19,False
2011-03-31,37,False
2011-04-01,0,False
2011-04-02,0,False
2011-04-03,23,False
2011-04-04,0,False
2011-04-05,46,False
2011-04-06,0,False
2011-04-07,0,False
2011-04-08,29,False
2011-04-09,47,False
2011-04-10,23,False
2011-04-11,18,False
2011-04-12,27,False
2011-04-13,55,False
2011-04-14,76,False
2011-04-15,29,False
2011-04-16,24,False
2011-04-17,0,False
2011-04-18,37,False
2011-04-19,0,False
2011-04-20,77,False
2011-04-21,0,False
2011-04-22,22,False
2011-04-23,0,False
2011-04-24,0,False
2011-04-25,20,False
2011-04-26,0,False
2011-04-27,54,False
2011-04-28,55,False
2011-04-29,78,False
2011-04-30,0,False
2011-05-01,0,False
2011-05-02,37,False
2011-05-03,36,False
2011-05-04,0,False
2011-05-05,29,False
2011-05-06,20,False
2011-05-07,24,False
2011-05-08,0,False
2011-05-09,36,False
2011-05-10,28,False
2011-05-11,18,False
