date,Check Point Software,isPartial
2011-05-11,18,False
2011-05-12,19,False
2011-05-13,0,False
2011-05-14,23,False
2011-05-15,0,False
2011-05-16,18,False
2011-05-17,18,False
2011-05-18,18,False
2011-05-19,56,False
2011-05-20,20,False
2011-05-21,0,False
2011-05-22,23,False
2011-05-23,0,False
2011-05-24,0,False
2011-05-25,18,False
2011-05-26,37,False
2011-05-27,40,False
2011-05-28,0,False
2011-05-29,0,False
2011-05-30,58,False
2011-05-31,18,False
2011-06-01,18,False
2011-06-02,20,False
2011-06-03,0,False
2011-06-04,0,False
2011-06-05,0,False
2011-06-06,37,False
2011-06-07,0,False
2011-06-08,18,False
2011-06-09,56,False
2011-06-10,20,False
2011-06-11,0,False
2011-06-12,24,False
2011-06-13,0,False
2011-06-14,18,False
2011-06-15,18,False
2011-06-16,37,False
2011-06-17,0,False
2011-06-18,0,False
2011-06-19,0,False
2011-06-20,36,False
2011-06-21,37,False
2011-06-22,55,False
2011-06-23,0,False
2011-06-24,0,False
2011-06-25,0,False
2011-06-26,0,False
2011-06-27,0,False
2011-06-28,37,False
2011-06-29,19,False
2011-06-30,19,False
2011-07-01,0,False
2011-07-02,0,False
2011-07-03,0,False
2011-07-04,0,False
2011-07-05,0,False
2011-07-06,56,False
2011-07-07,19,False
2011-07-08,20,False
2011-07-09,24,False
2011-07-10,0,False
2011-07-11,18,False
2011-07-12,18,False
2011-07-13,0,False
2011-07-14,38,False
2011-07-15,0,False
2011-07-16,0,False
2011-07-17,0,False
2011-07-18,37,False
2011-07-19,19,False
2011-07-20,37,False
2011-07-21,38,False
2011-07-22,0,False
2011-07-23,47,False
2011-07-24,23,False
2011-07-25,74,False
2011-07-26,55,False
2011-07-27,0,False
2011-07-28,19,False
2011-07-29,20,False
2011-07-30,0,False
2011-07-31,0,False
2011-08-01,0,False
2011-08-02,57,False
2011-08-03,0,False
2011-08-04,0,False
2011-08-05,19,False
2011-08-06,23,False
2011-08-07,23,False
2011-08-08,36,False
2011-08-09,0,False
2011-08-10,55,False
