date,Check Point Software,isPartial
2015-04-10,0,False
2015-04-11,14,False
2015-04-12,0,False
2015-04-13,0,False
2015-04-14,24,False
2015-04-15,24,False
2015-04-16,36,False
2015-04-17,12,False
2015-04-18,14,False
2015-04-19,0,False
2015-04-20,71,False
2015-04-21,12,False
2015-04-22,12,False
2015-04-23,48,False
2015-04-24,100,False
2015-04-25,0,False
2015-04-26,42,False
2015-04-27,12,False
2015-04-28,35,False
2015-04-29,24,False
2015-04-30,24,False
2015-05-01,13,False
2015-05-02,14,False
2015-05-03,14,False
2015-05-04,47,False
2015-05-05,12,False
2015-05-06,35,False
2015-05-07,60,False
2015-05-08,25,False
2015-05-09,14,False
2015-05-10,0,False
2015-05-11,12,False
2015-05-12,12,False
2015-05-13,12,False
2015-05-14,48,False
2015-05-15,49,False
2015-05-16,14,False
2015-05-17,14,False
2015-05-18,23,False
2015-05-19,59,False
2015-05-20,23,False
2015-05-21,24,False
2015-05-22,12,False
2015-05-23,0,False
2015-05-24,0,False
2015-05-25,12,False
2015-05-26,0,False
2015-05-27,0,False
2015-05-28,24,False
2015-05-29,37,False
2015-05-30,0,False
2015-05-31,14,False
2015-06-01,24,False
2015-06-02,12,False
2015-06-03,24,False
2015-06-04,0,False
2015-06-05,37,False
2015-06-06,14,False
2015-06-07,0,False
2015-06-08,23,False
2015-06-09,35,False
2015-06-10,23,False
2015-06-11,24,False
2015-06-12,0,False
2015-06-13,14,False
2015-06-14,0,False
2015-06-15,12,False
2015-06-16,23,False
2015-06-17,35,False
2015-06-18,0,False
2015-06-19,50,False
2015-06-20,0,False
2015-06-21,14,False
2015-06-22,36,False
2015-06-23,35,False
2015-06-24,0,False
2015-06-25,24,False
2015-06-26,25,False
2015-06-27,14,False
2015-06-28,0,False
2015-06-29,24,False
2015-06-30,0,False
2015-07-01,73,False
2015-07-02,36,False
2015-07-03,38,False
2015-07-04,0,False
2015-07-05,0,False
2015-07-06,12,False
2015-07-07,0,False
2015-07-08,35,False
2015-07-09,12,False
2015-07-10,25,False
2015-07-11,14,False
2015-07-12,14,False
2015-07-13,47,False
2015-07-14,12,False
2015-07-15,72,False
2015-07-16,49,False
2015-07-17,26,False
2015-07-18,0,False
2015-07-19,0,False
2015-07-20,25,False
2015-07-21,24,False
2015-07-22,72,False
2015-07-23,24,False
2015-07-24,25,False
2015-07-25,43,False
2015-07-26,0,False
2015-07-27,12,False
2015-07-28,12,False
2015-07-29,23,False
2015-07-30,24,False
2015-07-31,13,False
2015-08-01,0,False
2015-08-02,0,False
2015-08-03,12,False
2015-08-04,24,False
2015-08-05,48,False
2015-08-06,0,False
2015-08-07,12,False
2015-08-08,14,False
2015-08-09,14,False
2015-08-10,12,False
2015-08-11,35,False
2015-08-12,24,False
2015-08-13,48,False
2015-08-14,25,False
2015-08-15,14,False
2015-08-16,14,False
2015-08-17,0,False
2015-08-18,35,False
2015-08-19,23,False
2015-08-20,24,False
2015-08-21,24,False
2015-08-22,14,False
2015-08-23,0,False
2015-08-24,56,False
2015-08-25,23,False
2015-08-26,23,False
2015-08-27,35,False
2015-08-28,49,False
2015-08-29,0,False
2015-08-30,0,False
2015-08-31,23,False
2015-09-01,34,False
2015-09-02,35,False
2015-09-03,12,False
2015-09-04,12,False
2015-09-05,0,False
2015-09-06,14,False
2015-09-07,0,False
2015-09-08,56,False
2015-09-09,23,False
2015-09-10,34,False
2015-09-11,24,False
2015-09-12,13,False
2015-09-13,0,False
2015-09-14,11,False
2015-09-15,22,False
2015-09-16,34,False
2015-09-17,22,False
2015-09-18,35,False
2015-09-19,13,False
2015-09-20,26,False
2015-09-21,22,False
2015-09-22,33,False
2015-09-23,0,False
2015-09-24,23,False
2015-09-25,24,False
2015-09-26,0,False
2015-09-27,0,False
2015-09-28,22,False
2015-09-29,33,False
2015-09-30,11,False
2015-10-01,22,False
2015-10-02,12,False
2015-10-03,13,False
2015-10-04,0,False
2015-10-05,22,False
2015-10-06,0,False
2015-10-07,22,False
2015-10-08,22,False
2015-10-09,58,False
2015-10-10,0,False
2015-10-11,0,False
2015-10-12,57,False
2015-10-13,33,False
2015-10-14,22,False
2015-10-15,22,False
2015-10-16,23,False
2015-10-17,39,False
2015-10-18,0,False
2015-10-19,11,False
2015-10-20,32,False
2015-10-21,33,False
2015-10-22,0,False
2015-10-23,12,False
2015-10-24,0,False
2015-10-25,13,False
2015-10-26,22,False
2015-10-27,11,False
2015-10-28,32,False
2015-10-29,22,False
2015-10-30,0,False
2015-10-31,0,False
2015-11-01,0,False
2015-11-02,11,False
2015-11-03,33,False
2015-11-04,22,False
2015-11-05,22,False
2015-11-06,0,False
2015-11-07,13,False
2015-11-08,0,False
2015-11-09,11,False
2015-11-10,11,False
2015-11-11,23,False
2015-11-12,0,False
2015-11-13,34,False
2015-11-14,0,False
2015-11-15,0,False
2015-11-16,33,False
2015-11-17,11,False
2015-11-18,22,False
2015-11-19,34,False
2015-11-20,11,False
2015-11-21,0,False
2015-11-22,13,False
2015-11-23,0,False
2015-11-24,32,False
2015-11-25,0,False
2015-11-26,0,False
2015-11-27,0,False
2015-11-28,0,False
2015-11-29,13,False
2015-11-30,21,False
2015-12-01,11,False
2015-12-02,11,False
2015-12-03,33,False
2015-12-04,23,False
2015-12-05,13,False
2015-12-06,0,False
2015-12-07,33,False
2015-12-08,45,False
2015-12-09,33,False
2015-12-10,11,False
2015-12-11,23,False
2015-12-12,0,False
2015-12-13,13,False
2015-12-14,33,False
2015-12-15,34,False
2015-12-16,58,False
2015-12-17,12,False
2015-12-18,36,False
2015-12-19,0,False
2015-12-20,0,False
2015-12-21,23,False
2015-12-22,12,False
2015-12-23,13,False
2015-12-24,14,False
2015-12-25,15,False
2015-12-26,28,False
