date,CSX Corp,isPartial
2017-10-06,0,False
2017-10-07,0,False
2017-10-08,0,False
2017-10-09,0,False
2017-10-10,25,False
2017-10-11,25,False
2017-10-12,26,False
2017-10-13,26,False
2017-10-14,0,False
2017-10-15,0,False
2017-10-16,0,False
2017-10-17,25,False
2017-10-18,25,False
2017-10-19,26,False
2017-10-20,0,False
2017-10-21,0,False
2017-10-22,0,False
2017-10-23,0,False
2017-10-24,0,False
2017-10-25,0,False
2017-10-26,25,False
2017-10-27,0,False
2017-10-28,0,False
2017-10-29,28,False
2017-10-30,0,False
2017-10-31,26,False
2017-11-01,0,False
2017-11-02,0,False
2017-11-03,26,False
2017-11-04,28,False
2017-11-05,0,False
2017-11-06,0,False
2017-11-07,0,False
2017-11-08,0,False
2017-11-09,0,False
2017-11-10,0,False
2017-11-11,0,False
2017-11-12,28,False
2017-11-13,48,False
2017-11-14,0,False
2017-11-15,24,False
2017-11-16,24,False
2017-11-17,26,False
2017-11-18,0,False
2017-11-19,0,False
2017-11-20,0,False
2017-11-21,24,False
2017-11-22,25,False
2017-11-23,0,False
2017-11-24,0,False
2017-11-25,0,False
2017-11-26,0,False
2017-11-27,0,False
2017-11-28,0,False
2017-11-29,0,False
2017-11-30,0,False
2017-12-01,0,False
2017-12-02,0,False
2017-12-03,28,False
2017-12-04,0,False
2017-12-05,25,False
2017-12-06,0,False
2017-12-07,0,False
2017-12-08,0,False
2017-12-09,0,False
2017-12-10,0,False
2017-12-11,24,False
2017-12-12,24,False
2017-12-13,0,False
2017-12-14,0,False
2017-12-15,78,False
2017-12-16,29,False
2017-12-17,57,False
2017-12-18,100,False
2017-12-19,25,False
2017-12-20,0,False
2017-12-21,0,False
2017-12-22,0,False
2017-12-23,0,False
2017-12-24,0,False
2017-12-25,0,False
2017-12-26,55,False
2017-12-27,26,False
2017-12-28,26,False
2017-12-29,0,False
2017-12-30,0,False
2017-12-31,0,False
2018-01-01,0,False
2018-01-02,0,False
2018-01-03,0,False
2018-01-04,25,False
2018-01-05,25,False
2018-01-06,0,False
2018-01-07,0,False
2018-01-08,0,False
2018-01-09,0,False
2018-01-10,0,False
2018-01-11,0,False
2018-01-12,0,False
2018-01-13,0,False
2018-01-14,0,False
2018-01-15,24,False
2018-01-16,0,False
2018-01-17,23,False
2018-01-18,0,False
2018-01-19,0,False
2018-01-20,0,False
