date,Biogen,isPartial
2016-09-11,20,False
2016-09-12,63,False
2016-09-13,57,False
2016-09-14,44,False
2016-09-15,54,False
2016-09-16,37,False
2016-09-17,13,False
2016-09-18,19,False
2016-09-19,45,False
2016-09-20,54,False
2016-09-21,42,False
2016-09-22,54,False
2016-09-23,42,False
2016-09-24,18,False
2016-09-25,26,False
2016-09-26,47,False
2016-09-27,63,False
2016-09-28,42,False
2016-09-29,66,False
2016-09-30,41,False
2016-10-01,23,False
2016-10-02,17,False
2016-10-03,48,False
2016-10-04,76,False
2016-10-05,52,False
2016-10-06,53,False
2016-10-07,46,False
2016-10-08,19,False
2016-10-09,21,False
2016-10-10,32,False
2016-10-11,65,False
2016-10-12,55,False
2016-10-13,54,False
2016-10-14,43,False
2016-10-15,28,False
2016-10-16,17,False
2016-10-17,51,False
2016-10-18,68,False
2016-10-19,41,False
2016-10-20,40,False
2016-10-21,47,False
2016-10-22,24,False
2016-10-23,8,False
2016-10-24,62,False
2016-10-25,58,False
2016-10-26,93,False
2016-10-27,66,False
2016-10-28,52,False
2016-10-29,28,False
2016-10-30,17,False
2016-10-31,34,False
2016-11-01,73,False
2016-11-02,50,False
2016-11-03,61,False
2016-11-04,48,False
2016-11-05,19,False
2016-11-06,29,False
2016-11-07,62,False
2016-11-08,65,False
2016-11-09,53,False
2016-11-10,71,False
2016-11-11,48,False
2016-11-12,28,False
2016-11-13,12,False
2016-11-14,66,False
2016-11-15,49,False
2016-11-16,42,False
2016-11-17,67,False
2016-11-18,45,False
2016-11-19,31,False
2016-11-20,20,False
2016-11-21,52,False
2016-11-22,41,False
2016-11-23,70,False
2016-11-24,39,False
2016-11-25,26,False
2016-11-26,12,False
2016-11-27,18,False
2016-11-28,68,False
2016-11-29,70,False
2016-11-30,60,False
2016-12-01,48,False
2016-12-02,63,False
2016-12-03,28,False
2016-12-04,19,False
2016-12-05,50,False
2016-12-06,45,False
2016-12-07,69,False
2016-12-08,100,False
2016-12-09,93,False
2016-12-10,37,False
2016-12-11,22,False
2016-12-12,67,False
2016-12-13,54,False
2016-12-14,49,False
