date,Biogen,isPartial
2012-10-12,21,False
2012-10-13,15,False
2012-10-14,24,False
2012-10-15,37,False
2012-10-16,32,False
2012-10-17,47,False
2012-10-18,32,False
2012-10-19,58,False
2012-10-20,14,False
2012-10-21,12,False
2012-10-22,35,False
2012-10-23,43,False
2012-10-24,73,False
2012-10-25,42,False
2012-10-26,42,False
2012-10-27,10,False
2012-10-28,9,False
2012-10-29,39,False
2012-10-30,33,False
2012-10-31,59,False
2012-11-01,27,False
2012-11-02,42,False
2012-11-03,14,False
2012-11-04,37,False
2012-11-05,41,False
2012-11-06,31,False
2012-11-07,21,False
2012-11-08,27,False
2012-11-09,27,False
2012-11-10,9,False
2012-11-11,16,False
2012-11-12,24,False
2012-11-13,29,False
2012-11-14,26,False
2012-11-15,32,False
2012-11-16,26,False
2012-11-17,7,False
2012-11-18,14,False
2012-11-19,35,False
2012-11-20,37,False
2012-11-21,22,False
2012-11-22,33,False
2012-11-23,23,False
2012-11-24,5,False
2012-11-25,14,False
2012-11-26,28,False
2012-11-27,29,False
2012-11-28,32,False
2012-11-29,30,False
2012-11-30,22,False
2012-12-01,16,False
2012-12-02,14,False
2012-12-03,46,False
2012-12-04,32,False
2012-12-05,25,False
2012-12-06,29,False
2012-12-07,18,False
2012-12-08,14,False
2012-12-09,9,False
2012-12-10,59,False
2012-12-11,42,False
2012-12-12,21,False
2012-12-13,45,False
2012-12-14,34,False
2012-12-15,21,False
2012-12-16,18,False
2012-12-17,25,False
2012-12-18,23,False
2012-12-19,10,False
2012-12-20,34,False
2012-12-21,25,False
2012-12-22,12,False
2012-12-23,12,False
2012-12-24,24,False
2012-12-25,8,False
2012-12-26,28,False
2012-12-27,21,False
2012-12-28,15,False
2012-12-29,16,False
2012-12-30,9,False
2012-12-31,16,False
2013-01-01,5,False
2013-01-02,24,False
2013-01-03,56,False
2013-01-04,55,False
2013-01-05,22,False
2013-01-06,24,False
2013-01-07,36,False
2013-01-08,52,False
2013-01-09,39,False
2013-01-10,33,False
2013-01-11,50,False
2013-01-12,13,False
2013-01-13,15,False
2013-01-14,55,False
2013-01-15,38,False
2013-01-16,53,False
2013-01-17,50,False
2013-01-18,28,False
2013-01-19,6,False
2013-01-20,19,False
2013-01-21,31,False
2013-01-22,33,False
2013-01-23,27,False
2013-01-24,42,False
2013-01-25,36,False
2013-01-26,28,False
2013-01-27,13,False
2013-01-28,55,False
2013-01-29,52,False
2013-01-30,44,False
2013-01-31,36,False
2013-02-01,34,False
2013-02-02,17,False
2013-02-03,23,False
2013-02-04,47,False
2013-02-05,42,False
2013-02-06,71,False
2013-02-07,61,False
2013-02-08,39,False
2013-02-09,24,False
2013-02-10,15,False
2013-02-11,44,False
2013-02-12,50,False
2013-02-13,34,False
2013-02-14,39,False
2013-02-15,40,False
2013-02-16,26,False
2013-02-17,25,False
2013-02-18,36,False
2013-02-19,21,False
2013-02-20,47,False
2013-02-21,27,False
2013-02-22,32,False
2013-02-23,15,False
2013-02-24,23,False
2013-02-25,40,False
2013-02-26,45,False
2013-02-27,46,False
2013-02-28,32,False
2013-03-01,45,False
2013-03-02,30,False
2013-03-03,30,False
2013-03-04,51,False
2013-03-05,37,False
2013-03-06,58,False
2013-03-07,22,False
2013-03-08,28,False
2013-03-09,10,False
2013-03-10,25,False
2013-03-11,39,False
2013-03-12,52,False
2013-03-13,47,False
2013-03-14,35,False
2013-03-15,26,False
2013-03-16,10,False
2013-03-17,18,False
2013-03-18,42,False
2013-03-19,52,False
2013-03-20,49,False
2013-03-21,41,False
2013-03-22,48,False
2013-03-23,19,False
2013-03-24,14,False
2013-03-25,54,False
2013-03-26,35,False
2013-03-27,78,False
2013-03-28,100,False
2013-03-29,51,False
2013-03-30,26,False
2013-03-31,22,False
2013-04-01,52,False
2013-04-02,41,False
2013-04-03,49,False
2013-04-04,67,False
2013-04-05,47,False
2013-04-06,23,False
2013-04-07,27,False
2013-04-08,29,False
2013-04-09,41,False
2013-04-10,40,False
2013-04-11,75,False
2013-04-12,50,False
2013-04-13,25,False
2013-04-14,15,False
2013-04-15,38,False
2013-04-16,35,False
2013-04-17,39,False
2013-04-18,37,False
2013-04-19,37,False
2013-04-20,21,False
2013-04-21,21,False
2013-04-22,54,False
2013-04-23,40,False
2013-04-24,39,False
2013-04-25,51,False
2013-04-26,40,False
2013-04-27,8,False
2013-04-28,17,False
2013-04-29,35,False
2013-04-30,50,False
2013-05-01,61,False
2013-05-02,57,False
2013-05-03,43,False
2013-05-04,19,False
2013-05-05,26,False
2013-05-06,27,False
2013-05-07,36,False
2013-05-08,43,False
2013-05-09,32,False
2013-05-10,46,False
2013-05-11,25,False
2013-05-12,17,False
2013-05-13,45,False
2013-05-14,45,False
2013-05-15,65,False
2013-05-16,43,False
2013-05-17,35,False
2013-05-18,8,False
2013-05-19,6,False
2013-05-20,51,False
2013-05-21,53,False
2013-05-22,74,False
2013-05-23,33,False
2013-05-24,37,False
2013-05-25,30,False
2013-05-26,13,False
2013-05-27,25,False
2013-05-28,44,False
2013-05-29,38,False
2013-05-30,37,False
2013-05-31,40,False
2013-06-01,17,False
2013-06-02,21,False
2013-06-03,53,False
2013-06-04,40,False
2013-06-05,67,False
2013-06-06,35,False
2013-06-07,38,False
2013-06-08,8,False
2013-06-09,17,False
2013-06-10,34,False
2013-06-11,31,False
2013-06-12,38,False
2013-06-13,31,False
2013-06-14,28,False
2013-06-15,17,False
2013-06-16,17,False
2013-06-17,40,False
2013-06-18,49,False
2013-06-19,24,False
2013-06-20,23,False
2013-06-21,26,False
2013-06-22,19,False
2013-06-23,13,False
2013-06-24,31,False
2013-06-25,36,False
2013-06-26,28,False
2013-06-27,42,False
2013-06-28,37,False
2013-06-29,15,False
