date,Biogen,isPartial
2011-09-18,23,False
2011-09-19,90,False
2011-09-20,52,False
2011-09-21,56,False
2011-09-22,61,False
2011-09-23,56,False
2011-09-24,28,False
2011-09-25,28,False
2011-09-26,52,False
2011-09-27,64,False
2011-09-28,94,False
2011-09-29,42,False
2011-09-30,36,False
2011-10-01,33,False
2011-10-02,19,False
2011-10-03,91,False
2011-10-04,71,False
2011-10-05,59,False
2011-10-06,61,False
2011-10-07,55,False
2011-10-08,23,False
2011-10-09,27,False
2011-10-10,48,False
2011-10-11,59,False
2011-10-12,36,False
2011-10-13,60,False
2011-10-14,62,False
2011-10-15,18,False
2011-10-16,35,False
2011-10-17,29,False
2011-10-18,55,False
2011-10-19,26,False
2011-10-20,22,False
2011-10-21,58,False
2011-10-22,46,False
2011-10-23,22,False
2011-10-24,40,False
2011-10-25,62,False
2011-10-26,100,False
2011-10-27,78,False
2011-10-28,67,False
2011-10-29,59,False
2011-10-30,36,False
2011-10-31,49,False
2011-11-01,57,False
2011-11-02,33,False
2011-11-03,70,False
2011-11-04,57,False
2011-11-05,31,False
2011-11-06,22,False
2011-11-07,36,False
2011-11-08,58,False
2011-11-09,44,False
2011-11-10,81,False
2011-11-11,19,False
2011-11-12,40,False
2011-11-13,13,False
2011-11-14,68,False
2011-11-15,64,False
2011-11-16,47,False
2011-11-17,58,False
2011-11-18,46,False
2011-11-19,35,False
2011-11-20,34,False
2011-11-21,68,False
2011-11-22,67,False
2011-11-23,51,False
2011-11-24,38,False
2011-11-25,28,False
2011-11-26,27,False
2011-11-27,22,False
2011-11-28,45,False
2011-11-29,46,False
2011-11-30,46,False
2011-12-01,57,False
2011-12-02,45,False
2011-12-03,22,False
2011-12-04,30,False
2011-12-05,67,False
2011-12-06,42,False
2011-12-07,61,False
2011-12-08,69,False
2011-12-09,49,False
2011-12-10,13,False
2011-12-11,34,False
2011-12-12,60,False
2011-12-13,42,False
2011-12-14,46,False
2011-12-15,80,False
2011-12-16,49,False
2011-12-17,40,False
2011-12-18,22,False
2011-12-19,33,False
2011-12-20,30,False
2011-12-21,45,False
2011-12-22,46,False
2011-12-23,54,False
2011-12-24,10,False
2011-12-25,15,False
2011-12-26,34,False
2011-12-27,42,False
2011-12-28,46,False
2011-12-29,47,False
2011-12-30,49,False
2011-12-31,23,False
2012-01-01,10,False
2012-01-02,42,False
2012-01-03,18,False
2012-01-04,52,False
2012-01-05,79,False
2012-01-06,77,False
2012-01-07,29,False
2012-01-08,37,False
2012-01-09,55,False
2012-01-10,68,False
2012-01-11,67,False
2012-01-12,59,False
2012-01-13,57,False
2012-01-14,29,False
2012-01-15,29,False
2012-01-16,47,False
2012-01-17,64,False
2012-01-18,87,False
2012-01-19,47,False
2012-01-20,63,False
2012-01-21,29,False
2012-01-22,16,False
2012-01-23,40,False
2012-01-24,67,False
2012-01-25,64,False
2012-01-26,58,False
2012-01-27,42,False
2012-01-28,24,False
2012-01-29,32,False
2012-01-30,69,False
2012-01-31,66,False
2012-02-01,70,False
2012-02-02,50,False
2012-02-03,49,False
2012-02-04,24,False
2012-02-05,16,False
2012-02-06,60,False
2012-02-07,63,False
2012-02-08,50,False
2012-02-09,46,False
2012-02-10,62,False
2012-02-11,20,False
2012-02-12,27,False
2012-02-13,65,False
2012-02-14,50,False
2012-02-15,70,False
2012-02-16,47,False
2012-02-17,53,False
2012-02-18,28,False
2012-02-19,20,False
2012-02-20,62,False
2012-02-21,51,False
2012-02-22,56,False
2012-02-23,40,False
2012-02-24,42,False
2012-02-25,16,False
2012-02-26,16,False
2012-02-27,79,False
2012-02-28,65,False
2012-02-29,62,False
2012-03-01,52,False
2012-03-02,58,False
2012-03-03,37,False
2012-03-04,37,False
2012-03-05,58,False
2012-03-06,82,False
2012-03-07,91,False
2012-03-08,64,False
2012-03-09,31,False
2012-03-10,32,False
2012-03-11,51,False
2012-03-12,84,False
2012-03-13,43,False
2012-03-14,53,False
2012-03-15,67,False
2012-03-16,39,False
2012-03-17,32,False
2012-03-18,16,False
2012-03-19,39,False
2012-03-20,75,False
2012-03-21,69,False
2012-03-22,67,False
2012-03-23,43,False
2012-03-24,16,False
2012-03-25,32,False
2012-03-26,69,False
2012-03-27,37,False
2012-03-28,59,False
2012-03-29,57,False
2012-03-30,53,False
2012-03-31,40,False
2012-04-01,53,False
2012-04-02,47,False
2012-04-03,57,False
2012-04-04,75,False
2012-04-05,60,False
2012-04-06,50,False
2012-04-07,42,False
2012-04-08,34,False
2012-04-09,51,False
2012-04-10,61,False
2012-04-11,49,False
2012-04-12,63,False
2012-04-13,46,False
2012-04-14,28,False
2012-04-15,31,False
2012-04-16,49,False
2012-04-17,42,False
2012-04-18,56,False
2012-04-19,50,False
2012-04-20,51,False
2012-04-21,20,False
2012-04-22,23,False
2012-04-23,80,False
2012-04-24,26,False
2012-04-25,52,False
2012-04-26,30,False
2012-04-27,56,False
2012-04-28,36,False
2012-04-29,28,False
2012-04-30,62,False
2012-05-01,54,False
2012-05-02,71,False
2012-05-03,70,False
2012-05-04,55,False
2012-05-05,39,False
2012-05-06,32,False
2012-05-07,64,False
2012-05-08,64,False
2012-05-09,45,False
2012-05-10,50,False
2012-05-11,52,False
2012-05-12,16,False
2012-05-13,40,False
2012-05-14,58,False
2012-05-15,57,False
2012-05-16,49,False
2012-05-17,60,False
2012-05-18,31,False
2012-05-19,20,False
2012-05-20,36,False
2012-05-21,48,False
2012-05-22,55,False
2012-05-23,55,False
2012-05-24,53,False
2012-05-25,49,False
2012-05-26,50,False
2012-05-27,21,False
2012-05-28,24,False
2012-05-29,57,False
2012-05-30,39,False
2012-05-31,56,False
2012-06-01,51,False
2012-06-02,16,False
2012-06-03,12,False
2012-06-04,67,False
