date,Biogen,isPartial
2011-05-11,57,False
2011-05-12,53,False
2011-05-13,52,False
2011-05-14,29,False
2011-05-15,14,False
2011-05-16,48,False
2011-05-17,45,False
2011-05-18,37,False
2011-05-19,59,False
2011-05-20,72,False
2011-05-21,30,False
2011-05-22,24,False
2011-05-23,45,False
2011-05-24,60,False
2011-05-25,53,False
2011-05-26,76,False
2011-05-27,36,False
2011-05-28,44,False
2011-05-29,15,False
2011-05-30,32,False
2011-05-31,38,False
2011-06-01,72,False
2011-06-02,68,False
2011-06-03,48,False
2011-06-04,35,False
2011-06-05,48,False
2011-06-06,79,False
2011-06-07,41,False
2011-06-08,53,False
2011-06-09,38,False
2011-06-10,48,False
2011-06-11,15,False
2011-06-12,44,False
2011-06-13,54,False
2011-06-14,48,False
2011-06-15,64,False
2011-06-16,42,False
2011-06-17,64,False
2011-06-18,39,False
2011-06-19,39,False
2011-06-20,66,False
2011-06-21,30,False
2011-06-22,65,False
2011-06-23,63,False
2011-06-24,53,False
2011-06-25,44,False
2011-06-26,15,False
2011-06-27,34,False
2011-06-28,76,False
2011-06-29,69,False
2011-06-30,69,False
2011-07-01,32,False
2011-07-02,20,False
2011-07-03,35,False
2011-07-04,24,False
2011-07-05,31,False
2011-07-06,46,False
2011-07-07,38,False
2011-07-08,40,False
2011-07-09,5,False
2011-07-10,15,False
2011-07-11,68,False
2011-07-12,53,False
2011-07-13,42,False
2011-07-14,55,False
2011-07-15,29,False
2011-07-16,15,False
2011-07-17,29,False
2011-07-18,54,False
2011-07-19,45,False
2011-07-20,38,False
2011-07-21,20,False
2011-07-22,52,False
2011-07-23,14,False
2011-07-24,29,False
2011-07-25,34,False
2011-07-26,75,False
2011-07-27,58,False
2011-07-28,69,False
2011-07-29,37,False
2011-07-30,24,False
2011-07-31,15,False
2011-08-01,35,False
2011-08-02,35,False
2011-08-03,66,False
2011-08-04,58,False
2011-08-05,52,False
2011-08-06,14,False
2011-08-07,23,False
2011-08-08,29,False
2011-08-09,29,False
2011-08-10,30,False
2011-08-11,34,False
2011-08-12,40,False
2011-08-13,19,False
2011-08-14,38,False
2011-08-15,24,False
2011-08-16,64,False
2011-08-17,38,False
2011-08-18,41,False
2011-08-19,39,False
2011-08-20,38,False
2011-08-21,19,False
2011-08-22,37,False
2011-08-23,32,False
2011-08-24,55,False
2011-08-25,40,False
2011-08-26,80,False
2011-08-27,23,False
2011-08-28,18,False
2011-08-29,36,False
2011-08-30,43,False
2011-08-31,66,False
2011-09-01,30,False
2011-09-02,45,False
2011-09-03,22,False
2011-09-04,18,False
2011-09-05,65,False
2011-09-06,66,False
2011-09-07,64,False
2011-09-08,42,False
2011-09-09,100,False
2011-09-10,30,False
2011-09-11,25,False
2011-09-12,69,False
2011-09-13,45,False
2011-09-14,52,False
2011-09-15,50,False
2011-09-16,59,False
2011-09-17,17,False
2011-09-18,17,False
2011-09-19,55,False
2011-09-20,44,False
2011-09-21,52,False
2011-09-22,38,False
2011-09-23,33,False
2011-09-24,13,False
2011-09-25,9,False
2011-09-26,55,False
2011-09-27,71,False
2011-09-28,69,False
2011-09-29,24,False
2011-09-30,52,False
2011-10-01,26,False
2011-10-02,13,False
2011-10-03,77,False
2011-10-04,75,False
2011-10-05,55,False
2011-10-06,52,False
2011-10-07,50,False
2011-10-08,25,False
2011-10-09,33,False
2011-10-10,34,False
2011-10-11,52,False
2011-10-12,54,False
2011-10-13,31,False
2011-10-14,49,False
2011-10-15,4,False
2011-10-16,41,False
2011-10-17,44,False
2011-10-18,47,False
2011-10-19,30,False
2011-10-20,28,False
2011-10-21,57,False
2011-10-22,34,False
2011-10-23,33,False
2011-10-24,49,False
2011-10-25,46,False
2011-10-26,78,False
2011-10-27,95,False
2011-10-28,58,False
2011-10-29,50,False
2011-10-30,41,False
2011-10-31,49,False
2011-11-01,39,False
2011-11-02,57,False
2011-11-03,64,False
2011-11-04,52,False
2011-11-05,12,False
2011-11-06,24,False
2011-11-07,47,False
2011-11-08,53,False
2011-11-09,47,False
2011-11-10,75,False
