date,Biogen,isPartial
2012-06-04,71,False
2012-06-05,33,False
2012-06-06,54,False
2012-06-07,45,False
2012-06-08,44,False
2012-06-09,27,False
2012-06-10,24,False
2012-06-11,43,False
2012-06-12,100,False
2012-06-13,36,False
2012-06-14,47,False
2012-06-15,32,False
2012-06-16,14,False
2012-06-17,14,False
2012-06-18,54,False
2012-06-19,35,False
2012-06-20,41,False
2012-06-21,30,False
2012-06-22,35,False
2012-06-23,21,False
2012-06-24,28,False
2012-06-25,57,False
2012-06-26,38,False
2012-06-27,50,False
2012-06-28,37,False
2012-06-29,47,False
2012-06-30,18,False
2012-07-01,34,False
2012-07-02,41,False
2012-07-03,31,False
2012-07-04,23,False
2012-07-05,43,False
2012-07-06,21,False
2012-07-07,28,False
2012-07-08,17,False
2012-07-09,22,False
2012-07-10,41,False
2012-07-11,53,False
2012-07-12,34,False
2012-07-13,29,False
2012-07-14,14,False
2012-07-15,38,False
2012-07-16,52,False
2012-07-17,27,False
2012-07-18,50,False
2012-07-19,48,False
2012-07-20,21,False
2012-07-21,25,False
2012-07-22,18,False
2012-07-23,42,False
2012-07-24,51,False
2012-07-25,45,False
2012-07-26,51,False
2012-07-27,59,False
2012-07-28,14,False
2012-07-29,24,False
2012-07-30,45,False
2012-07-31,44,False
2012-08-01,70,False
2012-08-02,51,False
2012-08-03,50,False
2012-08-04,21,False
2012-08-05,24,False
2012-08-06,36,False
2012-08-07,53,False
2012-08-08,31,False
2012-08-09,45,False
2012-08-10,39,False
2012-08-11,21,False
2012-08-12,14,False
2012-08-13,48,False
2012-08-14,48,False
2012-08-15,29,False
2012-08-16,54,False
2012-08-17,39,False
2012-08-18,21,False
2012-08-19,18,False
2012-08-20,29,False
2012-08-21,39,False
2012-08-22,47,False
2012-08-23,53,False
2012-08-24,41,False
2012-08-25,7,False
2012-08-26,27,False
2012-08-27,35,False
2012-08-28,49,False
2012-08-29,38,False
2012-08-30,50,False
2012-08-31,54,False
2012-09-01,34,False
2012-09-02,26,False
2012-09-03,28,False
2012-09-04,27,False
2012-09-05,46,False
2012-09-06,49,False
2012-09-07,40,False
2012-09-08,13,False
2012-09-09,20,False
2012-09-10,55,False
2012-09-11,45,False
2012-09-12,72,False
2012-09-13,48,False
2012-09-14,56,False
2012-09-15,23,False
2012-09-16,33,False
2012-09-17,51,False
2012-09-18,36,False
