date,Biogen,isPartial
2014-03-16,28,False
2014-03-17,69,False
2014-03-18,53,False
2014-03-19,63,False
2014-03-20,66,False
2014-03-21,66,False
2014-03-22,36,False
2014-03-23,32,False
2014-03-24,62,False
2014-03-25,52,False
2014-03-26,54,False
2014-03-27,58,False
2014-03-28,55,False
2014-03-29,17,False
2014-03-30,38,False
2014-03-31,62,False
2014-04-01,82,False
2014-04-02,73,False
2014-04-03,59,False
2014-04-04,68,False
2014-04-05,24,False
2014-04-06,19,False
2014-04-07,58,False
2014-04-08,60,False
2014-04-09,59,False
2014-04-10,66,False
2014-04-11,87,False
2014-04-12,27,False
2014-04-13,24,False
2014-04-14,61,False
2014-04-15,43,False
2014-04-16,56,False
2014-04-17,41,False
2014-04-18,30,False
2014-04-19,28,False
2014-04-20,28,False
2014-04-21,50,False
2014-04-22,49,False
2014-04-23,61,False
2014-04-24,66,False
2014-04-25,49,False
2014-04-26,24,False
2014-04-27,33,False
2014-04-28,45,False
2014-04-29,54,False
2014-04-30,55,False
2014-05-01,27,False
2014-05-02,56,False
2014-05-03,17,False
2014-05-04,26,False
2014-05-05,35,False
2014-05-06,68,False
2014-05-07,42,False
2014-05-08,43,False
2014-05-09,37,False
2014-05-10,26,False
2014-05-11,21,False
2014-05-12,72,False
2014-05-13,61,False
2014-05-14,61,False
2014-05-15,27,False
2014-05-16,50,False
2014-05-17,10,False
2014-05-18,17,False
2014-05-19,54,False
2014-05-20,65,False
2014-05-21,58,False
2014-05-22,63,False
2014-05-23,51,False
2014-05-24,33,False
2014-05-25,8,False
2014-05-26,41,False
2014-05-27,41,False
2014-05-28,69,False
2014-05-29,60,False
2014-05-30,40,False
2014-05-31,14,False
2014-06-01,13,False
2014-06-02,47,False
2014-06-03,59,False
2014-06-04,63,False
2014-06-05,52,False
2014-06-06,36,False
2014-06-07,17,False
2014-06-08,39,False
2014-06-09,43,False
2014-06-10,48,False
2014-06-11,45,False
2014-06-12,45,False
2014-06-13,61,False
2014-06-14,11,False
2014-06-15,22,False
2014-06-16,67,False
2014-06-17,42,False
2014-06-18,36,False
2014-06-19,51,False
2014-06-20,49,False
2014-06-21,20,False
2014-06-22,22,False
2014-06-23,40,False
2014-06-24,41,False
2014-06-25,70,False
2014-06-26,55,False
2014-06-27,29,False
2014-06-28,22,False
2014-06-29,19,False
2014-06-30,41,False
2014-07-01,56,False
2014-07-02,51,False
2014-07-03,26,False
2014-07-04,43,False
2014-07-05,17,False
2014-07-06,28,False
2014-07-07,63,False
2014-07-08,22,False
2014-07-09,46,False
2014-07-10,39,False
2014-07-11,29,False
2014-07-12,16,False
2014-07-13,29,False
2014-07-14,41,False
2014-07-15,36,False
2014-07-16,56,False
2014-07-17,68,False
2014-07-18,41,False
2014-07-19,25,False
2014-07-20,16,False
2014-07-21,32,False
2014-07-22,64,False
2014-07-23,75,False
2014-07-24,83,False
2014-07-25,43,False
2014-07-26,14,False
2014-07-27,17,False
2014-07-28,39,False
2014-07-29,53,False
2014-07-30,55,False
2014-07-31,56,False
2014-08-01,41,False
2014-08-02,30,False
2014-08-03,28,False
2014-08-04,50,False
2014-08-05,68,False
2014-08-06,61,False
2014-08-07,52,False
2014-08-08,39,False
2014-08-09,22,False
2014-08-10,16,False
2014-08-11,47,False
