date,Biogen,isPartial
2017-05-29,31,False
2017-05-30,42,False
2017-05-31,54,False
2017-06-01,45,False
2017-06-02,56,False
2017-06-03,26,False
2017-06-04,19,False
2017-06-05,47,False
2017-06-06,46,False
2017-06-07,56,False
2017-06-08,61,False
2017-06-09,51,False
2017-06-10,21,False
2017-06-11,23,False
2017-06-12,49,False
2017-06-13,46,False
2017-06-14,60,False
2017-06-15,42,False
2017-06-16,49,False
2017-06-17,23,False
2017-06-18,25,False
2017-06-19,45,False
2017-06-20,54,False
2017-06-21,63,False
2017-06-22,60,False
2017-06-23,51,False
2017-06-24,22,False
2017-06-25,17,False
2017-06-26,54,False
2017-06-27,53,False
2017-06-28,54,False
2017-06-29,49,False
2017-06-30,44,False
2017-07-01,31,False
2017-07-02,30,False
2017-07-03,40,False
2017-07-04,33,False
2017-07-05,47,False
2017-07-06,54,False
2017-07-07,54,False
2017-07-08,24,False
2017-07-09,21,False
2017-07-10,45,False
2017-07-11,52,False
2017-07-12,51,False
2017-07-13,54,False
2017-07-14,48,False
2017-07-15,22,False
2017-07-16,23,False
2017-07-17,51,False
2017-07-18,41,False
2017-07-19,59,False
2017-07-20,60,False
2017-07-21,47,False
2017-07-22,19,False
2017-07-23,19,False
2017-07-24,62,False
2017-07-25,79,False
2017-07-26,69,False
2017-07-27,68,False
2017-07-28,45,False
2017-07-29,14,False
2017-07-30,24,False
2017-07-31,48,False
2017-08-01,52,False
2017-08-02,62,False
2017-08-03,53,False
2017-08-04,47,False
2017-08-05,23,False
2017-08-06,28,False
2017-08-07,57,False
2017-08-08,63,False
2017-08-09,44,False
2017-08-10,38,False
2017-08-11,45,False
2017-08-12,25,False
2017-08-13,27,False
2017-08-14,49,False
2017-08-15,50,False
2017-08-16,67,False
2017-08-17,55,False
2017-08-18,34,False
2017-08-19,17,False
2017-08-20,21,False
2017-08-21,50,False
2017-08-22,54,False
2017-08-23,49,False
2017-08-24,42,False
2017-08-25,50,False
2017-08-26,15,False
2017-08-27,16,False
2017-08-28,47,False
2017-08-29,53,False
2017-08-30,56,False
2017-08-31,64,False
2017-09-01,52,False
2017-09-02,26,False
2017-09-03,23,False
2017-09-04,47,False
2017-09-05,56,False
2017-09-06,49,False
2017-09-07,44,False
2017-09-08,48,False
2017-09-09,18,False
2017-09-10,24,False
2017-09-11,43,False
2017-09-12,53,False
2017-09-13,67,False
2017-09-14,55,False
2017-09-15,48,False
2017-09-16,26,False
2017-09-17,13,False
2017-09-18,51,False
2017-09-19,44,False
2017-09-20,44,False
2017-09-21,56,False
2017-09-22,60,False
2017-09-23,27,False
2017-09-24,21,False
2017-09-25,42,False
2017-09-26,58,False
2017-09-27,55,False
2017-09-28,56,False
2017-09-29,44,False
2017-09-30,24,False
2017-10-01,19,False
2017-10-02,46,False
2017-10-03,53,False
2017-10-04,62,False
2017-10-05,66,False
2017-10-06,61,False
2017-10-07,21,False
2017-10-08,16,False
2017-10-09,56,False
2017-10-10,60,False
2017-10-11,58,False
2017-10-12,62,False
2017-10-13,55,False
2017-10-14,33,False
2017-10-15,18,False
2017-10-16,48,False
2017-10-17,74,False
2017-10-18,54,False
2017-10-19,60,False
2017-10-20,50,False
2017-10-21,26,False
2017-10-22,26,False
2017-10-23,60,False
2017-10-24,96,False
2017-10-25,72,False
2017-10-26,73,False
2017-10-27,50,False
2017-10-28,29,False
2017-10-29,37,False
