date,Biogen,isPartial
2014-12-01,14,False
2014-12-02,32,False
2014-12-03,33,False
2014-12-04,20,False
2014-12-05,19,False
2014-12-06,9,False
2014-12-07,7,False
2014-12-08,19,False
2014-12-09,21,False
2014-12-10,10,False
2014-12-11,17,False
2014-12-12,18,False
2014-12-13,11,False
2014-12-14,9,False
2014-12-15,12,False
2014-12-16,20,False
2014-12-17,17,False
2014-12-18,17,False
2014-12-19,16,False
2014-12-20,8,False
2014-12-21,5,False
2014-12-22,15,False
2014-12-23,17,False
2014-12-24,9,False
2014-12-25,6,False
2014-12-26,5,False
2014-12-27,6,False
2014-12-28,8,False
2014-12-29,9,False
2014-12-30,10,False
2014-12-31,9,False
2015-01-01,6,False
2015-01-02,13,False
2015-01-03,8,False
2015-01-04,5,False
2015-01-05,19,False
2015-01-06,15,False
2015-01-07,24,False
2015-01-08,23,False
2015-01-09,20,False
2015-01-10,11,False
2015-01-11,19,False
2015-01-12,26,False
2015-01-13,16,False
2015-01-14,24,False
2015-01-15,24,False
2015-01-16,24,False
2015-01-17,9,False
2015-01-18,12,False
2015-01-19,13,False
2015-01-20,20,False
2015-01-21,21,False
2015-01-22,24,False
2015-01-23,21,False
2015-01-24,8,False
2015-01-25,8,False
2015-01-26,22,False
2015-01-27,18,False
2015-01-28,22,False
2015-01-29,29,False
2015-01-30,36,False
2015-01-31,14,False
2015-02-01,9,False
2015-02-02,23,False
2015-02-03,25,False
2015-02-04,22,False
2015-02-05,21,False
2015-02-06,20,False
2015-02-07,11,False
2015-02-08,8,False
2015-02-09,18,False
2015-02-10,22,False
2015-02-11,21,False
2015-02-12,25,False
2015-02-13,16,False
2015-02-14,7,False
2015-02-15,9,False
2015-02-16,15,False
2015-02-17,24,False
2015-02-18,17,False
2015-02-19,24,False
2015-02-20,18,False
2015-02-21,10,False
2015-02-22,8,False
2015-02-23,21,False
2015-02-24,20,False
2015-02-25,20,False
2015-02-26,19,False
2015-02-27,21,False
2015-02-28,9,False
2015-03-01,12,False
2015-03-02,28,False
2015-03-03,26,False
2015-03-04,20,False
2015-03-05,23,False
2015-03-06,22,False
2015-03-07,7,False
2015-03-08,11,False
2015-03-09,19,False
2015-03-10,21,False
2015-03-11,23,False
2015-03-12,19,False
2015-03-13,15,False
2015-03-14,9,False
2015-03-15,11,False
2015-03-16,23,False
2015-03-17,24,False
2015-03-18,27,False
2015-03-19,25,False
2015-03-20,100,False
2015-03-21,52,False
2015-03-22,29,False
2015-03-23,50,False
2015-03-24,41,False
2015-03-25,31,False
2015-03-26,30,False
2015-03-27,30,False
2015-03-28,10,False
2015-03-29,16,False
2015-03-30,23,False
2015-03-31,25,False
2015-04-01,26,False
2015-04-02,27,False
2015-04-03,16,False
2015-04-04,8,False
2015-04-05,15,False
2015-04-06,30,False
2015-04-07,27,False
2015-04-08,26,False
2015-04-09,22,False
2015-04-10,22,False
2015-04-11,8,False
2015-04-12,12,False
2015-04-13,24,False
2015-04-14,24,False
2015-04-15,28,False
2015-04-16,24,False
2015-04-17,20,False
2015-04-18,9,False
2015-04-19,17,False
2015-04-20,23,False
2015-04-21,30,False
2015-04-22,28,False
2015-04-23,33,False
2015-04-24,30,False
2015-04-25,11,False
2015-04-26,11,False
2015-04-27,30,False
2015-04-28,33,False
2015-04-29,33,False
2015-04-30,26,False
2015-05-01,21,False
2015-05-02,9,False
2015-05-03,12,False
2015-05-04,27,False
2015-05-05,26,False
2015-05-06,20,False
2015-05-07,27,False
2015-05-08,22,False
2015-05-09,12,False
2015-05-10,9,False
2015-05-11,24,False
2015-05-12,22,False
2015-05-13,20,False
2015-05-14,22,False
2015-05-15,18,False
2015-05-16,7,False
2015-05-17,9,False
2015-05-18,15,False
2015-05-19,21,False
2015-05-20,25,False
2015-05-21,22,False
2015-05-22,23,False
2015-05-23,11,False
2015-05-24,11,False
2015-05-25,12,False
2015-05-26,17,False
2015-05-27,21,False
2015-05-28,19,False
2015-05-29,18,False
2015-05-30,12,False
2015-05-31,10,False
2015-06-01,28,False
2015-06-02,18,False
2015-06-03,23,False
2015-06-04,21,False
2015-06-05,15,False
2015-06-06,13,False
2015-06-07,9,False
2015-06-08,21,False
2015-06-09,24,False
2015-06-10,22,False
2015-06-11,22,False
2015-06-12,16,False
2015-06-13,9,False
2015-06-14,11,False
2015-06-15,20,False
2015-06-16,19,False
2015-06-17,19,False
2015-06-18,20,False
2015-06-19,16,False
2015-06-20,11,False
2015-06-21,9,False
2015-06-22,23,False
2015-06-23,21,False
2015-06-24,27,False
2015-06-25,19,False
2015-06-26,17,False
2015-06-27,11,False
2015-06-28,9,False
2015-06-29,18,False
2015-06-30,27,False
2015-07-01,27,False
2015-07-02,20,False
2015-07-03,20,False
2015-07-04,9,False
2015-07-05,8,False
2015-07-06,21,False
2015-07-07,25,False
2015-07-08,19,False
2015-07-09,20,False
2015-07-10,29,False
2015-07-11,13,False
2015-07-12,9,False
2015-07-13,24,False
2015-07-14,28,False
2015-07-15,20,False
2015-07-16,24,False
2015-07-17,26,False
2015-07-18,12,False
2015-07-19,14,False
2015-07-20,28,False
2015-07-21,31,False
2015-07-22,42,False
2015-07-23,31,False
2015-07-24,77,False
2015-07-25,36,False
2015-07-26,24,False
2015-07-27,44,False
2015-07-28,39,False
2015-07-29,25,False
2015-07-30,27,False
2015-07-31,23,False
2015-08-01,12,False
2015-08-02,11,False
2015-08-03,21,False
2015-08-04,27,False
2015-08-05,22,False
2015-08-06,28,False
2015-08-07,23,False
2015-08-08,7,False
2015-08-09,10,False
2015-08-10,21,False
2015-08-11,23,False
2015-08-12,19,False
2015-08-13,20,False
2015-08-14,25,False
2015-08-15,11,False
2015-08-16,9,False
2015-08-17,18,False
2015-08-18,19,False
