date,Liberty Interactive,isPartial
2016-05-04,15,False
2016-05-05,0,False
2016-05-06,0,False
2016-05-07,0,False
2016-05-08,0,False
2016-05-09,22,False
2016-05-10,0,False
2016-05-11,29,False
2016-05-12,0,False
2016-05-13,15,False
2016-05-14,0,False
2016-05-15,16,False
2016-05-16,0,False
2016-05-17,21,False
2016-05-18,14,False
2016-05-19,14,False
2016-05-20,0,False
2016-05-21,17,False
2016-05-22,0,False
2016-05-23,14,False
2016-05-24,15,False
2016-05-25,29,False
2016-05-26,23,False
2016-05-27,31,False
2016-05-28,17,False
2016-05-29,0,False
2016-05-30,15,False
2016-05-31,22,False
2016-06-01,15,False
2016-06-02,15,False
2016-06-03,0,False
2016-06-04,0,False
2016-06-05,17,False
2016-06-06,29,False
2016-06-07,29,False
2016-06-08,22,False
2016-06-09,15,False
2016-06-10,0,False
2016-06-11,0,False
2016-06-12,17,False
2016-06-13,29,False
2016-06-14,14,False
2016-06-15,15,False
2016-06-16,14,False
2016-06-17,0,False
2016-06-18,0,False
2016-06-19,0,False
2016-06-20,0,False
2016-06-21,0,False
2016-06-22,15,False
2016-06-23,0,False
2016-06-24,23,False
2016-06-25,17,False
2016-06-26,0,False
2016-06-27,0,False
2016-06-28,15,False
2016-06-29,0,False
2016-06-30,15,False
2016-07-01,16,False
2016-07-02,18,False
2016-07-03,0,False
2016-07-04,16,False
2016-07-05,15,False
2016-07-06,24,False
2016-07-07,24,False
2016-07-08,32,False
2016-07-09,18,False
2016-07-10,18,False
2016-07-11,15,False
2016-07-12,0,False
2016-07-13,15,False
2016-07-14,30,False
2016-07-15,16,False
2016-07-16,0,False
2016-07-17,0,False
2016-07-18,39,False
2016-07-19,32,False
2016-07-20,16,False
2016-07-21,16,False
2016-07-22,32,False
2016-07-23,18,False
2016-07-24,0,False
2016-07-25,39,False
2016-07-26,23,False
2016-07-27,16,False
2016-07-28,16,False
2016-07-29,16,False
2016-07-30,0,False
2016-07-31,36,False
2016-08-01,15,False
2016-08-02,15,False
2016-08-03,0,False
2016-08-04,16,False
2016-08-05,25,False
2016-08-06,38,False
2016-08-07,0,False
2016-08-08,16,False
2016-08-09,47,False
2016-08-10,16,False
2016-08-11,0,False
2016-08-12,0,False
2016-08-13,0,False
2016-08-14,19,False
2016-08-15,0,False
2016-08-16,16,False
2016-08-17,16,False
2016-08-18,33,False
2016-08-19,17,False
2016-08-20,0,False
2016-08-21,19,False
2016-08-22,16,False
2016-08-23,0,False
2016-08-24,16,False
2016-08-25,15,False
2016-08-26,32,False
2016-08-27,0,False
2016-08-28,0,False
2016-08-29,0,False
2016-08-30,45,False
2016-08-31,15,False
2016-09-01,15,False
2016-09-02,16,False
2016-09-03,0,False
2016-09-04,0,False
2016-09-05,0,False
2016-09-06,30,False
2016-09-07,23,False
2016-09-08,15,False
2016-09-09,32,False
2016-09-10,18,False
2016-09-11,0,False
2016-09-12,15,False
2016-09-13,0,False
2016-09-14,30,False
2016-09-15,0,False
2016-09-16,31,False
2016-09-17,17,False
2016-09-18,0,False
2016-09-19,29,False
2016-09-20,51,False
2016-09-21,15,False
2016-09-22,15,False
2016-09-23,15,False
2016-09-24,0,False
2016-09-25,0,False
2016-09-26,15,False
2016-09-27,15,False
2016-09-28,44,False
2016-09-29,45,False
2016-09-30,15,False
2016-10-01,0,False
2016-10-02,0,False
2016-10-03,15,False
2016-10-04,15,False
2016-10-05,29,False
2016-10-06,15,False
2016-10-07,31,False
2016-10-08,0,False
2016-10-09,0,False
2016-10-10,15,False
2016-10-11,0,False
2016-10-12,15,False
2016-10-13,0,False
2016-10-14,15,False
2016-10-15,0,False
2016-10-16,17,False
2016-10-17,15,False
2016-10-18,14,False
2016-10-19,15,False
2016-10-20,0,False
2016-10-21,30,False
2016-10-22,0,False
2016-10-23,17,False
2016-10-24,0,False
2016-10-25,29,False
2016-10-26,15,False
2016-10-27,15,False
2016-10-28,15,False
