date,Liberty Interactive,isPartial
2013-02-19,41,False
2013-02-20,41,False
2013-02-21,0,False
2013-02-22,0,False
2013-02-23,0,False
2013-02-24,48,False
2013-02-25,30,False
2013-02-26,20,False
2013-02-27,51,False
2013-02-28,31,False
2013-03-01,21,False
2013-03-02,0,False
2013-03-03,0,False
2013-03-04,41,False
2013-03-05,61,False
2013-03-06,20,False
2013-03-07,42,False
2013-03-08,32,False
2013-03-09,24,False
2013-03-10,0,False
2013-03-11,30,False
2013-03-12,20,False
2013-03-13,40,False
2013-03-14,20,False
2013-03-15,0,False
2013-03-16,0,False
2013-03-17,47,False
2013-03-18,40,False
2013-03-19,20,False
2013-03-20,20,False
2013-03-21,31,False
2013-03-22,21,False
2013-03-23,0,False
2013-03-24,0,False
2013-03-25,30,False
2013-03-26,20,False
2013-03-27,21,False
2013-03-28,0,False
2013-03-29,23,False
2013-03-30,0,False
2013-03-31,25,False
2013-04-01,21,False
2013-04-02,20,False
2013-04-03,20,False
2013-04-04,20,False
2013-04-05,21,False
2013-04-06,0,False
2013-04-07,0,False
2013-04-08,60,False
2013-04-09,20,False
2013-04-10,20,False
2013-04-11,0,False
2013-04-12,21,False
2013-04-13,0,False
2013-04-14,0,False
2013-04-15,20,False
2013-04-16,20,False
2013-04-17,0,False
2013-04-18,41,False
2013-04-19,21,False
2013-04-20,24,False
2013-04-21,0,False
2013-04-22,20,False
2013-04-23,39,False
2013-04-24,20,False
2013-04-25,0,False
2013-04-26,32,False
2013-04-27,0,False
2013-04-28,0,False
2013-04-29,0,False
2013-04-30,0,False
2013-05-01,44,False
2013-05-02,0,False
2013-05-03,43,False
2013-05-04,24,False
2013-05-05,24,False
2013-05-06,20,False
2013-05-07,0,False
2013-05-08,30,False
2013-05-09,42,False
2013-05-10,21,False
2013-05-11,24,False
2013-05-12,24,False
2013-05-13,20,False
2013-05-14,20,False
2013-05-15,40,False
2013-05-16,0,False
2013-05-17,32,False
2013-05-18,0,False
2013-05-19,0,False
2013-05-20,0,False
2013-05-21,20,False
2013-05-22,39,False
2013-05-23,0,False
2013-05-24,42,False
2013-05-25,0,False
2013-05-26,0,False
2013-05-27,31,False
2013-05-28,49,False
2013-05-29,39,False
2013-05-30,0,False
2013-05-31,0,False
2013-06-01,24,False
2013-06-02,24,False
2013-06-03,20,False
2013-06-04,20,False
2013-06-05,20,False
2013-06-06,20,False
2013-06-07,0,False
2013-06-08,0,False
2013-06-09,0,False
2013-06-10,20,False
2013-06-11,39,False
2013-06-12,30,False
2013-06-13,40,False
2013-06-14,42,False
2013-06-15,0,False
2013-06-16,0,False
2013-06-17,20,False
2013-06-18,20,False
2013-06-19,100,False
2013-06-20,0,False
2013-06-21,21,False
2013-06-22,49,False
2013-06-23,0,False
2013-06-24,0,False
2013-06-25,79,False
2013-06-26,20,False
2013-06-27,40,False
2013-06-28,21,False
2013-06-29,0,False
2013-06-30,0,False
2013-07-01,20,False
2013-07-02,20,False
2013-07-03,20,False
2013-07-04,0,False
2013-07-05,0,False
2013-07-06,51,False
2013-07-07,25,False
2013-07-08,20,False
2013-07-09,20,False
2013-07-10,21,False
2013-07-11,21,False
2013-07-12,32,False
2013-07-13,25,False
2013-07-14,0,False
2013-07-15,21,False
2013-07-16,0,False
2013-07-17,21,False
2013-07-18,21,False
2013-07-19,22,False
2013-07-20,25,False
2013-07-21,25,False
2013-07-22,20,False
2013-07-23,0,False
2013-07-24,20,False
2013-07-25,21,False
2013-07-26,22,False
2013-07-27,25,False
2013-07-28,0,False
2013-07-29,20,False
2013-07-30,0,False
2013-07-31,20,False
2013-08-01,0,False
2013-08-02,22,False
2013-08-03,0,False
2013-08-04,0,False
2013-08-05,21,False
2013-08-06,21,False
2013-08-07,41,False
2013-08-08,21,False
2013-08-09,0,False
2013-08-10,0,False
2013-08-11,25,False
2013-08-12,20,False
2013-08-13,0,False
2013-08-14,0,False
2013-08-15,21,False
2013-08-16,0,False
2013-08-17,0,False
2013-08-18,0,False
2013-08-19,40,False
2013-08-20,20,False
2013-08-21,20,False
2013-08-22,31,False
2013-08-23,0,False
2013-08-24,0,False
2013-08-25,0,False
2013-08-26,19,False
2013-08-27,19,False
2013-08-28,20,False
2013-08-29,30,False
2013-08-30,21,False
2013-08-31,0,False
2013-09-01,0,False
2013-09-02,0,False
2013-09-03,0,False
2013-09-04,39,False
2013-09-05,0,False
2013-09-06,21,False
2013-09-07,47,False
2013-09-08,23,False
2013-09-09,19,False
2013-09-10,19,False
2013-09-11,0,False
2013-09-12,19,False
2013-09-13,20,False
2013-09-14,23,False
2013-09-15,22,False
2013-09-16,0,False
2013-09-17,19,False
2013-09-18,19,False
2013-09-19,0,False
2013-09-20,20,False
2013-09-21,46,False
2013-09-22,0,False
2013-09-23,57,False
2013-09-24,39,False
2013-09-25,19,False
2013-09-26,20,False
2013-09-27,0,False
2013-09-28,0,False
2013-09-29,45,False
2013-09-30,28,False
2013-10-01,0,False
2013-10-02,29,False
2013-10-03,0,False
2013-10-04,30,False
2013-10-05,0,False
2013-10-06,0,False
2013-10-07,0,False
2013-10-08,19,False
2013-10-09,19,False
2013-10-10,97,False
2013-10-11,20,False
2013-10-12,0,False
2013-10-13,0,False
2013-10-14,20,False
2013-10-15,19,False
2013-10-16,38,False
2013-10-17,19,False
2013-10-18,20,False
2013-10-19,0,False
2013-10-20,0,False
2013-10-21,19,False
2013-10-22,19,False
2013-10-23,28,False
2013-10-24,28,False
2013-10-25,39,False
2013-10-26,23,False
2013-10-27,22,False
2013-10-28,55,False
2013-10-29,28,False
2013-10-30,19,False
2013-10-31,29,False
2013-11-01,41,False
2013-11-02,23,False
2013-11-03,0,False
2013-11-04,18,False
2013-11-05,28,False
2013-11-06,37,False
