date,Synopsys,isPartial
2015-04-10,46,False
2015-04-11,26,False
2015-04-12,42,False
2015-04-13,43,False
2015-04-14,58,False
2015-04-15,49,False
2015-04-16,40,False
2015-04-17,28,False
2015-04-18,29,False
2015-04-19,16,False
2015-04-20,53,False
2015-04-21,46,False
2015-04-22,72,False
2015-04-23,38,False
2015-04-24,39,False
2015-04-25,32,False
2015-04-26,35,False
2015-04-27,32,False
2015-04-28,51,False
2015-04-29,53,False
2015-04-30,33,False
2015-05-01,36,False
2015-05-02,29,False
2015-05-03,22,False
2015-05-04,56,False
2015-05-05,29,False
2015-05-06,45,False
2015-05-07,68,False
2015-05-08,45,False
2015-05-09,16,False
2015-05-10,19,False
2015-05-11,46,False
2015-05-12,40,False
2015-05-13,43,False
2015-05-14,38,False
2015-05-15,45,False
2015-05-16,13,False
2015-05-17,32,False
2015-05-18,29,False
2015-05-19,39,False
2015-05-20,45,False
2015-05-21,48,False
2015-05-22,42,False
2015-05-23,19,False
2015-05-24,32,False
2015-05-25,22,False
2015-05-26,31,False
2015-05-27,50,False
2015-05-28,27,False
2015-05-29,31,False
2015-05-30,19,False
2015-05-31,13,False
2015-06-01,37,False
2015-06-02,48,False
2015-06-03,56,False
2015-06-04,28,False
2015-06-05,20,False
2015-06-06,26,False
2015-06-07,10,False
2015-06-08,100,False
2015-06-09,45,False
2015-06-10,37,False
2015-06-11,57,False
2015-06-12,28,False
2015-06-13,32,False
2015-06-14,22,False
2015-06-15,39,False
2015-06-16,46,False
2015-06-17,45,False
2015-06-18,35,False
2015-06-19,45,False
2015-06-20,10,False
2015-06-21,6,False
2015-06-22,56,False
2015-06-23,64,False
2015-06-24,41,False
2015-06-25,52,False
2015-06-26,57,False
2015-06-27,23,False
2015-06-28,16,False
2015-06-29,41,False
2015-06-30,51,False
2015-07-01,41,False
2015-07-02,52,False
2015-07-03,32,False
2015-07-04,7,False
2015-07-05,26,False
2015-07-06,64,False
2015-07-07,48,False
2015-07-08,34,False
2015-07-09,44,False
2015-07-10,54,False
2015-07-11,16,False
2015-07-12,29,False
2015-07-13,37,False
2015-07-14,43,False
2015-07-15,57,False
2015-07-16,47,False
2015-07-17,35,False
2015-07-18,21,False
2015-07-19,10,False
2015-07-20,67,False
2015-07-21,49,False
2015-07-22,54,False
2015-07-23,48,False
2015-07-24,48,False
2015-07-25,13,False
2015-07-26,23,False
2015-07-27,34,False
2015-07-28,37,False
2015-07-29,61,False
2015-07-30,27,False
2015-07-31,14,False
2015-08-01,16,False
2015-08-02,23,False
2015-08-03,53,False
2015-08-04,32,False
2015-08-05,22,False
2015-08-06,44,False
2015-08-07,46,False
2015-08-08,32,False
2015-08-09,19,False
2015-08-10,27,False
2015-08-11,32,False
2015-08-12,41,False
2015-08-13,41,False
2015-08-14,31,False
2015-08-15,13,False
2015-08-16,25,False
2015-08-17,26,False
2015-08-18,43,False
2015-08-19,43,False
2015-08-20,40,False
2015-08-21,39,False
2015-08-22,44,False
2015-08-23,12,False
2015-08-24,44,False
2015-08-25,62,False
2015-08-26,50,False
2015-08-27,26,False
2015-08-28,50,False
2015-08-29,10,False
2015-08-30,25,False
2015-08-31,52,False
2015-09-01,41,False
2015-09-02,49,False
2015-09-03,39,False
2015-09-04,52,False
2015-09-05,9,False
2015-09-06,28,False
2015-09-07,22,False
2015-09-08,15,False
2015-09-09,51,False
2015-09-10,57,False
2015-09-11,46,False
2015-09-12,21,False
2015-09-13,33,False
2015-09-14,43,False
2015-09-15,43,False
2015-09-16,33,False
2015-09-17,41,False
2015-09-18,29,False
2015-09-19,15,False
2015-09-20,12,False
2015-09-21,37,False
2015-09-22,48,False
2015-09-23,36,False
2015-09-24,29,False
2015-09-25,32,False
2015-09-26,28,False
2015-09-27,18,False
2015-09-28,33,False
2015-09-29,43,False
2015-09-30,40,False
2015-10-01,43,False
2015-10-02,31,False
2015-10-03,18,False
2015-10-04,18,False
2015-10-05,40,False
2015-10-06,45,False
2015-10-07,37,False
2015-10-08,53,False
2015-10-09,31,False
2015-10-10,24,False
2015-10-11,32,False
2015-10-12,29,False
2015-10-13,54,False
2015-10-14,30,False
2015-10-15,38,False
2015-10-16,36,False
2015-10-17,24,False
2015-10-18,23,False
2015-10-19,42,False
2015-10-20,37,False
2015-10-21,39,False
2015-10-22,45,False
2015-10-23,39,False
2015-10-24,33,False
2015-10-25,31,False
2015-10-26,44,False
2015-10-27,44,False
2015-10-28,47,False
2015-10-29,30,False
2015-10-30,24,False
2015-10-31,33,False
2015-11-01,33,False
2015-11-02,35,False
2015-11-03,36,False
2015-11-04,37,False
2015-11-05,45,False
2015-11-06,52,False
2015-11-07,12,False
2015-11-08,37,False
2015-11-09,27,False
2015-11-10,25,False
2015-11-11,36,False
2015-11-12,44,False
2015-11-13,37,False
2015-11-14,14,False
2015-11-15,11,False
2015-11-16,54,False
2015-11-17,32,False
2015-11-18,45,False
2015-11-19,52,False
2015-11-20,29,False
2015-11-21,20,False
2015-11-22,26,False
2015-11-23,58,False
2015-11-24,49,False
2015-11-25,32,False
2015-11-26,46,False
2015-11-27,29,False
2015-11-28,14,False
2015-11-29,20,False
2015-11-30,17,False
2015-12-01,51,False
2015-12-02,72,False
2015-12-03,50,False
2015-12-04,39,False
2015-12-05,17,False
2015-12-06,23,False
2015-12-07,25,False
2015-12-08,33,False
2015-12-09,42,False
2015-12-10,60,False
2015-12-11,39,False
2015-12-12,20,False
2015-12-13,20,False
2015-12-14,47,False
2015-12-15,41,False
2015-12-16,55,False
2015-12-17,32,False
2015-12-18,36,False
2015-12-19,22,False
2015-12-20,9,False
2015-12-21,24,False
2015-12-22,19,False
2015-12-23,34,False
2015-12-24,38,False
2015-12-25,20,False
2015-12-26,9,False
