date,Synopsys,isPartial
2017-01-19,76,False
2017-01-20,64,False
2017-01-21,42,False
2017-01-22,30,False
2017-01-23,56,False
2017-01-24,73,False
2017-01-25,51,False
2017-01-26,49,False
2017-01-27,44,False
2017-01-28,36,False
2017-01-29,21,False
2017-01-30,60,False
2017-01-31,64,False
2017-02-01,68,False
2017-02-02,78,False
2017-02-03,67,False
2017-02-04,32,False
2017-02-05,39,False
2017-02-06,80,False
2017-02-07,88,False
2017-02-08,58,False
2017-02-09,63,False
2017-02-10,57,False
2017-02-11,37,False
2017-02-12,37,False
2017-02-13,66,False
2017-02-14,50,False
2017-02-15,76,False
2017-02-16,97,False
2017-02-17,89,False
2017-02-18,26,False
2017-02-19,37,False
2017-02-20,59,False
2017-02-21,85,False
2017-02-22,82,False
2017-02-23,86,False
2017-02-24,65,False
2017-02-25,35,False
2017-02-26,29,False
2017-02-27,61,False
2017-02-28,67,False
2017-03-01,65,False
2017-03-02,83,False
2017-03-03,64,False
2017-03-04,27,False
2017-03-05,38,False
2017-03-06,86,False
2017-03-07,79,False
2017-03-08,49,False
2017-03-09,65,False
2017-03-10,68,False
2017-03-11,34,False
2017-03-12,35,False
2017-03-13,54,False
2017-03-14,76,False
2017-03-15,54,False
2017-03-16,64,False
2017-03-17,87,False
2017-03-18,35,False
2017-03-19,36,False
2017-03-20,60,False
2017-03-21,80,False
2017-03-22,92,False
2017-03-23,99,False
2017-03-24,77,False
2017-03-25,26,False
2017-03-26,39,False
2017-03-27,67,False
2017-03-28,68,False
2017-03-29,66,False
2017-03-30,75,False
2017-03-31,84,False
2017-04-01,56,False
2017-04-02,23,False
2017-04-03,62,False
2017-04-04,64,False
2017-04-05,64,False
2017-04-06,51,False
2017-04-07,44,False
2017-04-08,33,False
2017-04-09,19,False
2017-04-10,71,False
2017-04-11,65,False
2017-04-12,57,False
2017-04-13,89,False
2017-04-14,53,False
2017-04-15,38,False
2017-04-16,38,False
2017-04-17,58,False
2017-04-18,89,False
2017-04-19,55,False
2017-04-20,65,False
2017-04-21,59,False
2017-04-22,26,False
2017-04-23,20,False
2017-04-24,63,False
2017-04-25,81,False
2017-04-26,79,False
2017-04-27,78,False
2017-04-28,80,False
2017-04-29,19,False
2017-04-30,24,False
2017-05-01,37,False
2017-05-02,58,False
2017-05-03,36,False
2017-05-04,57,False
2017-05-05,67,False
2017-05-06,35,False
2017-05-07,16,False
2017-05-08,71,False
2017-05-09,85,False
2017-05-10,64,False
2017-05-11,71,False
2017-05-12,91,False
2017-05-13,23,False
2017-05-14,38,False
2017-05-15,57,False
2017-05-16,66,False
2017-05-17,69,False
2017-05-18,86,False
2017-05-19,54,False
2017-05-20,25,False
2017-05-21,30,False
2017-05-22,81,False
2017-05-23,75,False
2017-05-24,67,False
2017-05-25,71,False
2017-05-26,72,False
2017-05-27,41,False
2017-05-28,18,False
2017-05-29,53,False
2017-05-30,72,False
2017-05-31,52,False
2017-06-01,63,False
2017-06-02,52,False
2017-06-03,40,False
2017-06-04,20,False
2017-06-05,53,False
2017-06-06,81,False
2017-06-07,50,False
2017-06-08,73,False
