date,Synopsys,isPartial
2012-06-04,66,False
2012-06-05,63,False
2012-06-06,48,False
2012-06-07,55,False
2012-06-08,62,False
2012-06-09,23,False
2012-06-10,26,False
2012-06-11,83,False
2012-06-12,73,False
2012-06-13,48,False
2012-06-14,65,False
2012-06-15,53,False
2012-06-16,30,False
2012-06-17,27,False
2012-06-18,63,False
2012-06-19,82,False
2012-06-20,72,False
2012-06-21,61,False
2012-06-22,71,False
2012-06-23,20,False
2012-06-24,37,False
2012-06-25,39,False
2012-06-26,53,False
2012-06-27,78,False
2012-06-28,76,False
2012-06-29,60,False
2012-06-30,37,False
2012-07-01,24,False
2012-07-02,65,False
2012-07-03,43,False
2012-07-04,37,False
2012-07-05,64,False
2012-07-06,60,False
2012-07-07,44,False
2012-07-08,40,False
2012-07-09,61,False
2012-07-10,43,False
2012-07-11,65,False
2012-07-12,73,False
2012-07-13,60,False
2012-07-14,24,False
2012-07-15,34,False
2012-07-16,77,False
2012-07-17,91,False
2012-07-18,54,False
2012-07-19,61,False
2012-07-20,74,False
2012-07-21,41,False
2012-07-22,31,False
2012-07-23,62,False
2012-07-24,76,False
2012-07-25,85,False
2012-07-26,99,False
2012-07-27,51,False
2012-07-28,27,False
2012-07-29,53,False
2012-07-30,64,False
2012-07-31,86,False
2012-08-01,65,False
2012-08-02,39,False
2012-08-03,97,False
2012-08-04,61,False
2012-08-05,30,False
2012-08-06,95,False
2012-08-07,70,False
2012-08-08,100,False
2012-08-09,74,False
2012-08-10,69,False
2012-08-11,40,False
2012-08-12,17,False
2012-08-13,73,False
2012-08-14,79,False
2012-08-15,40,False
2012-08-16,80,False
2012-08-17,38,False
2012-08-18,21,False
2012-08-19,38,False
2012-08-20,44,False
2012-08-21,90,False
2012-08-22,83,False
2012-08-23,79,False
2012-08-24,56,False
2012-08-25,33,False
2012-08-26,52,False
2012-08-27,81,False
2012-08-28,83,False
2012-08-29,79,False
2012-08-30,61,False
2012-08-31,44,False
2012-09-01,39,False
2012-09-02,29,False
2012-09-03,78,False
2012-09-04,59,False
2012-09-05,89,False
2012-09-06,85,False
2012-09-07,92,False
2012-09-08,26,False
2012-09-09,35,False
2012-09-10,77,False
2012-09-11,82,False
2012-09-12,74,False
2012-09-13,78,False
2012-09-14,60,False
2012-09-15,38,False
2012-09-16,22,False
2012-09-17,46,False
2012-09-18,61,False
2012-09-19,72,False
2012-09-20,65,False
2012-09-21,57,False
2012-09-22,53,False
2012-09-23,21,False
2012-09-24,96,False
2012-09-25,74,False
2012-09-26,64,False
2012-09-27,62,False
2012-09-28,76,False
2012-09-29,31,False
2012-09-30,34,False
2012-10-01,81,False
2012-10-02,88,False
2012-10-03,82,False
2012-10-04,83,False
2012-10-05,63,False
2012-10-06,46,False
2012-10-07,26,False
2012-10-08,54,False
2012-10-09,88,False
2012-10-10,62,False
2012-10-11,83,False
2012-10-12,89,False
2012-10-13,45,False
2012-10-14,35,False
2012-10-15,61,False
2012-10-16,83,False
2012-10-17,98,False
2012-10-18,62,False
2012-10-19,75,False
2012-10-20,21,False
2012-10-21,38,False
2012-10-22,53,False
2012-10-23,70,False
2012-10-24,54,False
2012-10-25,88,False
2012-10-26,55,False
2012-10-27,36,False
2012-10-28,31,False
2012-10-29,33,False
2012-10-30,45,False
2012-10-31,59,False
2012-11-01,55,False
2012-11-02,47,False
2012-11-03,26,False
2012-11-04,34,False
2012-11-05,72,False
2012-11-06,52,False
2012-11-07,83,False
2012-11-08,81,False
2012-11-09,54,False
2012-11-10,23,False
2012-11-11,28,False
2012-11-12,75,False
2012-11-13,66,False
2012-11-14,68,False
2012-11-15,55,False
2012-11-16,66,False
2012-11-17,55,False
2012-11-18,20,False
2012-11-19,60,False
2012-11-20,76,False
2012-11-21,66,False
2012-11-22,46,False
2012-11-23,41,False
2012-11-24,43,False
2012-11-25,25,False
2012-11-26,47,False
2012-11-27,85,False
2012-11-28,73,False
2012-11-29,83,False
2012-11-30,57,False
2012-12-01,42,False
2012-12-02,59,False
2012-12-03,68,False
2012-12-04,82,False
2012-12-05,76,False
2012-12-06,78,False
2012-12-07,73,False
2012-12-08,23,False
2012-12-09,19,False
2012-12-10,44,False
2012-12-11,54,False
2012-12-12,64,False
2012-12-13,53,False
2012-12-14,67,False
2012-12-15,34,False
2012-12-16,36,False
2012-12-17,59,False
2012-12-18,65,False
2012-12-19,68,False
2012-12-20,52,False
2012-12-21,39,False
2012-12-22,30,False
2012-12-23,12,False
2012-12-24,27,False
2012-12-25,38,False
2012-12-26,46,False
2012-12-27,46,False
2012-12-28,42,False
2012-12-29,26,False
2012-12-30,32,False
2012-12-31,18,False
2013-01-01,28,False
2013-01-02,41,False
2013-01-03,55,False
2013-01-04,59,False
2013-01-05,49,False
2013-01-06,19,False
2013-01-07,51,False
2013-01-08,67,False
2013-01-09,70,False
2013-01-10,64,False
2013-01-11,47,False
2013-01-12,65,False
2013-01-13,16,False
2013-01-14,48,False
2013-01-15,54,False
2013-01-16,61,False
2013-01-17,82,False
2013-01-18,63,False
2013-01-19,35,False
2013-01-20,32,False
2013-01-21,76,False
2013-01-22,78,False
2013-01-23,58,False
2013-01-24,93,False
2013-01-25,40,False
2013-01-26,27,False
2013-01-27,42,False
2013-01-28,75,False
2013-01-29,86,False
2013-01-30,82,False
2013-01-31,86,False
2013-02-01,57,False
2013-02-02,45,False
2013-02-03,26,False
2013-02-04,65,False
2013-02-05,71,False
2013-02-06,83,False
2013-02-07,82,False
2013-02-08,66,False
2013-02-09,24,False
2013-02-10,35,False
2013-02-11,61,False
2013-02-12,51,False
2013-02-13,84,False
2013-02-14,57,False
2013-02-15,49,False
2013-02-16,40,False
2013-02-17,29,False
2013-02-18,60,False
2013-02-19,82,False
