date,Synopsys,isPartial
2012-10-12,58,False
2012-10-13,42,False
2012-10-14,35,False
2012-10-15,58,False
2012-10-16,79,False
2012-10-17,88,False
2012-10-18,67,False
2012-10-19,69,False
2012-10-20,19,False
2012-10-21,27,False
2012-10-22,72,False
2012-10-23,72,False
2012-10-24,54,False
2012-10-25,72,False
2012-10-26,56,False
2012-10-27,22,False
2012-10-28,40,False
2012-10-29,44,False
2012-10-30,42,False
2012-10-31,67,False
2012-11-01,60,False
2012-11-02,63,False
2012-11-03,30,False
2012-11-04,21,False
2012-11-05,49,False
2012-11-06,62,False
2012-11-07,68,False
2012-11-08,68,False
2012-11-09,60,False
2012-11-10,38,False
2012-11-11,32,False
2012-11-12,67,False
2012-11-13,59,False
2012-11-14,45,False
2012-11-15,58,False
2012-11-16,50,False
2012-11-17,48,False
2012-11-18,21,False
2012-11-19,53,False
2012-11-20,71,False
2012-11-21,58,False
2012-11-22,44,False
2012-11-23,38,False
2012-11-24,40,False
2012-11-25,21,False
2012-11-26,41,False
2012-11-27,72,False
2012-11-28,63,False
2012-11-29,81,False
2012-11-30,51,False
2012-12-01,50,False
2012-12-02,29,False
2012-12-03,55,False
2012-12-04,80,False
2012-12-05,75,False
2012-12-06,76,False
2012-12-07,70,False
2012-12-08,21,False
2012-12-09,13,False
2012-12-10,50,False
2012-12-11,57,False
2012-12-12,70,False
2012-12-13,100,False
2012-12-14,67,False
2012-12-15,42,False
2012-12-16,26,False
2012-12-17,64,False
2012-12-18,53,False
2012-12-19,68,False
2012-12-20,39,False
2012-12-21,39,False
2012-12-22,36,False
2012-12-23,22,False
2012-12-24,50,False
2012-12-25,39,False
2012-12-26,35,False
2012-12-27,24,False
2012-12-28,44,False
2012-12-29,24,False
2012-12-30,41,False
2012-12-31,19,False
2013-01-01,25,False
2013-01-02,41,False
2013-01-03,66,False
2013-01-04,45,False
2013-01-05,33,False
2013-01-06,33,False
2013-01-07,45,False
2013-01-08,68,False
2013-01-09,46,False
2013-01-10,64,False
2013-01-11,48,False
2013-01-12,40,False
2013-01-13,32,False
2013-01-14,52,False
2013-01-15,63,False
2013-01-16,68,False
2013-01-17,70,False
2013-01-18,45,False
2013-01-19,35,False
2013-01-20,17,False
2013-01-21,60,False
2013-01-22,62,False
2013-01-23,77,False
2013-01-24,57,False
2013-01-25,39,False
2013-01-26,27,False
2013-01-27,44,False
2013-01-28,83,False
2013-01-29,69,False
2013-01-30,86,False
2013-01-31,69,False
2013-02-01,48,False
2013-02-02,49,False
2013-02-03,22,False
2013-02-04,66,False
2013-02-05,66,False
2013-02-06,73,False
2013-02-07,72,False
2013-02-08,59,False
2013-02-09,20,False
2013-02-10,37,False
2013-02-11,55,False
