date,Synopsys,isPartial
2016-09-11,43,False
2016-09-12,38,False
2016-09-13,62,False
2016-09-14,64,False
2016-09-15,57,False
2016-09-16,34,False
2016-09-17,23,False
2016-09-18,34,False
2016-09-19,34,False
2016-09-20,44,False
2016-09-21,82,False
2016-09-22,60,False
2016-09-23,32,False
2016-09-24,21,False
2016-09-25,30,False
2016-09-26,66,False
2016-09-27,77,False
2016-09-28,43,False
2016-09-29,65,False
2016-09-30,64,False
2016-10-01,30,False
2016-10-02,32,False
2016-10-03,34,False
2016-10-04,62,False
2016-10-05,56,False
2016-10-06,63,False
2016-10-07,56,False
2016-10-08,40,False
2016-10-09,21,False
2016-10-10,49,False
2016-10-11,49,False
2016-10-12,74,False
2016-10-13,51,False
2016-10-14,59,False
2016-10-15,23,False
2016-10-16,25,False
2016-10-17,72,False
2016-10-18,83,False
2016-10-19,60,False
2016-10-20,72,False
2016-10-21,63,False
2016-10-22,21,False
2016-10-23,23,False
2016-10-24,48,False
2016-10-25,68,False
2016-10-26,50,False
2016-10-27,57,False
2016-10-28,55,False
2016-10-29,33,False
2016-10-30,26,False
2016-10-31,58,False
2016-11-01,48,False
2016-11-02,55,False
2016-11-03,62,False
2016-11-04,48,False
2016-11-05,26,False
2016-11-06,13,False
2016-11-07,57,False
2016-11-08,86,False
2016-11-09,51,False
2016-11-10,74,False
2016-11-11,55,False
2016-11-12,16,False
2016-11-13,27,False
2016-11-14,80,False
2016-11-15,76,False
2016-11-16,64,False
2016-11-17,65,False
2016-11-18,54,False
2016-11-19,23,False
2016-11-20,29,False
2016-11-21,45,False
2016-11-22,47,False
2016-11-23,43,False
2016-11-24,49,False
2016-11-25,45,False
2016-11-26,20,False
2016-11-27,20,False
2016-11-28,43,False
2016-11-29,72,False
2016-11-30,44,False
2016-12-01,72,False
2016-12-02,62,False
2016-12-03,26,False
2016-12-04,33,False
2016-12-05,65,False
2016-12-06,69,False
2016-12-07,72,False
2016-12-08,66,False
2016-12-09,68,False
2016-12-10,13,False
2016-12-11,15,False
2016-12-12,51,False
2016-12-13,51,False
2016-12-14,51,False
2016-12-15,65,False
2016-12-16,58,False
2016-12-17,27,False
2016-12-18,36,False
2016-12-19,46,False
2016-12-20,50,False
2016-12-21,43,False
2016-12-22,42,False
2016-12-23,44,False
2016-12-24,25,False
2016-12-25,27,False
2016-12-26,30,False
2016-12-27,20,False
2016-12-28,37,False
2016-12-29,29,False
2016-12-30,35,False
2016-12-31,14,False
2017-01-01,15,False
2017-01-02,26,False
2017-01-03,31,False
2017-01-04,51,False
2017-01-05,59,False
2017-01-06,38,False
2017-01-07,24,False
2017-01-08,19,False
2017-01-09,77,False
2017-01-10,66,False
2017-01-11,77,False
2017-01-12,55,False
2017-01-13,48,False
2017-01-14,26,False
2017-01-15,34,False
2017-01-16,49,False
2017-01-17,74,False
2017-01-18,61,False
2017-01-19,60,False
2017-01-20,56,False
2017-01-21,26,False
2017-01-22,31,False
2017-01-23,48,False
2017-01-24,43,False
2017-01-25,52,False
2017-01-26,39,False
2017-01-27,46,False
2017-01-28,37,False
2017-01-29,25,False
2017-01-30,58,False
2017-01-31,63,False
2017-02-01,50,False
2017-02-02,71,False
2017-02-03,53,False
2017-02-04,36,False
2017-02-05,23,False
2017-02-06,47,False
2017-02-07,67,False
2017-02-08,58,False
2017-02-09,75,False
2017-02-10,65,False
2017-02-11,34,False
2017-02-12,27,False
2017-02-13,36,False
2017-02-14,61,False
2017-02-15,65,False
2017-02-16,94,False
2017-02-17,94,False
2017-02-18,25,False
2017-02-19,38,False
2017-02-20,50,False
2017-02-21,82,False
2017-02-22,68,False
2017-02-23,64,False
2017-02-24,46,False
2017-02-25,19,False
2017-02-26,31,False
2017-02-27,48,False
2017-02-28,73,False
2017-03-01,54,False
2017-03-02,78,False
2017-03-03,68,False
2017-03-04,27,False
2017-03-05,39,False
2017-03-06,71,False
2017-03-07,69,False
2017-03-08,61,False
2017-03-09,54,False
2017-03-10,53,False
2017-03-11,42,False
2017-03-12,38,False
2017-03-13,68,False
2017-03-14,89,False
2017-03-15,69,False
2017-03-16,53,False
2017-03-17,71,False
2017-03-18,25,False
2017-03-19,31,False
2017-03-20,55,False
2017-03-21,80,False
2017-03-22,84,False
2017-03-23,87,False
2017-03-24,60,False
2017-03-25,24,False
2017-03-26,39,False
2017-03-27,57,False
2017-03-28,55,False
2017-03-29,64,False
2017-03-30,82,False
2017-03-31,71,False
2017-04-01,40,False
2017-04-02,17,False
2017-04-03,36,False
2017-04-04,44,False
2017-04-05,62,False
2017-04-06,57,False
2017-04-07,44,False
2017-04-08,28,False
2017-04-09,30,False
2017-04-10,61,False
2017-04-11,49,False
2017-04-12,58,False
2017-04-13,71,False
2017-04-14,52,False
2017-04-15,35,False
2017-04-16,28,False
2017-04-17,65,False
2017-04-18,71,False
2017-04-19,36,False
2017-04-20,64,False
2017-04-21,79,False
2017-04-22,32,False
2017-04-23,27,False
2017-04-24,56,False
2017-04-25,75,False
2017-04-26,58,False
2017-04-27,59,False
2017-04-28,51,False
2017-04-29,22,False
2017-04-30,28,False
2017-05-01,29,False
2017-05-02,45,False
2017-05-03,44,False
2017-05-04,51,False
2017-05-05,57,False
2017-05-06,45,False
2017-05-07,19,False
2017-05-08,82,False
2017-05-09,67,False
2017-05-10,64,False
2017-05-11,57,False
2017-05-12,75,False
2017-05-13,26,False
2017-05-14,24,False
2017-05-15,46,False
2017-05-16,67,False
2017-05-17,82,False
2017-05-18,100,False
2017-05-19,59,False
2017-05-20,18,False
2017-05-21,27,False
2017-05-22,67,False
2017-05-23,49,False
2017-05-24,61,False
2017-05-25,62,False
2017-05-26,57,False
2017-05-27,38,False
2017-05-28,26,False
2017-05-29,34,False
