date,Synopsys,isPartial
2014-12-01,37,False
2014-12-02,58,False
2014-12-03,51,False
2014-12-04,87,False
2014-12-05,37,False
2014-12-06,26,False
2014-12-07,32,False
2014-12-08,38,False
2014-12-09,37,False
2014-12-10,54,False
2014-12-11,63,False
2014-12-12,20,False
2014-12-13,16,False
2014-12-14,10,False
2014-12-15,51,False
2014-12-16,38,False
2014-12-17,39,False
2014-12-18,37,False
2014-12-19,48,False
2014-12-20,13,False
2014-12-21,7,False
2014-12-22,35,False
2014-12-23,39,False
2014-12-24,23,False
2014-12-25,22,False
2014-12-26,13,False
2014-12-27,13,False
2014-12-28,10,False
2014-12-29,20,False
2014-12-30,36,False
2014-12-31,20,False
2015-01-01,14,False
2015-01-02,15,False
2015-01-03,6,False
2015-01-04,15,False
2015-01-05,37,False
2015-01-06,49,False
2015-01-07,32,False
2015-01-08,79,False
2015-01-09,38,False
2015-01-10,28,False
2015-01-11,21,False
2015-01-12,26,False
2015-01-13,37,False
2015-01-14,39,False
2015-01-15,29,False
2015-01-16,27,False
2015-01-17,22,False
2015-01-18,21,False
2015-01-19,34,False
2015-01-20,46,False
2015-01-21,42,False
2015-01-22,57,False
2015-01-23,24,False
2015-01-24,9,False
2015-01-25,9,False
2015-01-26,23,False
2015-01-27,41,False
2015-01-28,41,False
2015-01-29,23,False
2015-01-30,35,False
2015-01-31,36,False
2015-02-01,15,False
2015-02-02,44,False
2015-02-03,48,False
2015-02-04,44,False
2015-02-05,44,False
2015-02-06,70,False
2015-02-07,15,False
2015-02-08,30,False
2015-02-09,46,False
2015-02-10,33,False
2015-02-11,33,False
2015-02-12,53,False
2015-02-13,33,False
2015-02-14,15,False
2015-02-15,25,False
2015-02-16,30,False
2015-02-17,27,False
2015-02-18,34,False
2015-02-19,45,False
2015-02-20,64,False
2015-02-21,18,False
2015-02-22,18,False
2015-02-23,51,False
2015-02-24,53,False
2015-02-25,49,False
2015-02-26,67,False
2015-02-27,40,False
2015-02-28,21,False
2015-03-01,26,False
2015-03-02,55,False
2015-03-03,41,False
2015-03-04,51,False
2015-03-05,44,False
2015-03-06,19,False
2015-03-07,18,False
2015-03-08,33,False
2015-03-09,43,False
2015-03-10,51,False
2015-03-11,43,False
2015-03-12,36,False
2015-03-13,46,False
2015-03-14,30,False
2015-03-15,20,False
2015-03-16,30,False
2015-03-17,38,False
2015-03-18,33,False
2015-03-19,74,False
2015-03-20,45,False
2015-03-21,33,False
2015-03-22,9,False
2015-03-23,50,False
2015-03-24,35,False
2015-03-25,60,False
2015-03-26,41,False
2015-03-27,46,False
2015-03-28,13,False
2015-03-29,31,False
2015-03-30,46,False
2015-03-31,59,False
2015-04-01,44,False
2015-04-02,43,False
2015-04-03,26,False
2015-04-04,12,False
2015-04-05,31,False
2015-04-06,35,False
2015-04-07,41,False
2015-04-08,59,False
2015-04-09,44,False
2015-04-10,33,False
2015-04-11,21,False
2015-04-12,40,False
2015-04-13,43,False
2015-04-14,45,False
2015-04-15,31,False
2015-04-16,41,False
2015-04-17,48,False
2015-04-18,27,False
2015-04-19,15,False
2015-04-20,56,False
2015-04-21,51,False
2015-04-22,56,False
2015-04-23,39,False
2015-04-24,43,False
2015-04-25,30,False
2015-04-26,24,False
2015-04-27,25,False
2015-04-28,59,False
2015-04-29,48,False
2015-04-30,26,False
2015-05-01,35,False
2015-05-02,24,False
2015-05-03,18,False
2015-05-04,54,False
2015-05-05,33,False
2015-05-06,51,False
2015-05-07,42,False
2015-05-08,46,False
2015-05-09,15,False
2015-05-10,28,False
2015-05-11,44,False
2015-05-12,40,False
2015-05-13,36,False
2015-05-14,40,False
2015-05-15,38,False
2015-05-16,30,False
2015-05-17,18,False
2015-05-18,33,False
2015-05-19,45,False
2015-05-20,36,False
2015-05-21,46,False
2015-05-22,32,False
2015-05-23,40,False
2015-05-24,25,False
2015-05-25,29,False
2015-05-26,22,False
2015-05-27,35,False
2015-05-28,25,False
2015-05-29,45,False
2015-05-30,27,False
