date,Synopsys,isPartial
2017-05-29,48,False
2017-05-30,64,False
2017-05-31,53,False
2017-06-01,54,False
2017-06-02,66,False
2017-06-03,39,False
2017-06-04,22,False
2017-06-05,65,False
2017-06-06,86,False
2017-06-07,41,False
2017-06-08,57,False
2017-06-09,51,False
2017-06-10,35,False
2017-06-11,27,False
2017-06-12,75,False
2017-06-13,55,False
2017-06-14,44,False
2017-06-15,56,False
2017-06-16,54,False
2017-06-17,23,False
2017-06-18,25,False
2017-06-19,70,False
2017-06-20,66,False
2017-06-21,60,False
2017-06-22,53,False
2017-06-23,50,False
2017-06-24,29,False
2017-06-25,22,False
2017-06-26,43,False
2017-06-27,45,False
2017-06-28,56,False
2017-06-29,67,False
2017-06-30,64,False
2017-07-01,22,False
2017-07-02,25,False
2017-07-03,69,False
2017-07-04,46,False
2017-07-05,48,False
2017-07-06,74,False
2017-07-07,67,False
2017-07-08,32,False
2017-07-09,30,False
2017-07-10,61,False
2017-07-11,67,False
2017-07-12,48,False
2017-07-13,37,False
2017-07-14,62,False
2017-07-15,32,False
2017-07-16,37,False
2017-07-17,64,False
2017-07-18,70,False
2017-07-19,66,False
2017-07-20,48,False
2017-07-21,62,False
2017-07-22,32,False
2017-07-23,27,False
2017-07-24,52,False
2017-07-25,71,False
2017-07-26,46,False
2017-07-27,55,False
2017-07-28,63,False
2017-07-29,15,False
2017-07-30,39,False
2017-07-31,59,False
2017-08-01,56,False
2017-08-02,63,False
2017-08-03,63,False
2017-08-04,53,False
2017-08-05,44,False
2017-08-06,36,False
2017-08-07,56,False
2017-08-08,61,False
2017-08-09,77,False
2017-08-10,58,False
2017-08-11,64,False
2017-08-12,43,False
2017-08-13,24,False
2017-08-14,58,False
2017-08-15,72,False
2017-08-16,60,False
2017-08-17,62,False
2017-08-18,74,False
2017-08-19,42,False
2017-08-20,44,False
2017-08-21,67,False
2017-08-22,57,False
2017-08-23,59,False
2017-08-24,47,False
2017-08-25,49,False
2017-08-26,24,False
2017-08-27,46,False
2017-08-28,47,False
2017-08-29,84,False
2017-08-30,77,False
2017-08-31,74,False
2017-09-01,73,False
2017-09-02,41,False
2017-09-03,24,False
2017-09-04,51,False
2017-09-05,78,False
2017-09-06,69,False
2017-09-07,64,False
2017-09-08,68,False
2017-09-09,21,False
2017-09-10,36,False
2017-09-11,77,False
2017-09-12,67,False
2017-09-13,75,False
2017-09-14,60,False
2017-09-15,71,False
2017-09-16,49,False
2017-09-17,27,False
2017-09-18,62,False
2017-09-19,93,False
2017-09-20,70,False
2017-09-21,84,False
2017-09-22,80,False
2017-09-23,39,False
2017-09-24,27,False
2017-09-25,68,False
2017-09-26,69,False
2017-09-27,67,False
2017-09-28,44,False
2017-09-29,53,False
2017-09-30,37,False
2017-10-01,27,False
2017-10-02,48,False
2017-10-03,40,False
2017-10-04,85,False
