date,Synopsys,isPartial
2013-06-29,44,False
2013-06-30,34,False
2013-07-01,64,False
2013-07-02,48,False
2013-07-03,63,False
2013-07-04,42,False
2013-07-05,57,False
2013-07-06,30,False
2013-07-07,25,False
2013-07-08,40,False
2013-07-09,79,False
2013-07-10,57,False
2013-07-11,41,False
2013-07-12,62,False
2013-07-13,35,False
2013-07-14,22,False
2013-07-15,71,False
2013-07-16,44,False
2013-07-17,51,False
2013-07-18,70,False
2013-07-19,70,False
2013-07-20,40,False
2013-07-21,27,False
2013-07-22,62,False
2013-07-23,54,False
2013-07-24,55,False
2013-07-25,80,False
2013-07-26,57,False
2013-07-27,30,False
2013-07-28,37,False
2013-07-29,52,False
2013-07-30,70,False
2013-07-31,51,False
2013-08-01,39,False
2013-08-02,49,False
2013-08-03,25,False
2013-08-04,12,False
2013-08-05,45,False
2013-08-06,83,False
2013-08-07,61,False
2013-08-08,55,False
2013-08-09,39,False
2013-08-10,27,False
2013-08-11,27,False
2013-08-12,56,False
2013-08-13,52,False
2013-08-14,55,False
2013-08-15,49,False
2013-08-16,49,False
2013-08-17,22,False
2013-08-18,36,False
2013-08-19,54,False
2013-08-20,56,False
2013-08-21,52,False
2013-08-22,83,False
2013-08-23,34,False
2013-08-24,38,False
2013-08-25,26,False
2013-08-26,49,False
2013-08-27,77,False
2013-08-28,47,False
2013-08-29,70,False
2013-08-30,63,False
2013-08-31,30,False
2013-09-01,12,False
2013-09-02,49,False
2013-09-03,60,False
2013-09-04,48,False
2013-09-05,76,False
2013-09-06,63,False
2013-09-07,35,False
2013-09-08,38,False
2013-09-09,46,False
2013-09-10,57,False
2013-09-11,60,False
2013-09-12,44,False
2013-09-13,67,False
2013-09-14,30,False
2013-09-15,29,False
2013-09-16,63,False
2013-09-17,43,False
2013-09-18,59,False
2013-09-19,46,False
2013-09-20,44,False
2013-09-21,25,False
2013-09-22,38,False
2013-09-23,42,False
2013-09-24,74,False
2013-09-25,65,False
2013-09-26,62,False
2013-09-27,60,False
2013-09-28,37,False
2013-09-29,24,False
2013-09-30,88,False
2013-10-01,84,False
2013-10-02,42,False
2013-10-03,48,False
2013-10-04,53,False
2013-10-05,31,False
2013-10-06,38,False
2013-10-07,54,False
2013-10-08,52,False
2013-10-09,59,False
2013-10-10,38,False
2013-10-11,46,False
2013-10-12,18,False
2013-10-13,36,False
2013-10-14,66,False
2013-10-15,34,False
2013-10-16,63,False
2013-10-17,67,False
2013-10-18,65,False
2013-10-19,36,False
2013-10-20,26,False
2013-10-21,39,False
2013-10-22,56,False
2013-10-23,63,False
2013-10-24,60,False
2013-10-25,61,False
2013-10-26,27,False
2013-10-27,28,False
2013-10-28,68,False
2013-10-29,70,False
2013-10-30,61,False
2013-10-31,44,False
2013-11-01,41,False
2013-11-02,27,False
2013-11-03,33,False
2013-11-04,52,False
2013-11-05,31,False
2013-11-06,73,False
2013-11-07,62,False
2013-11-08,48,False
2013-11-09,51,False
2013-11-10,26,False
2013-11-11,53,False
2013-11-12,74,False
2013-11-13,61,False
2013-11-14,64,False
2013-11-15,59,False
2013-11-16,13,False
2013-11-17,32,False
2013-11-18,55,False
2013-11-19,47,False
2013-11-20,64,False
2013-11-21,53,False
2013-11-22,64,False
2013-11-23,37,False
2013-11-24,32,False
2013-11-25,41,False
2013-11-26,38,False
2013-11-27,66,False
2013-11-28,35,False
2013-11-29,45,False
2013-11-30,26,False
2013-12-01,24,False
2013-12-02,49,False
2013-12-03,68,False
2013-12-04,55,False
2013-12-05,73,False
2013-12-06,56,False
2013-12-07,33,False
2013-12-08,24,False
2013-12-09,43,False
2013-12-10,65,False
2013-12-11,68,False
2013-12-12,60,False
2013-12-13,49,False
2013-12-14,20,False
2013-12-15,28,False
2013-12-16,67,False
2013-12-17,52,False
2013-12-18,43,False
2013-12-19,39,False
2013-12-20,49,False
2013-12-21,27,False
2013-12-22,21,False
2013-12-23,35,False
2013-12-24,54,False
2013-12-25,35,False
2013-12-26,55,False
2013-12-27,31,False
2013-12-28,22,False
2013-12-29,16,False
2013-12-30,36,False
2013-12-31,38,False
2014-01-01,31,False
2014-01-02,44,False
2014-01-03,34,False
2014-01-04,25,False
2014-01-05,29,False
2014-01-06,57,False
2014-01-07,54,False
2014-01-08,61,False
2014-01-09,47,False
2014-01-10,54,False
2014-01-11,29,False
2014-01-12,27,False
2014-01-13,47,False
2014-01-14,66,False
2014-01-15,65,False
2014-01-16,66,False
2014-01-17,81,False
2014-01-18,46,False
2014-01-19,26,False
2014-01-20,60,False
2014-01-21,61,False
