date,Synopsys,isPartial
2018-02-13,71,False
2018-02-14,83,False
2018-02-15,66,False
2018-02-16,66,False
2018-02-17,35,False
2018-02-18,20,False
2018-02-19,42,False
2018-02-20,81,False
2018-02-21,85,False
2018-02-22,71,False
2018-02-23,71,False
2018-02-24,37,False
2018-02-25,32,False
2018-02-26,80,False
2018-02-27,98,False
2018-02-28,67,False
2018-03-01,69,False
2018-03-02,58,False
2018-03-03,24,False
2018-03-04,40,False
2018-03-05,80,False
2018-03-06,76,False
2018-03-07,66,False
2018-03-08,95,False
2018-03-09,61,False
2018-03-10,50,False
2018-03-11,41,False
2018-03-12,86,False
2018-03-13,69,False
2018-03-14,78,False
2018-03-15,69,False
2018-03-16,55,False
2018-03-17,32,False
2018-03-18,30,False
2018-03-19,74,False
2018-03-20,79,False
2018-03-21,94,False
2018-03-22,68,False
2018-03-23,55,False
2018-03-24,42,False
2018-03-25,44,False
2018-03-26,54,False
2018-03-27,77,False
2018-03-28,74,False
2018-03-29,62,False
2018-03-30,41,False
2018-03-31,51,False
2018-04-01,34,False
2018-04-02,69,False
2018-04-03,68,False
2018-04-04,49,False
2018-04-05,47,False
2018-04-06,58,False
2018-04-07,28,False
2018-04-08,30,False
2018-04-09,68,False
2018-04-10,86,False
2018-04-11,80,False
2018-04-12,63,False
2018-04-13,56,False
2018-04-14,24,False
2018-04-15,26,False
2018-04-16,49,False
2018-04-17,94,False
2018-04-18,65,False
2018-04-19,86,False
2018-04-20,66,False
2018-04-21,31,False
2018-04-22,29,False
2018-04-23,63,False
2018-04-24,50,False
2018-04-25,73,False
2018-04-26,96,False
2018-04-27,74,False
2018-04-28,54,False
2018-04-29,18,False
2018-04-30,69,False
2018-05-01,54,False
2018-05-02,40,False
2018-05-03,56,False
2018-05-04,75,False
2018-05-05,25,False
2018-05-06,29,False
2018-05-07,57,False
2018-05-08,74,False
2018-05-09,84,False
2018-05-10,66,False
2018-05-11,81,False
2018-05-12,20,False
2018-05-13,46,False
2018-05-14,50,False
2018-05-15,77,False
2018-05-16,59,False
2018-05-17,91,False
2018-05-18,100,False
2018-05-19,27,False
2018-05-20,13,False
2018-05-21,80,False
2018-05-22,59,False
2018-05-23,61,False
2018-05-24,88,False
2018-05-25,63,False
2018-05-26,25,False
2018-05-27,22,False
2018-05-28,75,False
2018-05-29,78,False
2018-05-30,86,False
2018-05-31,79,False
2018-06-01,98,False
2018-06-02,29,False
2018-06-03,27,False
2018-06-04,66,False
2018-06-05,64,False
2018-06-06,73,False
2018-06-07,84,False
2018-06-08,54,False
2018-06-09,40,False
2018-06-10,22,False
2018-06-11,76,False
2018-06-12,79,False
2018-06-13,66,False
2018-06-14,49,False
2018-06-15,46,False
2018-06-16,22,False
2018-06-17,29,False
2018-06-18,66,False
2018-06-19,81,False
2018-06-20,53,False
2018-06-21,66,False
2018-06-22,59,False
2018-06-23,37,False
2018-06-24,24,False
2018-06-25,93,False
2018-06-26,68,False
2018-06-27,58,False
2018-06-28,51,False
2018-06-29,45,False
