date,Seagate,isPartial
2017-01-19,82,False
2017-01-20,84,False
2017-01-21,77,False
2017-01-22,72,False
2017-01-23,77,False
2017-01-24,87,False
2017-01-25,91,False
2017-01-26,79,False
2017-01-27,78,False
2017-01-28,78,False
2017-01-29,75,False
2017-01-30,79,False
2017-01-31,85,False
2017-02-01,81,False
2017-02-02,86,False
2017-02-03,77,False
2017-02-04,66,False
2017-02-05,68,False
2017-02-06,75,False
2017-02-07,78,False
2017-02-08,81,False
2017-02-09,80,False
2017-02-10,75,False
2017-02-11,76,False
2017-02-12,70,False
2017-02-13,81,False
2017-02-14,76,False
2017-02-15,78,False
2017-02-16,71,False
2017-02-17,76,False
2017-02-18,67,False
2017-02-19,69,False
2017-02-20,76,False
2017-02-21,77,False
2017-02-22,79,False
2017-02-23,73,False
2017-02-24,71,False
2017-02-25,68,False
2017-02-26,69,False
2017-02-27,66,False
2017-02-28,79,False
2017-03-01,73,False
2017-03-02,71,False
2017-03-03,76,False
2017-03-04,67,False
2017-03-05,72,False
2017-03-06,76,False
2017-03-07,73,False
2017-03-08,71,False
2017-03-09,83,False
2017-03-10,78,False
2017-03-11,74,False
2017-03-12,72,False
2017-03-13,80,False
2017-03-14,76,False
2017-03-15,70,False
2017-03-16,75,False
2017-03-17,78,False
2017-03-18,71,False
2017-03-19,66,False
2017-03-20,85,False
2017-03-21,75,False
2017-03-22,80,False
2017-03-23,66,False
2017-03-24,74,False
2017-03-25,67,False
2017-03-26,64,False
2017-03-27,81,False
2017-03-28,76,False
2017-03-29,75,False
2017-03-30,74,False
2017-03-31,76,False
2017-04-01,66,False
2017-04-02,65,False
2017-04-03,71,False
2017-04-04,75,False
2017-04-05,75,False
2017-04-06,69,False
2017-04-07,71,False
2017-04-08,73,False
2017-04-09,60,False
2017-04-10,75,False
2017-04-11,65,False
2017-04-12,75,False
2017-04-13,73,False
2017-04-14,64,False
2017-04-15,60,False
2017-04-16,61,False
2017-04-17,66,False
2017-04-18,71,False
2017-04-19,74,False
2017-04-20,70,False
2017-04-21,67,False
2017-04-22,65,False
2017-04-23,66,False
2017-04-24,73,False
2017-04-25,71,False
2017-04-26,83,False
2017-04-27,73,False
2017-04-28,71,False
2017-04-29,65,False
2017-04-30,56,False
2017-05-01,67,False
2017-05-02,65,False
2017-05-03,68,False
2017-05-04,67,False
2017-05-05,64,False
2017-05-06,59,False
2017-05-07,59,False
2017-05-08,74,False
2017-05-09,65,False
2017-05-10,63,False
2017-05-11,72,False
2017-05-12,67,False
2017-05-13,67,False
2017-05-14,65,False
2017-05-15,81,False
2017-05-16,73,False
2017-05-17,74,False
2017-05-18,70,False
2017-05-19,67,False
2017-05-20,68,False
2017-05-21,61,False
2017-05-22,65,False
2017-05-23,68,False
2017-05-24,70,False
2017-05-25,71,False
2017-05-26,64,False
2017-05-27,60,False
2017-05-28,60,False
2017-05-29,67,False
2017-05-30,69,False
2017-05-31,70,False
2017-06-01,66,False
2017-06-02,68,False
2017-06-03,58,False
2017-06-04,58,False
2017-06-05,69,False
2017-06-06,68,False
2017-06-07,71,False
2017-06-08,66,False
2017-06-09,66,False
2017-06-10,64,False
2017-06-11,55,False
2017-06-12,71,False
2017-06-13,67,False
2017-06-14,71,False
2017-06-15,65,False
2017-06-16,70,False
2017-06-17,69,False
2017-06-18,61,False
2017-06-19,65,False
2017-06-20,70,False
2017-06-21,71,False
2017-06-22,67,False
2017-06-23,69,False
2017-06-24,66,False
2017-06-25,54,False
2017-06-26,70,False
2017-06-27,78,False
2017-06-28,76,False
2017-06-29,74,False
2017-06-30,78,False
2017-07-01,68,False
2017-07-02,59,False
2017-07-03,75,False
2017-07-04,73,False
2017-07-05,72,False
2017-07-06,71,False
2017-07-07,70,False
2017-07-08,69,False
2017-07-09,65,False
2017-07-10,82,False
2017-07-11,100,False
2017-07-12,78,False
2017-07-13,75,False
2017-07-14,80,False
2017-07-15,70,False
2017-07-16,65,False
2017-07-17,79,False
2017-07-18,78,False
2017-07-19,69,False
2017-07-20,74,False
2017-07-21,75,False
2017-07-22,67,False
2017-07-23,63,False
2017-07-24,76,False
2017-07-25,81,False
2017-07-26,85,False
2017-07-27,77,False
2017-07-28,74,False
2017-07-29,62,False
2017-07-30,66,False
2017-07-31,75,False
2017-08-01,78,False
2017-08-02,77,False
2017-08-03,76,False
2017-08-04,76,False
2017-08-05,74,False
2017-08-06,61,False
2017-08-07,71,False
2017-08-08,77,False
2017-08-09,77,False
2017-08-10,78,False
2017-08-11,73,False
2017-08-12,69,False
2017-08-13,62,False
2017-08-14,74,False
2017-08-15,74,False
2017-08-16,73,False
2017-08-17,79,False
2017-08-18,70,False
2017-08-19,65,False
2017-08-20,62,False
2017-08-21,73,False
2017-08-22,77,False
2017-08-23,74,False
2017-08-24,73,False
2017-08-25,70,False
2017-08-26,61,False
2017-08-27,61,False
2017-08-28,69,False
2017-08-29,66,False
2017-08-30,73,False
2017-08-31,73,False
