date,Seagate,isPartial
2014-07-24,80,False
2014-07-25,71,False
2014-07-26,66,False
2014-07-27,66,False
2014-07-28,71,False
2014-07-29,78,False
2014-07-30,75,False
2014-07-31,76,False
2014-08-01,61,False
2014-08-02,73,False
2014-08-03,68,False
2014-08-04,69,False
2014-08-05,81,False
2014-08-06,73,False
2014-08-07,69,False
2014-08-08,68,False
2014-08-09,66,False
2014-08-10,59,False
2014-08-11,74,False
2014-08-12,69,False
2014-08-13,72,False
2014-08-14,69,False
2014-08-15,69,False
2014-08-16,72,False
2014-08-17,70,False
2014-08-18,69,False
2014-08-19,73,False
2014-08-20,75,False
2014-08-21,75,False
2014-08-22,71,False
2014-08-23,66,False
2014-08-24,64,False
2014-08-25,74,False
2014-08-26,77,False
2014-08-27,81,False
2014-08-28,81,False
2014-08-29,78,False
2014-08-30,65,False
2014-08-31,70,False
2014-09-01,66,False
2014-09-02,68,False
2014-09-03,75,False
2014-09-04,68,False
2014-09-05,70,False
2014-09-06,65,False
2014-09-07,63,False
2014-09-08,73,False
2014-09-09,64,False
2014-09-10,70,False
2014-09-11,68,False
2014-09-12,68,False
2014-09-13,66,False
2014-09-14,60,False
2014-09-15,61,False
2014-09-16,66,False
2014-09-17,65,False
2014-09-18,65,False
2014-09-19,63,False
2014-09-20,60,False
2014-09-21,54,False
2014-09-22,74,False
2014-09-23,68,False
2014-09-24,71,False
2014-09-25,67,False
2014-09-26,69,False
2014-09-27,64,False
2014-09-28,56,False
2014-09-29,59,False
2014-09-30,67,False
2014-10-01,68,False
2014-10-02,59,False
2014-10-03,69,False
2014-10-04,69,False
2014-10-05,62,False
2014-10-06,68,False
2014-10-07,66,False
2014-10-08,65,False
2014-10-09,71,False
2014-10-10,81,False
2014-10-11,62,False
2014-10-12,62,False
2014-10-13,73,False
2014-10-14,73,False
2014-10-15,62,False
2014-10-16,65,False
2014-10-17,66,False
2014-10-18,59,False
2014-10-19,55,False
2014-10-20,64,False
2014-10-21,71,False
2014-10-22,71,False
2014-10-23,69,False
2014-10-24,57,False
2014-10-25,57,False
2014-10-26,64,False
2014-10-27,76,False
2014-10-28,76,False
2014-10-29,71,False
2014-10-30,64,False
2014-10-31,69,False
2014-11-01,61,False
2014-11-02,57,False
2014-11-03,66,False
2014-11-04,70,False
2014-11-05,63,False
2014-11-06,63,False
2014-11-07,61,False
2014-11-08,59,False
2014-11-09,60,False
2014-11-10,64,False
2014-11-11,68,False
2014-11-12,73,False
2014-11-13,73,False
2014-11-14,59,False
2014-11-15,68,False
2014-11-16,58,False
2014-11-17,70,False
2014-11-18,72,False
2014-11-19,75,False
2014-11-20,73,False
2014-11-21,73,False
2014-11-22,65,False
2014-11-23,61,False
2014-11-24,73,False
2014-11-25,71,False
2014-11-26,73,False
2014-11-27,78,False
2014-11-28,94,False
2014-11-29,83,False
2014-11-30,73,False
2014-12-01,87,False
2014-12-02,77,False
2014-12-03,71,False
2014-12-04,70,False
2014-12-05,71,False
2014-12-06,68,False
2014-12-07,69,False
2014-12-08,73,False
2014-12-09,76,False
2014-12-10,68,False
2014-12-11,75,False
2014-12-12,72,False
2014-12-13,74,False
2014-12-14,64,False
2014-12-15,75,False
2014-12-16,74,False
2014-12-17,73,False
2014-12-18,72,False
2014-12-19,65,False
2014-12-20,70,False
2014-12-21,72,False
2014-12-22,68,False
2014-12-23,77,False
2014-12-24,75,False
2014-12-25,65,False
2014-12-26,78,False
2014-12-27,81,False
2014-12-28,79,False
2014-12-29,77,False
2014-12-30,85,False
2014-12-31,73,False
2015-01-01,63,False
2015-01-02,71,False
2015-01-03,77,False
2015-01-04,92,False
2015-01-05,100,False
2015-01-06,90,False
2015-01-07,76,False
2015-01-08,70,False
2015-01-09,79,False
2015-01-10,72,False
2015-01-11,71,False
2015-01-12,76,False
2015-01-13,80,False
2015-01-14,73,False
2015-01-15,73,False
2015-01-16,67,False
2015-01-17,70,False
2015-01-18,64,False
2015-01-19,69,False
2015-01-20,69,False
2015-01-21,68,False
2015-01-22,66,False
2015-01-23,73,False
2015-01-24,68,False
2015-01-25,63,False
2015-01-26,66,False
2015-01-27,66,False
2015-01-28,66,False
2015-01-29,78,False
2015-01-30,65,False
2015-01-31,62,False
2015-02-01,62,False
2015-02-02,66,False
2015-02-03,66,False
2015-02-04,68,False
2015-02-05,69,False
2015-02-06,72,False
2015-02-07,65,False
2015-02-08,51,False
2015-02-09,70,False
2015-02-10,71,False
2015-02-11,62,False
2015-02-12,58,False
2015-02-13,66,False
2015-02-14,65,False
2015-02-15,62,False
2015-02-16,70,False
2015-02-17,65,False
2015-02-18,67,False
2015-02-19,72,False
2015-02-20,73,False
2015-02-21,66,False
2015-02-22,61,False
2015-02-23,65,False
2015-02-24,73,False
2015-02-25,64,False
2015-02-26,64,False
2015-02-27,70,False
2015-02-28,66,False
2015-03-01,61,False
2015-03-02,61,False
2015-03-03,73,False
2015-03-04,62,False
2015-03-05,60,False
2015-03-06,67,False
2015-03-07,61,False
2015-03-08,64,False
2015-03-09,60,False
2015-03-10,74,False
2015-03-11,74,False
2015-03-12,65,False
2015-03-13,68,False
2015-03-14,63,False
2015-03-15,59,False
2015-03-16,67,False
2015-03-17,63,False
2015-03-18,71,False
2015-03-19,60,False
2015-03-20,64,False
2015-03-21,56,False
2015-03-22,56,False
2015-03-23,68,False
2015-03-24,66,False
2015-03-25,69,False
2015-03-26,64,False
2015-03-27,58,False
2015-03-28,68,False
2015-03-29,56,False
2015-03-30,67,False
2015-03-31,62,False
2015-04-01,58,False
2015-04-02,60,False
2015-04-03,69,False
2015-04-04,55,False
2015-04-05,68,False
2015-04-06,64,False
2015-04-07,56,False
2015-04-08,60,False
2015-04-09,62,False
2015-04-10,63,False
