date,Seagate,isPartial
2015-08-18,83,False
2015-08-19,70,False
2015-08-20,70,False
2015-08-21,72,False
2015-08-22,63,False
2015-08-23,61,False
2015-08-24,70,False
2015-08-25,66,False
2015-08-26,71,False
2015-08-27,68,False
2015-08-28,64,False
2015-08-29,66,False
2015-08-30,51,False
2015-08-31,73,False
2015-09-01,72,False
2015-09-02,71,False
2015-09-03,72,False
2015-09-04,59,False
2015-09-05,63,False
2015-09-06,57,False
2015-09-07,67,False
2015-09-08,70,False
2015-09-09,67,False
2015-09-10,68,False
2015-09-11,67,False
2015-09-12,54,False
2015-09-13,52,False
2015-09-14,75,False
2015-09-15,69,False
2015-09-16,65,False
2015-09-17,58,False
2015-09-18,62,False
2015-09-19,57,False
2015-09-20,57,False
2015-09-21,71,False
2015-09-22,68,False
2015-09-23,65,False
2015-09-24,58,False
2015-09-25,61,False
2015-09-26,59,False
2015-09-27,53,False
2015-09-28,64,False
2015-09-29,63,False
2015-09-30,61,False
2015-10-01,57,False
2015-10-02,62,False
2015-10-03,61,False
2015-10-04,55,False
2015-10-05,68,False
2015-10-06,66,False
2015-10-07,61,False
2015-10-08,65,False
2015-10-09,63,False
2015-10-10,66,False
2015-10-11,60,False
2015-10-12,70,False
2015-10-13,65,False
2015-10-14,71,False
2015-10-15,69,False
2015-10-16,67,False
2015-10-17,60,False
2015-10-18,60,False
2015-10-19,62,False
2015-10-20,71,False
2015-10-21,65,False
2015-10-22,64,False
2015-10-23,72,False
2015-10-24,57,False
2015-10-25,52,False
2015-10-26,69,False
2015-10-27,75,False
2015-10-28,63,False
2015-10-29,71,False
2015-10-30,68,False
2015-10-31,59,False
2015-11-01,60,False
2015-11-02,62,False
2015-11-03,64,False
2015-11-04,61,False
2015-11-05,67,False
2015-11-06,59,False
2015-11-07,63,False
2015-11-08,56,False
2015-11-09,66,False
2015-11-10,68,False
2015-11-11,62,False
2015-11-12,60,False
2015-11-13,66,False
2015-11-14,60,False
2015-11-15,59,False
2015-11-16,68,False
2015-11-17,61,False
2015-11-18,62,False
2015-11-19,63,False
2015-11-20,69,False
2015-11-21,57,False
2015-11-22,59,False
2015-11-23,66,False
2015-11-24,65,False
2015-11-25,65,False
2015-11-26,75,False
2015-11-27,100,False
2015-11-28,79,False
2015-11-29,70,False
2015-11-30,81,False
2015-12-01,73,False
2015-12-02,63,False
2015-12-03,67,False
2015-12-04,66,False
2015-12-05,60,False
2015-12-06,60,False
2015-12-07,67,False
2015-12-08,70,False
2015-12-09,70,False
2015-12-10,68,False
2015-12-11,63,False
2015-12-12,61,False
2015-12-13,64,False
2015-12-14,65,False
2015-12-15,68,False
2015-12-16,71,False
2015-12-17,64,False
2015-12-18,69,False
2015-12-19,69,False
2015-12-20,66,False
2015-12-21,79,False
2015-12-22,70,False
2015-12-23,74,False
2015-12-24,68,False
2015-12-25,77,False
2015-12-26,89,False
2015-12-27,78,False
2015-12-28,87,False
2015-12-29,89,False
2015-12-30,77,False
2015-12-31,69,False
2016-01-01,56,False
2016-01-02,61,False
2016-01-03,60,False
2016-01-04,71,False
2016-01-05,70,False
2016-01-06,65,False
2016-01-07,63,False
2016-01-08,64,False
2016-01-09,62,False
2016-01-10,60,False
2016-01-11,52,False
2016-01-12,64,False
2016-01-13,67,False
2016-01-14,57,False
2016-01-15,60,False
2016-01-16,63,False
2016-01-17,54,False
2016-01-18,65,False
2016-01-19,57,False
2016-01-20,64,False
2016-01-21,63,False
2016-01-22,64,False
2016-01-23,58,False
2016-01-24,55,False
2016-01-25,62,False
2016-01-26,60,False
2016-01-27,60,False
2016-01-28,64,False
2016-01-29,66,False
2016-01-30,61,False
2016-01-31,52,False
2016-02-01,65,False
2016-02-02,61,False
2016-02-03,69,False
2016-02-04,60,False
2016-02-05,59,False
2016-02-06,54,False
2016-02-07,57,False
2016-02-08,53,False
2016-02-09,53,False
2016-02-10,54,False
2016-02-11,60,False
2016-02-12,62,False
2016-02-13,60,False
2016-02-14,49,False
2016-02-15,65,False
2016-02-16,59,False
2016-02-17,63,False
2016-02-18,58,False
2016-02-19,54,False
2016-02-20,56,False
2016-02-21,51,False
2016-02-22,60,False
2016-02-23,56,False
2016-02-24,54,False
2016-02-25,51,False
2016-02-26,60,False
2016-02-27,55,False
2016-02-28,52,False
2016-02-29,56,False
2016-03-01,59,False
2016-03-02,60,False
2016-03-03,56,False
2016-03-04,60,False
2016-03-05,54,False
2016-03-06,55,False
2016-03-07,61,False
2016-03-08,59,False
2016-03-09,50,False
2016-03-10,54,False
2016-03-11,50,False
2016-03-12,55,False
2016-03-13,48,False
2016-03-14,56,False
2016-03-15,51,False
2016-03-16,54,False
2016-03-17,56,False
2016-03-18,51,False
2016-03-19,50,False
2016-03-20,47,False
2016-03-21,54,False
2016-03-22,50,False
2016-03-23,56,False
2016-03-24,50,False
2016-03-25,57,False
2016-03-26,51,False
2016-03-27,50,False
2016-03-28,59,False
2016-03-29,57,False
2016-03-30,58,False
2016-03-31,54,False
2016-04-01,51,False
2016-04-02,50,False
2016-04-03,53,False
2016-04-04,52,False
2016-04-05,55,False
2016-04-06,50,False
2016-04-07,57,False
2016-04-08,52,False
2016-04-09,52,False
2016-04-10,46,False
2016-04-11,52,False
2016-04-12,52,False
2016-04-13,60,False
2016-04-14,67,False
2016-04-15,56,False
2016-04-16,49,False
2016-04-17,46,False
2016-04-18,57,False
2016-04-19,56,False
2016-04-20,47,False
2016-04-21,51,False
2016-04-22,49,False
2016-04-23,53,False
2016-04-24,49,False
2016-04-25,51,False
2016-04-26,55,False
2016-04-27,53,False
2016-04-28,59,False
2016-04-29,52,False
2016-04-30,47,False
2016-05-01,44,False
2016-05-02,52,False
2016-05-03,57,False
2016-05-04,53,False
