date,Seagate,isPartial
2013-11-06,68,False
2013-11-07,61,False
2013-11-08,70,False
2013-11-09,66,False
2013-11-10,64,False
2013-11-11,70,False
2013-11-12,74,False
2013-11-13,70,False
2013-11-14,71,False
2013-11-15,67,False
2013-11-16,72,False
2013-11-17,57,False
2013-11-18,75,False
2013-11-19,71,False
2013-11-20,76,False
2013-11-21,70,False
2013-11-22,68,False
2013-11-23,69,False
2013-11-24,67,False
2013-11-25,72,False
2013-11-26,73,False
2013-11-27,75,False
2013-11-28,82,False
2013-11-29,100,False
2013-11-30,73,False
2013-12-01,66,False
2013-12-02,82,False
2013-12-03,72,False
2013-12-04,76,False
2013-12-05,69,False
2013-12-06,71,False
2013-12-07,69,False
2013-12-08,65,False
2013-12-09,70,False
2013-12-10,71,False
2013-12-11,68,False
2013-12-12,72,False
2013-12-13,69,False
2013-12-14,71,False
2013-12-15,67,False
2013-12-16,71,False
2013-12-17,69,False
2013-12-18,72,False
2013-12-19,70,False
2013-12-20,64,False
2013-12-21,67,False
2013-12-22,67,False
2013-12-23,78,False
2013-12-24,72,False
2013-12-25,87,False
2013-12-26,84,False
2013-12-27,85,False
2013-12-28,76,False
2013-12-29,61,False
2013-12-30,79,False
2013-12-31,71,False
2014-01-01,61,False
2014-01-02,78,False
2014-01-03,73,False
2014-01-04,78,False
2014-01-05,67,False
2014-01-06,81,False
2014-01-07,72,False
2014-01-08,79,False
2014-01-09,76,False
2014-01-10,70,False
2014-01-11,75,False
2014-01-12,69,False
2014-01-13,72,False
2014-01-14,72,False
2014-01-15,69,False
2014-01-16,71,False
2014-01-17,74,False
2014-01-18,70,False
2014-01-19,66,False
2014-01-20,66,False
2014-01-21,72,False
2014-01-22,78,False
2014-01-23,67,False
2014-01-24,69,False
2014-01-25,68,False
2014-01-26,64,False
2014-01-27,67,False
2014-01-28,66,False
2014-01-29,70,False
2014-01-30,66,False
2014-01-31,65,False
2014-02-01,65,False
2014-02-02,63,False
2014-02-03,63,False
2014-02-04,63,False
2014-02-05,63,False
2014-02-06,59,False
2014-02-07,64,False
2014-02-08,68,False
2014-02-09,60,False
2014-02-10,66,False
2014-02-11,65,False
2014-02-12,61,False
2014-02-13,64,False
2014-02-14,60,False
2014-02-15,61,False
2014-02-16,61,False
2014-02-17,65,False
2014-02-18,62,False
2014-02-19,69,False
2014-02-20,65,False
2014-02-21,61,False
2014-02-22,64,False
2014-02-23,64,False
2014-02-24,60,False
2014-02-25,62,False
2014-02-26,64,False
2014-02-27,69,False
2014-02-28,67,False
2014-03-01,66,False
2014-03-02,73,False
2014-03-03,63,False
2014-03-04,63,False
2014-03-05,66,False
2014-03-06,68,False
2014-03-07,64,False
2014-03-08,60,False
2014-03-09,54,False
2014-03-10,63,False
2014-03-11,65,False
2014-03-12,61,False
2014-03-13,64,False
2014-03-14,58,False
2014-03-15,64,False
2014-03-16,59,False
2014-03-17,67,False
2014-03-18,64,False
2014-03-19,60,False
2014-03-20,57,False
2014-03-21,59,False
2014-03-22,64,False
2014-03-23,56,False
2014-03-24,67,False
2014-03-25,65,False
2014-03-26,70,False
2014-03-27,62,False
2014-03-28,58,False
2014-03-29,61,False
2014-03-30,55,False
2014-03-31,60,False
2014-04-01,61,False
2014-04-02,57,False
2014-04-03,59,False
2014-04-04,64,False
2014-04-05,61,False
2014-04-06,58,False
2014-04-07,62,False
2014-04-08,62,False
2014-04-09,55,False
2014-04-10,65,False
2014-04-11,55,False
2014-04-12,57,False
2014-04-13,58,False
2014-04-14,67,False
2014-04-15,57,False
2014-04-16,57,False
2014-04-17,57,False
2014-04-18,59,False
2014-04-19,63,False
2014-04-20,55,False
2014-04-21,59,False
2014-04-22,60,False
2014-04-23,61,False
2014-04-24,58,False
2014-04-25,57,False
2014-04-26,56,False
2014-04-27,54,False
2014-04-28,56,False
2014-04-29,56,False
2014-04-30,56,False
2014-05-01,57,False
2014-05-02,66,False
2014-05-03,54,False
2014-05-04,62,False
2014-05-05,63,False
2014-05-06,63,False
2014-05-07,65,False
2014-05-08,61,False
2014-05-09,52,False
2014-05-10,54,False
2014-05-11,54,False
2014-05-12,57,False
2014-05-13,60,False
2014-05-14,61,False
2014-05-15,63,False
2014-05-16,55,False
2014-05-17,52,False
2014-05-18,55,False
2014-05-19,59,False
2014-05-20,59,False
2014-05-21,62,False
2014-05-22,52,False
2014-05-23,57,False
2014-05-24,53,False
2014-05-25,45,False
2014-05-26,59,False
2014-05-27,56,False
2014-05-28,62,False
2014-05-29,60,False
2014-05-30,49,False
2014-05-31,53,False
2014-06-01,53,False
2014-06-02,58,False
2014-06-03,63,False
2014-06-04,60,False
2014-06-05,61,False
2014-06-06,59,False
2014-06-07,60,False
2014-06-08,49,False
2014-06-09,62,False
2014-06-10,63,False
2014-06-11,58,False
2014-06-12,60,False
2014-06-13,55,False
2014-06-14,49,False
2014-06-15,50,False
2014-06-16,60,False
2014-06-17,60,False
2014-06-18,54,False
2014-06-19,62,False
2014-06-20,55,False
2014-06-21,60,False
2014-06-22,53,False
2014-06-23,60,False
2014-06-24,57,False
2014-06-25,61,False
2014-06-26,63,False
2014-06-27,64,False
2014-06-28,55,False
2014-06-29,57,False
2014-06-30,68,False
2014-07-01,63,False
2014-07-02,61,False
2014-07-03,57,False
2014-07-04,57,False
2014-07-05,53,False
2014-07-06,56,False
2014-07-07,61,False
2014-07-08,60,False
2014-07-09,60,False
2014-07-10,56,False
2014-07-11,60,False
2014-07-12,53,False
2014-07-13,49,False
2014-07-14,61,False
2014-07-15,62,False
2014-07-16,60,False
2014-07-17,61,False
2014-07-18,53,False
2014-07-19,59,False
2014-07-20,53,False
2014-07-21,62,False
2014-07-22,59,False
2014-07-23,61,False
2014-07-24,66,False
